oFbfBg,,R3VpZGU=,,,,,R3VpYQ==,,R3XDrWE=
UVjfBg,,W0dlbmVyYWwgU3RvcmUgT3duZXIgUXVhcnldCldlbGwsIHlvdSBkb24ndCBuZWVkIHRvIGJ1eSBpdCBub3cuClBsZWFzZSBjb21lIGJhY2sgYWdhaW4h,,,,,W0V2ZXJhbGRvLCBkb25vIGRhIGxvamFdCkJlbSwgdm9jw6ogbsOjbyBwcmVjaXNhIGNvbXByw6EtbG8gYWdvcmEuClBvciBmYXZvciwgdm9sdGUgc2VtcHJlIQ==,,W1F1YXJ5LCBkdWXDsWEgZGUgbWVyYy5dCkJ1ZW5vLCBubyBuZWNlc2l0YXMgY29tcHJhcmxvIGFob3JhLgrCoVJlZ3Jlc2EgY3VhbmRvIHF1aWVyYXMh
UljfBg,,W0dlbmVyYWwgU3RvcmUgT3duZXIgUXVhcnldCkhvdyBtYW55IGRvIHlvdSBuZWVkPwpZb3UgY2FuIGJ1eSB1cCB0byA5OSBhdCBvbmNlLg==,,,,,W0V2ZXJhbGRvLCBkb25vIGRhIGxvamFdCkRlIHF1YW50b3Mgdm9jw6ogcHJlY2lzYT8KVm9jw6ogcG9kZSBjb21wcmFyIGF0w6kgOTkgZGUgdW1hIHZlei4=,,W1F1YXJ5LCBkdWXDsWEgZGUgbWVyYy5dCsK/Q3XDoW50b3MgbmVjZXNpdGFzPwpQdWVkZXMgY29tcHJhciBoYXN0YSA5OWEgbGEgdmV6Lg==
U1jfBg,,W0dlbmVyYWwgU3RvcmUgT3duZXIgUXVhcnldCnswfSBjb21iaW5hdGlvbiBraXRzIHdpbGwgY29zdCB5b3UgezF9Li4uLiBaZW55LgpZb3UgbG9vayBzaG9ydCBvZiBtb25leSBmb3IgdGhhdCBhbW91bnQu,,,,,W0V2ZXJhbGRvLCBkb25vIGRhIGxvamFdCnswfXggS2l0IGRlIEN1bGluw6FyaWEgSW5pY2lhbnRlIHNhaSBwb3IgezF9Li4uLiBaZW55LgpQYXJlY2UgcXVlIHZvY8OqIG7Do28gdGVtIFplbnkgc3VmaWNpZW50ZS4=,,W1F1YXJ5LCBkdWXDsWEgZGUgbWVyYy5dCnswfWNvbmp1bnRvcyBkZSBjb21iaW5hY2nDs24gdGUgY29zdGFyw6FuIHsxfSB6ZW55LgpQYXJlY2UgcXVlIHRlIGZhbHRhIGRpbmVybyBwYXJhIGNvbXByYXIgdGFudG9zLg==
VFjfBg,,W0dlbmVyYWwgU3RvcmUgT3duZXIgUXVhcnldCnswfSBjb21iaW5hdGlvbiBraXRzIHdpbGwgY29zdCB5b3UgezF9Li4uLiBaZW55LgpUaGFuayB5b3UuIENvbWUgYmFjayBhZ2Fpbi4=,,,,,W0V2ZXJhbGRvLCBkb25vIGRhIGxvamFdCnswfXggS2l0IGRlIEN1bGluw6FyaWEgSW5pY2lhbnRlIHNhaSBwb3IgezF9Li4uLiBaZW55LgpPYnJpZ2Fkby4gVm9sdGUgc2VtcHJlLg==,,W1F1YXJ5LCBkdWXDsWEgZGUgbWVyYy5dCnswfWNvbmp1bnRvcyBkZSBjb21iaW5hY2nDs24gdGUgY29zdGFyw6FuIHsxfSB6ZW55LgpHcmFjaWFzLiBWdWVsdmUgbHVlZ28u
VVjfBg,,W0dlbmVyYWwgU3RvcmUgT3duZXIgUXVhcnldCllvdSBhcmUgbm90IGVsaWdpYmxlIGZvciB0aGUgc2FsZXMuCk9uZSBjb21iaW5hdGlvbiBraXQgY29zdHMgeW91IDUwMFouClRlbGwgbWUsIGhvdyBtYW55IGRvIHlvdSBuZWVkPw==,,,,,W0V2ZXJhbGRvLCBkb25vIGRhIGxvamFdCkluZmVsaXptZW50ZSB2b2PDqiBuw6NvIGVzdMOhIGFwdG8gcHJhIG9mZXJ0YS4uLgpVbSBLaXQgZGUgQ3VsaW7DoXJpYSBJbmljaWFudGUgc2FpIHBvciA1MDAgWmVueS4KRGUgcXVhbnRvcyBwcmVjaXNhPw==,,W1F1YXJ5LCBkdWXDsWEgZGUgbWVyYy5dCk5vIGNhbGlmaWNhcyBwYXJhIGxhcyBvZmVydGFzLgpVbiBjb25qdW50byBkZSBjb21iaW5hY2nDs24gY3Vlc3RhNTAwemVueS4KRGltZSwgwr9jdcOhbnRvcyBuZWNlc2l0YXM/
VljfBg,,W0d1aWRlXQpZb3Ugd2lsbCBiZSBhYmxlIHRvIGNvbGxlY3QgbG90cyBvZiBpbmZvcm1hdGlvbiBmcm9tIDxOQVZJPltDcmlhdHVyYSBBY2FkZW15XTxJTkZPPml6X2FjMDFfYiwxMDAsMzksMCwwMDAsMDwvSU5GTz48L05BVkk+IGlmIHlvdSBhcmUgYSBub3ZpY2UgYWR2ZW50dXJlci4KRG8geW91IG5lZWQgYW55dGhpbmcgZWxzZT8=,,,,,W0d1aWFdClZvY8OqIHBvZGVyw6EgY29sZXRhciBtdWl0YXMgaW5mb3JtYcOnw7VlcyBkYSA8TkFWST5bQWNhZGVtaWEgQ3JpYXR1cmFdPElORk8+aXpfYWMwMV9iLDEwMCwzOSwwLDAwMCwwPC9JTkZPPjwvTkFWST4gc2UgZm9yIHVtIGF2ZW50dXJlaXJvIEFwcmVuZGl6LgpWb2PDqiBwcmVjaXNhIGRlIG1haXMgYWxndW1hIGNvaXNhPw==,,W0d1w61hXQpDb21vIHRyb3RhbXVuZG9zIFByaW5jaXBpYW50ZSwgcG9kcsOhcyByZWNvbGVjdGFyIG11Y2hhIGluZm9ybWFjacOzbiBlbiBsYSA8TkFWST5bQWNhZGVtaWEgZGUgY3JpYXR1cmFzXTxJTkZPPml6X2FjMDFfYiAxMDAsIDM5LCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPi4Kwr9OZWNlc2l0YXMgYWxnbyBtw6FzPw==
V1jfBg,,W0d1aWRlXQpZb3UgY2FuIGdldCB0byBeOEI0NTEzSnVub14wMDAwMDAsCnRoZSBjYXBpdGFsIG9mIHRoZSBTY2h3YXJ0endhbGQgUmVwdWJsaWMsIGFuZApeOEI0NTEzUmFjaGVsXjAwMDAwMCwgdGhlIGNhcGl0YWwgb2YgQXJ1bmFmZWx0eiB2aWEgdGhlIDxOQVZJPltJbnRlcm5hdGlvbmFsIEFpcnNoaXBdPElORk8+aXpsdWRlX2IsMjA2LDc1LDAsMDAwLDA8L0lORk8+PC9OQVZJPiB0byB0aGUgc291dGhlYXN0LgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdClZvY8OqIHBvZGUgY2hlZ2FyIGEgXjhCNDUxM0p1bm9eMDAwMDAwLAphIGNhcGl0YWwgZGEgUmVww7pibGljYSBkZSBTY2h3YXJ0endhbGQsIGUKXjhCNDUxM1JhY2hlbF4wMDAwMDAsIGEgY2FwaXRhbCBkZSBBcnVuYWZlbHR6LCBwZWxvIDxOQVZJPltBZXJvcGxhbm8gSW50ZXJuYWNpb25hbF08SU5GTz5pemx1ZGVfYiwyMDYsNzUsMCwwMDAsMDwvSU5GTz48L05BVkk+IGEgc3VkZXN0ZS4KVm9jw6ogcHJlY2lzYSBkZSBtYWlzIGFsZ3VtYSBjb2lzYT8=,,W0d1w61hXQpQdWVkZXMgbGxlZ2FyIGhhc3RhIF44QjQ1MTNKdW5vXjAwMDAwMCwKcXVlIGVzIGxhIGNhcGl0YWwgZGUgbGEgUmVww7pibGljYSBkZSBTY2h3YXJ6d2FsZCwgeSBoYXN0YQpeOEI0NTEzUmFjaGVsXjAwMDAwMCwgcXVlIGVzIGxhIGNhcGl0YWwgZGUgQXJ1bmFmZWx0eiwgdXNhbmRvIGxhIDxOQVZJPlthZXJvbmF2ZSBpbnRlcm5hY2lvbmFsXTxJTkZPPml6bHVkZV9iIDIwNiwgNzUsIDAsIDAwMCwgMDwvSU5GTz48L05BVkk+IHF1ZSBlc3TDoSBhbCBzdXJlc3RlLgrCv05lY2VzaXRhcyBhbGdvIG3DoXM/
WFjfBg,,W0d1aWRlXQpHbyB0byB0aGUgPE5BVkk+W0FyZW5hXTxJTkZPPml6bHVkZV9iLDIxMywxNjEsMCwwMDAsMDwvSU5GTz48L05BVkk+CnRvIHRoZSBlYXN0IGlmIHlvdSB3YW50IHRvCmNoZWNrIHlvdXIgY29tYmF0IHNraWxscy4KSSB3aWxsIG1hcmsgdGhlIGxvY2F0aW9uCm9uIHlvdXIgbWluaW1hcC4KRG8geW91IG5lZWQgYW55dGhpbmcgZWxzZT8=,,,,,W0d1aWFdClbDoSBwYXJhIGEgPE5BVkk+W0FyZW5hXTxJTkZPPml6bHVkZV9iLDIxMywxNjEsMCwwMDAsMDwvSU5GTz48L05BVkk+CnBhcmEgbyBsZXN0ZSBzZSB2b2PDqiBxdWlzZXIKdmVyaWZpY2FyIHN1YXMgaGFiaWxpZGFkZXMgZGUgY29tYmF0ZS4KRXUgbWFyY2FyZWkgbyBsb2NhbAplbSBzZXUgbWluaW1hcGEuClByZWNpc2EgZGUgbWFpcyBhbGd1bWEgY29pc2E/,,W0d1w61hXQpWZSBhIGxhIDxOQVZJPltBcmVuYV08SU5GTz5pemx1ZGVfYiAyMTMsIDE2MSwgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4KcXVlIGVzdMOhIGhhY2lhIGVsIGVzdGUgc2kgcXVpZXJlcwpjb21wcm9iYXIgdHVzIGhhYmlsaWRhZGVzIGRlIGNvbWJhdGUuClRlIG1hcmNhcsOpIGxhIHViaWNhY2nDs24KZW4gZWwgbWluaW1hcGEuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
WVjfBg,,W0d1aWRlXQpJIHdpbGwgbWFyayB0aGUgbG9jYXRpb24gb2YgdGhlIDxOQVZJPltTdG9yZV08SU5GTz5pemx1ZGVfYiwxMTAsMTgyLDAsMDAwLDA8L0lORk8+PC9OQVZJPgpvbiB5b3VyIG1pbmltYXAuCkRvIHlvdSBuZWVkIGFueXRoaW5nIGVsc2U/,,,,,W0d1aWFdCk1hcmNhcmVpIGEgbG9jYWxpemHDp8OjbyBkYSA8TkFWST5bTG9qYSBkZSBGZXJyYW1lbnRhc108SU5GTz5pemx1ZGVfYiwxMTAsMTgyLDAsMDAwLDA8L0lORk8+PC9OQVZJPgplbSBzZXUgbWluaW1hcGEuClZvY8OqIHByZWNpc2EgZGUgbWFpcyBhbGd1bWEgY29pc2E/,,W0d1w61hXQpUZSBtYXJjYXLDqSBsYSB1YmljYWNpw7NuIGRlbCA8TkFWST5bbWVyY2Fkb108SU5GTz5pemx1ZGVfYiAxMTAsIDE4MiwgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4KZW4gZWwgbWluaW1hcGEuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
WljfBg,,W0d1aWRlXQpQZW9wbGUgbWF5IGJlY29tZSBzd29yZHNtZW4gYXQgdGhlIDxOQVZJPltTd29yZHNtZW5zJyBHdWlsZF08SU5GTz5pemx1ZGVfYiw1MSwxNzIsMCwwMDAsMDwvSU5GTz48L05BVkk+LgpJIHdpbGwgbWFyayB0aGUgbG9jYXRpb24Kb24geW91ciBtaW5pbWFwLgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdCkFzIHBlc3NvYXMgcG9kZW0gc2UgdG9ybmFyIGVzcGFkYWNoaW5zIG5hIDxOQVZJPltHdWlsZGEgZG9zIEVzcGFkYWNoaW5zXTxJTkZPPml6bHVkZV9iLDUxLDE3MiwwLDAwMCwwPC9JTkZPPjwvTkFWST4uCk1hcmNhcmVpIG8gbG9jYWwKZW0gc2V1IG1pbmltYXBhLgpQcmVjaXNhIGRlIG1haXMgYWxndW1hIGNvaXNhPw==,,W0d1w61hXQpMYXMgcGVyc29uYXMgaW50ZXJlc2FkYXMgcHVlZGVuIGNvbnZlcnRpcnNlIGVuIEVzcGFkYWNoaW5lcyBlbiBlbCA8TkFWST5bZ3JlbWlvIGRlIEVzcGFkYWNoaW5lc108SU5GTz5pemx1ZGVfYiA1MSwgMTcyLCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPi4KVGUgbWFyY2Fyw6kgbGEgdWJpY2FjacOzbgplbiBlbCBtaW5pbWFwYS4Kwr9OZWNlc2l0YXMgYWxnbyBtw6FzPw==
W1jfBg,,W0d1aWRlXQpJIHdpbGwgbWFyayB0aGUgbG9jYXRpb24gb2YgdGhlIDxOQVZJPltGb3JnZV08SU5GTz5pemx1ZGVfYiwxNTMsMTI2LDAsMDAwLDA8L0lORk8+PC9OQVZJPgpvbiB5b3VyIG1pbmltYXAuCkRvIHlvdSBuZWVkIGFueXRoaW5nIGVsc2U/,,,,,W0d1aWFdCk1hcmNhcmVpIGEgbG9jYWxpemHDp8OjbyBkYSA8TkFWST5bUmVmaW5hcmlhXTxJTkZPPml6bHVkZV9iLDE1MywxMjYsMCwwMDAsMDwvSU5GTz48L05BVkk+CmVtIHNldSBtaW5pbWFwYS4KVm9jw6ogcHJlY2lzYSBkZSBtYWlzIGFsZ3VtYSBjb2lzYT8=,,W0d1w61hXQpUZSBtYXJjYXLDqSBsYSB1YmljYWNpw7NuIGRlIGxhIDxOQVZJPltmb3JqYV08SU5GTz5pemx1ZGVfYiAxNTMsIDEyNiwgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4KZW4gZWwgbWluaW1hcGEuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
XFjfBg,,W0d1aWRlXQo8TkFWST5bRWRlbiBUZWxlcG9ydCBPZmZpY2VyXTxJTkZPPml6bHVkZV9iLDEzMSwxNDgsMCwwMDAsMDwvSU5GTz48L05BVkk+PwpJIHdpbGwgbWFyayB0aGUgbG9jYXRpb24Kb24geW91ciBtaW5pbWFwLgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdCjxOQVZJPltPZmljaWFsIGRvIMOJZGVuXTxJTkZPPml6bHVkZV9iLDEzMSwxNDgsMCwwMDAsMDwvSU5GTz48L05BVkk+PwpNYXJjYXJlaSBvIGxvY2FsCmVtIHNldSBtaW5pbWFwYS4KUHJlY2lzYSBkZSBtYWlzIGFsZ3VtYSBjb2lzYT8=,,W0d1w61hXQrCv0VsIDxOQVZJPltPZmljaWFsIGRlIFRlbGV0cmFuc3BvcnRlIGRlbCBFZMOpbl08SU5GTz5pemx1ZGVfYiAxMzEsIDE0OCwgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4/ClRlIG1hcmNhcsOpIGxhIHViaWNhY2nDs24KZW4gZWwgbWluaW1hcGEuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
XVjfBg,,W0d1aWRlXQo8TkFWST5bS2FmcmEgRW1wbG95ZWVdPElORk8+aXpsdWRlX2IsMTI4LDE0OCwwLDAwMCwwPC9JTkZPPjwvTkFWST4/Ckkgd2lsbCBtYXJrIHRoZSBsb2NhdGlvbgpvbiB5b3VyIG1pbmltYXAuCkRvIHlvdSBuZWVkIGFueXRoaW5nIGVsc2U/,,,,,W0d1aWFdCjxOQVZJPltGdW5jaW9uw6FyaWEgS2FmcmFdPElORk8+aXpsdWRlX2IsMTI4LDE0OCwwLDAwMCwwPC9JTkZPPjwvTkFWST4/ClZvdSBtYXJjYXIgbyBsb2NhbAplbSBzZXUgbWluaW1hcGEuClByZWNpc2EgZGUgbWFpcyBhbGd1bWEgY29pc2E/,,W0d1w61hXQrCv0xhIDxOQVZJPltQZXJzb25hbCBkZSBLYWZyYV08SU5GTz5pemx1ZGVfYiAxMjgsIDE0OCwgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4/ClRlIG1hcmNhcsOpIGxhIHViaWNhY2nDs24KZW4gZWwgbWluaW1hcGEuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
XljfBg,,W0d1aWRlXQo8TkFWST5bSHlwbm90aXN0XTxJTkZPPml6bHVkZV9iLDEyNywxNzUsMCwwMDAsMDwvSU5GTz48L05BVkk+PwpJIHdpbGwgbWFyayB0aGUgbG9jYXRpb24Kb24geW91ciBtaW5pbWFwLgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdCjxOQVZJPltIaXBub3RpemFkb3JhXTxJTkZPPml6bHVkZV9iLDEyNywxNzUsMCwwMDAsMDwvSU5GTz48L05BVkk+PwpNYXJjYXJlaSBvIGxvY2FsCmVtIHNldSBtaW5pbWFwYS4KUHJlY2lzYSBkZSBtYWlzIGFsZ3VtYSBjb2lzYT8=,,W0d1w61hXQrCv0xhIDxOQVZJPltoaXBub3RpemFkb3JhXTxJTkZPPml6bHVkZV9iIDEyNywgMTc1LCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPj8KVGUgbWFyY2Fyw6kgbGEgdWJpY2FjacOzbgplbiBlbCBtaW5pbWFwYS4Kwr9OZWNlc2l0YXMgYWxnbyBtw6FzPw==
X1jfBg,,W0d1aWRlXQpQbGVhc2UgdGFsayB0byB0aGUKPE5BVkk+W05ld2x5d2VkIEd1aWRlXTxJTkZPPml6bHVkZV9iLDE4MCwyMjQsMCwwMDAsMDwvSU5GTz48L05BVkk+CmlmIHlvdSB3YW50IHRvCmdvIHRvIF44QjQ1MTNKYXdhaWleMDAwMDAwLgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdClBvciBmYXZvciwgZmFsZSBjb20gbwo8TkFWST5bQWdlbnRlIE1hdHJpbW9uaWFsXTxJTkZPPml6bHVkZV9iLDE4MCwyMjQsMCwwMDAsMDwvSU5GTz48L05BVkk+CnNlIHZvY8OqIHF1aXNlcgppciBwYXJhIF44QjQ1MTNKYXdhaWleMDAwMDAwLgpWb2PDqiBwcmVjaXNhIGRlIG1haXMgYWxndW1hIGNvaXNhPw==,,W0d1w61hXQpIYWJsYSBjb24KbGEgPE5BVkk+W2d1w61hIG1hdHJpbW9uaWFsXTxJTkZPPml6bHVkZV9iIDE4MCwgMjI0LCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPgpzaSBxdWllcmVzCmlyIGEgXjhCNDUxM0phd2FpaV4wMDAwMDAuCsK/TmVjZXNpdGFzIGFsZ28gbcOhcz8=
YFjfBg,,W0d1aWRlXQpHbyB3ZXN0CmlmIHlvdSB3YW50IHRvCmZpbmQgb3V0IGFib3V0IHRoZSA8TkFWST5bU3dvcmQgV2llbGRpbmcgTWVyY2VuYXJ5XTxJTkZPPml6bHVkZV9iLDQ3LDE3MCwwLDAwMCwwPC9JTkZPPjwvTkFWST4KRG8geW91IG5lZWQgYW55dGhpbmcgZWxzZT8=,,,,,W0d1aWFdCklyIHBhcmEgbyBvZXN0ZQpzZSB2b2PDqiBxdWlzZXIKZGVzY29icmlyIHNvYnJlIG8gPE5BVkk+W0d1aWxkYSBkb3MgU29sZGFkb3NdPElORk8+aXpsdWRlX2IsNDcsMTcwLDAsMDAwLDA8L0lORk8+PC9OQVZJPgpQcmVjaXNhIGRlIG1haXMgYWxndW1hIGNvaXNhPw==,,W0d1w61hXQpWZSBhbCBvZXN0ZQpzaSBxdWllcmVzCnBhcmEgY29ub2NlciBhbCA8TkFWST5bbWVyY2VuYXJpbyBjb24gZXNwYWRhXTxJTkZPPml6bHVkZV9iIDQ3LCAxNzAsIDAsIDAwMCwgMDwvSU5GTz48L05BVkk+LgrCv05lY2VzaXRhcyBhbGdvIG3DoXM/
YVjfBg,,W0d1aWRlXQo8TkFWST5bVGFtaW5nIE1lcmNoYW50XTxJTkZPPml6bHVkZV9iX2luLDcyLDk4LDAsMDAwLDA8L0lORk8+PC9OQVZJPj8KSSB3aWxsIG1hcmsgdGhlIGxvY2F0aW9uCm9uIHlvdXIgbWluaW1hcC4KRG8geW91IG5lZWQgYW55dGhpbmcgZWxzZT8=,,,,,W0d1aWFdCjxOQVZJPltBZGVzdHJhZG9yXTxJTkZPPml6bHVkZV9iX2luLDcyLDk4LDAsMDAwLDA8L0lORk8+PC9OQVZJPj8KTWFyY2FyZWkgbyBsb2NhbAplbSBzZXUgbWluaW1hcGEuClByZWNpc2EgZGUgbWFpcyBhbGd1bWEgY29pc2E/,,W0d1w61hXQrCv0VsIDxOQVZJPltjb21lcmMuIGRlIGRvbWVzdC5dPElORk8+aXpsdWRlX2JfaW4gNzIsIDk4LCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPj8KVGUgbWFyY2Fyw6kgbGEgdWJpY2FjacOzbgplbiBlbCBtaW5pbWFwYS4Kwr9OZWNlc2l0YXMgYWxnbyBtw6FzPw==
YljfBg,,W01heXNoZWxsXQo8TkFWST5bQmF0dGxlIEluc3RydWN0b3IgU3Bpbm9dPElORk8+aXpfYWMwMV9iLDU5LDgzLDAsMDAwLDA8L0lORk8+PC9OQVZJPiB3aWxsIGdpdmUgeW91IHZhcmlvdXMgYmF0dGxlIG1pc3Npb25zLg==,,,,,W01heXNoZWxsXQo8TkFWST5bU3Bpbm9dPElORk8+aXpfYWMwMV9iLDU5LDgzLDAsMDAwLDA8L0lORk8+PC9OQVZJPiBsaGUgZGFyw6EgdsOhcmlhcyBtaXNzw7VlcyBkZSBiYXRhbGhhLg==,,W01heXNoZWxsXQpFbCA8TkFWST5baW5zdHJ1Y3RvciBTdWJpbm9dPElORk8+aXpfYWMwMV9iIDU5LCA4MywgMCwgMDAwLCAwPC9JTkZPPjwvTkFWST4gdGUgZGFyw6EgdmFyaWFzIG1pc2lvbmVzIGRlIGNvbWJhdGUu
Y1jfBg,,W01heXNoZWxsXQpXaGF0IGRvIHlvdSB3YW50IHRvIGtub3c/CkdvIHNlZSA8TkFWST5bQmF0dGxlIEluc3RydWN0b3IgU3Bpbm9dPElORk8+aXpfYWMwMV9iLDU5LDgzLDAsMDAwLDA8L0lORk8+PC9OQVZJPiwKaWYgeW91IHdhbnQgdG8ga25vdyBtb3JlIGFib3V0IGNvbWJhdC4=,,,,,W01heXNoZWxsXQpPIHF1ZSB2b2PDqiBxdWVyIHNhYmVyPwpWw6EgdmVyIDxOQVZJPltTcGlub108SU5GTz5pel9hYzAxX2IsNTksODMsMCwwMDAsMDwvSU5GTz48L05BVkk+LApzZSBxdWlzZXIgc2FiZXIgbWFpcyBzb2JyZSBjb21iYXRlLg==,,W01heXNoZWxsXQrCv1F1w6kgcXVpZXJlcyBzYWJlcj8KVmUgYSB2ZXIgYWwgPE5BVkk+W2luc3RydWN0b3IgU3ViaW5vXTxJTkZPPml6X2FjMDFfYiA1OSwgODMsIDAsIDAwMCwgMDwvSU5GTz48L05BVkk+CnNpIHF1aWVyZXMgYXByZW5kZXIgbcOhcyBzb2JyZSBjb21iYXRlLg==
ZFjfBg,,W0d1aWRlXQpZb3Ugd2lsbCBiZSBhYmxlIHRvIGNvbGxlY3QgbG90cyBvZiBpbmZvcm1hdGlvbiBmcm9tIDxOQVZJPltDcmlhdHVyYSBBY2FkZW15XTxJTkZPPml6X2FjMDFfYywxMDAsMzksMCwwMDAsMDwvSU5GTz48L05BVkk+IGlmIHlvdSBhcmUgYSBub3ZpY2UgYWR2ZW50dXJlci4KRG8geW91IG5lZWQgYW55dGhpbmcgZWxzZT8=,,,,,W0d1aWFdClZvY8OqIHBvZGVyw6EgY29sZXRhciBtdWl0YXMgaW5mb3JtYcOnw7VlcyBkYSA8TkFWST5bQWNhZGVtaWEgQ3JpYXR1cmFdPElORk8+aXpfYWMwMV9jLDEwMCwzOSwwLDAwMCwwPC9JTkZPPjwvTkFWST4gc2UgZm9yIHVtIGF2ZW50dXJlaXJvIEFwcmVuZGl6LgpWb2PDqiBwcmVjaXNhIGRlIG1haXMgYWxndW1hIGNvaXNhPw==,,W0d1w61hXQpDb21vIHRyb3RhbXVuZG9zIFByaW5jaXBpYW50ZSwgcG9kcsOhcyByZWNvbGVjdGFyIG11Y2hhIGluZm9ybWFjacOzbiBlbiBsYSA8TkFWST5bQWNhZGVtaWEgZGUgY3JpYXR1cmFzXTxJTkZPPml6X2FjMDFfYyAxMDAsIDM5LCAwLCAwMDAsIDA8L0lORk8+PC9OQVZJPi4Kwr9OZWNlc2l0YXMgYWxnbyBtw6FzPw==
ZVjfBg,,W0d1aWRlXQpZb3UgY2FuIGdldCB0byBeOEI0NTEzSnVub14wMDAwMDAsCnRoZSBjYXBpdGFsIG9mIHRoZSBTY2h3YXJ0endhbGQgUmVwdWJsaWMsIGFuZApeOEI0NTEzUmFjaGVsXjAwMDAwMCwgdGhlIGNhcGl0YWwgb2YgQXJ1bmFmZWx0eiB2aWEgdGhlIDxOQVZJPltJbnRlcm5hdGlvbmFsIEFpcnNoaXBdPElORk8+aXpsdWRlX2MsMjA2LDc1LDAsMDAwLDA8L0lORk8+PC9OQVZJPiB0byB0aGUgc291dGhlYXN0LgpEbyB5b3UgbmVlZCBhbnl0aGluZyBlbHNlPw==,,,,,W0d1aWFdClZvY8OqIHBvZGUgY2hlZ2FyIGEgXjhCNDUxM0p1bm9eMDAwMDAwLAphIGNhcGl0YWwgZGEgUmVww7pibGljYSBkZSBTY2h3YXJ0endhbGQsIGUKXjhCNDUxM1JhY2hlbF4wMDAwMDAsIGEgY2FwaXRhbCBkZSBBcnVuYWZlbHR6LCBwZWxvIDxOQVZJPltBZXJvcGxhbm8gSW50ZXJuYWNpb25hbF08SU5GTz5pemx1ZGVfYywyMDYsNzUsMCwwMDAsMDwvSU5GTz48L05BVkk+IGEgc3VkZXN0ZS4KVm9jw6ogcHJlY2lzYSBkZSBtYWlzIGFsZ3VtYSBjb2lzYT8=,,W0d1w61hXQpQdWVkZXMgbGxlZ2FyIGhhc3RhIF44QjQ1MTNKdW5vXjAwMDAwMCwKcXVlIGVzIGxhIGNhcGl0YWwgZGUgbGEgUmVww7pibGljYSBkZSBTY2h3YXJ6d2FsZCwgeSBoYXN0YQpeOEI0NTEzUmFjaGVsXjAwMDAwMCwgcXVlIGVzIGxhIGNhcGl0YWwgZGUgQXJ1bmFmZWx0eiwgdXNhbmRvIGxhIDxOQVZJPlthZXJvbmF2ZSBpbnRlcm5hY2lvbmFsXTxJTkZPPml6bHVkZV9jIDIwNiwgNzUsIDAsIDAwMCwgMDwvSU5GTz48L05BVkk+IHF1ZSBlc3TDoSBhbCBzdXJlc3RlLgrCv05lY2VzaXRhcyBhbGdvIG3DoXM/
