IMX7,,U3dpdGNo,,,,,SW50ZXJydXB0b3I=,,SW50ZXJydXB0b3I=
Esb7,,XjhCNjkxNC4uLgpJIGNhbid0IGZvcmdldCB5b3VyIHNtaWxlLgpObyBtYXR0ZXIgd2hhdCwgZXZlbiBpZiB5b3UKaGF0ZSBtZSwgSSdsbCBhbHdheXMgaGF2ZSB0aGVzZQpmZWVsaW5ncyBqdXN0IGZvciB5b3UuIFlvdSBhcmUKdGhlIG9uZSB3aG8gaXMgbW9zdCBzcGVjaWFsLAp3aG8gbWVhbnMgdGhlIG1vc3QgdG8gbXkgaGVhcnQuXjAwMDAwMA==,,,,,XjhCNjkxNC4uLgpOw6NvIGNvbnNpZ28gZXNxdWVjZXIgZG8gc2V1IHNvcnJpc28uCk7Do28gaW1wb3J0YSBvIHF1ZSBhY29udGXDp2EsCm1lc21vIHF1ZSB2b2PDqiBtZSBvZGVpZSwgc2VtcHJlIHRlcmVpCmVzc2Ugc2VudGltZW50bywgc8OzIGNvbSB2b2PDqi4gVm9jw6ogw6kgCmEgcGVzc29hIG1haXMgZXNwZWNpYWwsCmEgcXVlIGltcG9ydGEgbWFpcyBhbyBtZXUgY29yYcOnw6NvLl4wMDAwMDA=,,XjhCNjkxNC4uLgpObyBwdWVkbyBvbHZpZGFyIHR1IHNvbnJpc2EuCsKhTm8gaW1wb3J0YSBsbyBxdWUgcGFzZSEgQXVucXVlCm1lIG9kaWVzLCBzaWVtcHJlIHRlbmRyw6kgZXN0b3MKc2VudGltaWVudG9zIHNvbG8gaGFjaWEgdGkuIFTDuiBlcmVzCmVsIG3DoXMgZXNwZWNpYWwsCmVsIHF1ZSBndWFyZG8gZW4gbWkgY29yYXrDs24uXjAwMDAwMA==
E8b7,,XjhCNjkxNEkga25vdyB3ZSd2ZSBoYWQgb3VyCmRpZmZlcmVuY2VzLCBidXQgcGxlYXNlCmRvbid0IHJlZnVzZSBteSBsb3ZlLiBCeQp5b3VyIGhhbmRzLCBJIGhvcGUgdGhhdAp5b3UgY2FuIGZvcmdpdmUgbWUgZm9yIHVzLgotIExvdmUsIEZheXJ1el4wMDAwMDA=,,,,,XjhCNjkxNFNlaSBxdWUgdGl2ZW1vcyBub3NzYXMKZGlmZXJlbsOnYXMsIG1hcyBldSBpbXBsb3JvLApuw6NvIHJlY3VzZSBtZXUgYW1vci4gUXVlIGlzdG8KY2hlZ3VlIMOgcyBzdWFzIG3Do29zLCBlIGVzcGVybyBxdWUKdm9jw6ogcG9zc2EgbWUgcGVyZG9hci4KLSBDb20gYW1vciwgRmF5cnV6XjAwMDAwMA==,,XjhCNjkxNFPDqSBxdWUgdHV2aW1vcyBudWVzdHJhcwpkaWZlcmVuY2lhcywgcGVybyBwb3IgZmF2b3IKbm8gcmVjaGFjZXMgbWkgYW1vci4KRXNwZXJvIHF1ZSBwdWVkYXMKcGVyZG9uYXJtZSBwb3Igbm9zb3Ryb3MuCi0gQ29uIGFtb3IsIEZheXJ1el4wMDAwMDA=
FMb7,,W3swfV0KQWhoaGhoaH4KTG92ZSBzdXJlIGlzIG5pY2Uh,,,,,W3swfV0KQWhoaGhoaH4KTyBhbW9yIMOpIG11aXRvIGJvbSE=,,W3swfV0KQWhoaGguCsKhRWwgYW1vciBzw60gcXVlIGVzIGJvbml0byE=
Fcb7,,W3swfV0KV2hhdCB0aC0tPyEKQm9vb29vb29vbyEKTG92ZSBzdGlua3Mh,,,,,W3swfV0KTWFzIG8gcXVlLi4uPyEKQmFhYWFhYWFoIQpRdWUgY29pc2EgbWFpcyBtZWxvc2Eh,,W3swfV0Kwr9RdcOpIHJhLi4uPwrCoUJ1dXUhCsKhRWwgYW1vciBhcGVzdGEh
Fsb7,,W3swfV0KSSBndWVzcyBJIGJldHRlcgpub3QgbG9vayBhdCB0aGlzLgpJIG1lYW4sIEkgbWlnaHQKcmVncmV0IHJlYWRpbmcgaXQu,,,,,W3swfV0Kw4kgbWVsaG9yIGV1Cm5lbSB2ZXIgaXN0by4KUG9zc28gYWNhYmFyIG1lCmFycmVwZW5kZW5kby4=,,W3swfV0KU2Vyw6EgbWVqb3IgcXVlCm5vIHZlYSBlc3RvLgpRdWllcm8gZGVjaXIsIHBvZHLDrWEKYXJyZXBlbnRpcm1lIGRlIGhhYmVybG8gbGXDrWRvLg==
F8b7,,Qm9vaw==,,,,,TGl2cm8=,,TGlicm8=
GMb7,,XjhCNjkxNCpTZWxmLUhvbmVzdHkqCionQmVuZWZpdHMgRm8nIExpZmUhJyoKQnkgU3RlcGhlbiBPeW91bmc=,,,,,XjhCNjkxNCpTZW5kbyBIb25lc3RvIENvbnNpZ28gTWVzbW8qCionQmVuZWbDrWNpb3MgUHJhIFZpZGEgVG9kYSEnKgpkZSBFc3RldsOjbyBNYXhwcmFsbGE=,,XjhCNjkxNCpIb25lc3RpZGFkIGNvbiB1bm8gbWlzbW8qCipCZW5lZmljaW9zIGRlIHBvciB2aWRhKgpEZSBTdGVwaGVuIE95b3VuZw==
Gcb7,,UHVibGlzaGVyOgpXdXNodSBQdWJsaXNoaW5nLCBDby5eMDAwMDAw,,,,,RWRpdG9yYToKUHVibGljYcOnw7VlcyBXdXNodSwgTHRkYS5eMDAwMDAw,,RWRpdG9yaWFsOgpQdWJsaWNhY2lvbmVzIFd1c2h1LCBDby5eMDAwMDAw
Gsb7,,W3swfV0KVy13aG9hIQpUaGlzIGJvb2sgd2Fzbid0CmhlcmUgYmVmb3JlISBJdCBsb29rcwpwcmV0dHkgaW50ZXJlc3RpbmcuLi4=,,,,,W3swfV0KVS11b3UhCkVzdGUgbGl2cm8gbsOjbyBlc3RhdmEKYXF1aSBhbnRlcyEgUGFyZWNlCmJlbSBpbnRlcmVzc2FudGUuLi4=,,W3swfV0KwqFVLXV5Li4uIQpFc3RlIGxpYnJvIG5vIGVzdGFiYQphcXXDrSBhbnRlcy4gUGFyZWNlIHNlcgpiYXN0YW50ZSBpbnRlcmVzYW50ZS4uLg==
G8b7,,W3swfV0KWW91IGtub3cgd2hhdD8KSSB0aGluayBJJ2xsIGp1c3QgZmxpcAp0aHJvdWdoIHNvbWUgcGFnZXMKZnJvbSBhIHJhbmRvbSBib29rLgpIbW1tLCBsZXQncyBzZWUuLi4=,,,,,W3swfV0KUXVlciBzYWJlcj8KRXUgYWNobyBxdWUgc8OzIHZvdQpmb2xoZWFyIHVtYXMgcMOhZ2luYXMKZGUgdW0gbGl2cm8gcXVhbHF1ZXIuCkhtbW0sIHZhbW9zIHZlci4uLg==,,W3swfV0Kwr9TYWJlcyBxdcOpPwpDcmVvIHF1ZSB2b3kgYSBob2plYXIKYWxndW5hcyBww6FnaW5hcwpkZSB1biBsaWJybyBjdWFscXVpZXJhLgpNbW0sIHZlYW1vcy4uLg==
HMb7,,XjhCNjkxNCcnQWRtaXJhbCwgdGhlIEt5bG9yaWFucyBhcmUKc3RpbGwgYWR2YW5jaW5nIScnIENvbW1hbmRlcgpNY0tlbnJpY2sgYW5ub3VuY2VkIHdpdGhvdXQKaGlzIHVzdWFsIHN3YWdnZXIuICcnVGhleSdyZS4uLgpUaGV5J3JlIG5vdCBzdG9wcGluZyEnJyBCdXQKQWRtaXJhbCBMZWgncyBleWVzIHdlcmUgYSBjb2xkLAp1bmZlZWxpbmcgc2hhZGUgb2Ygc3Rlcm5uZXNzLl4wMDAwMDA=,,,,,XjhCNjkxNCcnQWxtaXJhbnRlcywgb3MgS2lsb3JpYW5vcyBhaW5kYQplc3TDo28gYXZhbsOnYW5kbyEnJyBPIENvbWFuZGFudGUKRW5yaWNvIGFudW5jaW91LCBzZW0gYQphcnJvZ8OibmNpYSBkZSBjb3N0dW1lLiAnJ0VsZXMuLi4KRWxlcyBuw6NvIHbDo28gcGFyYXIhJycgTWFzCm9zIG9saG9zIGRvIEFsbWlyYW50ZSB0aW5oYW0gdW0gYnJpbGhvCmZyaW8gZSBpbnNlbnPDrXZlbCBkZSBkdXJlemEuXjAwMDAwMA==,,XjhCNjkxNMKhQWxtaXJhbnRlLCBsb3Mga3lsb3JpYW5vcyBzaWd1ZW4KYXZhbnphbmRvISwgYW51bmNpw7MgZWwgQ29tYW5kYW50ZQpNY0tlbnJpY2ssIHNpbgpzdSBmYW5mYXJyb25lcsOtYSBoYWJpdHVhbC4gTm8uLi4KTm8gc2UgZGV0aWVuZW4uIFBlcm8KbG9zIG9qb3MgZGVsIGFsbWlyYW50ZSBMZWggdGVuw61hbgp1biB0b25vIGluc2Vuc2libGUgZGUgc2V2ZXJpZGFkLl4wMDAwMDA=
Hcb7,,XjhCNjkxNCcnTGV0IHRoZSBnb2RkYW1uZWQgc3BhY2UKYWxpZW5zIGNvbWUsJycgaGlzc2VkIExlaC4KJydXZSBkb24ndCBzdGFuZCBhIGNoYW5jZQp3aXRob3V0IHRoZSBaZW5vaSBTd29yZAp0byBzdW1tb24gdGhlIHBvd2VyIG9mCkdPRC1QT0lORy4gSXQncy4uLiBJdCdzCmFsbCBvdmVyLiBEYW1uIGl0IGFsbC4uLicnXjAwMDAwMA==,,,,,XjhCNjkxNCcnRGVpeGUgdmlyIGVzc2VzIG1hbGRpdG9zCmFsaWVuw61nZW5hcywnJyBzdXNzdXJyb3UgTGVoLgonJ07Do28gdGVtb3MgbmVuaHVtYSBjaGFuY2UKc2VtIGEgRXNwYWRhIFplbm9pCnBhcmEgaW52b2NhciBvIHBvZGVyIGRvCkRFVVMtUE9JTkcuIEVzdMOhLi4uIEVzdMOhIAp0dWRvIGFjYWJhZG8uIE1hbGRpw6fDo28uLi4nJ14wMDAwMDA=,,XjhCNjkxNERlamEgcXVlIHZlbmdhbiBsb3MgbWFsZGl0b3MKZXh0cmF0ZXJyZXN0cmVzLCBzaXNlw7MgTGVoLgpTaW4gbGEgRXNwYWRhIFplbm9pLApubyB0ZW5lbW9zIG5pbmd1bmEgcG9zaWJpbGlkYWQKZGUgaW52b2NhciBlbCBwb2RlciBkZWwKRElPUy1QT0lORy4gRXN0w6EuLi4gRXN0w6EKcG9yIHRvZGFzIHBhcnRlcy4gwqFNYWxkaXRhIHNlYSFeMDAwMDAw
Hsb7,,XjhCNjkxNFRoZSBkb29ycyBidXJzdCBvcGVuIGFzCkJ1Y2t5IGZsZXcgaW50byB0aGUgcm9vbS4KJydUaGUgWmVub2kgU3dvcmQhIFRoZQpaZW5vaSBTd29yZCEgU29tZW9uZSdzCmZvdW5kIGl0IScnIHRoZSBib3kgeWVsbGVkLgonJ1JlYWxseT8hIFdlIGJldHRlciBodXJyeToKRWFydGggZG9lc24ndCBoYXZlIG11Y2ggdGltZSEnJ14wMDAwMDA=,,,,,XjhCNjkxNEFzIHBvcnRhcyBzw6NvIGFiZXJ0YXMgw6AgZm9yw6dhCnF1YW5kbyBaZXppbmhvIGVudHJhIG5hIHNhbGEuCicnQSBFc3BhZGEgWmVub2khIEEKRXNwYWRhIFplbm9pISBBbGd1w6ltCmEgZW5jb250cm91IScnIG8gZ2Fyb3RvIGdyaXRvdS4KJydWZXJkYWRlPyEgw4kgbWVsaG9yIGNvcnJlcm1vczoKYSBUZXJyYSBuw6NvIHRlbSBtdWl0byB0ZW1wbyEnJ14wMDAwMDA=,,XjhCNjkxNExhcyBwdWVydGFzIHNlIGFicmllcm9uIGRlIGdvbHBlCnkgQnVja3kgZW50csOzIHZvbGFuZG8gZW4gbGEgaGFiaXRhY2nDs24uCsKhTGEgRXNwYWRhIFplbm9pISDCoUxhCmVzcGFkYSBaZW5vaSEgwqFBbGd1aWVuCmxhIGVuY29udHLDsyEnLCBncml0w7MgZWwgY2hpY28uCsK/RGUgdmVyZGFkPyBTZXLDoSBtZWpvciBxdWUgbm9zIGRlbW9zIHByaXNhLArCoWEgbGEgVGllcnJhIG5vIGxlIHF1ZWRhIG11Y2hvIS5eMDAwMDAw
H8b7,,W3swfV0KLi4uCi4uLi4uLgpXaG9hLiBJIHJlYWxseQpzaG91bGQgaGF2ZSByZWFkCnRoaXMgbWFzdGVycGllY2UKZnJvbSB0aGUgYmVnaW5uaW5nLi4u,,,,,W3swfV0KLi4uCi4uLi4uLgpVYXUuIEV1IHJlYWxtZW50ZQpkZXZlcmlhIHRlciBsaWRvCmVzdGEgb2JyYS1wcmltYQpkZXNkZSBvIGluw61jaW8uLi4=,,W3swfV0KLi4uCi4uLi4uLgpHdWF1LiBSZWFsbWVudGUsCmRlYmVyw61hIGhhYmVyIGxlw61kbwplc3RhIG9icmEgbWFlc3RyYQpkZXNkZSBlbCBwcmluY2lwaW8uLi4=
IMb7,,XjMzNTVGRllvdSBmaW5kIGEgYm9vawp3aXRob3V0IGEgdGl0bGUKb24gaXRzIGNvdmVyLl4wMDAwMDA=,,,,,XjMzNTVGRlZvY8OqIGVuY29udHJhIHVtIGxpdnJvCnNlbSBuZW5odW0gdMOtdHVsbwpuYSBjYXBhLl4wMDAwMDA=,,XjMzNTVGRkVuY3VlbnRyYXMgdW4gbGlicm8Kc2luIHTDrXR1bG8KZW4gc3UgcG9ydGFkYS5eMDAwMDAw
Icb7,,Q2xvc2UgdGhlIEJvb2su,,,,,RmVjaGFyIG8gbGl2cm8u,,Q2VycmFyIGVsIGxpYnJvLg==
Isb7,,XjhCNjkxNENoLjE6IFRoZSBLaW5nIG9mIFByb2ZpdApDaC4yOiBNeXN0ZXJ5IG9mIHRoZSBXZWFsdGh5IFdvbWFuIENoLjM6IFN0cmFuZ2UgUmVhbCBFc3RhdGUgQWR2ZW50dXJlCkNoLjQ6IEludmVzdG1lbnQgQXBvY2FseXBzZQpDaC41OiBGaW5hbCBBdHRhY2shIE1vbmV5IENsaXBzXjAwMDAwMA==,,,,,XjhCNjkxNENhcC4xOiBPIFJlaSBkbyBMdWNybwpDYXAuMjogTyBNaXN0w6lyaW8gZGFzIE11bGhlcmVzIFJpY2FzIENhcC4zOiBFc3RyYW5oYSBBdmVudHVyYSBJbW9iaWxpw6FyaWEKQ2FwLjQ6IEFwb2NhbGlwc2UgZG9zIEludmVzdGltZW50b3MKQ2FwLjU6IE8gQXRhcXVlIE1vbmV0w6FyaW8gRmluYWxeMDAwMDAw,,XjhCNjkxNENhcMOtdHVsbyAxOiBFbCByZXkgZGUgbGFzIGdhbmFuY2lhcwpDYXDDrXR1bG8gMjogRWwgbWlzdGVyaW8gZGUgbGEgbXVqZXIgcmljYQpDYXDDrXR1bG8gMzogRXh0cmHDsWEgYXZlbnR1cmEgaW5tb2JpbGlhcmlhCkNhcMOtdHVsbyA0OiBBcG9jYWxpcHNpcyBkZSBsYSBpbnZlcnNpw7NuCkNhcMOtdHVsbyA1OiDCoUF0YXF1ZSBmaW5hbCEgQ2xpcHMgcGFyYSBiaWxsZXRlc14wMDAwMDA=
I8b7,,W3swfV0KV2hhdCdzIHRoaXMKc3VwcG9zZWQgdG8gYmU/ClNvbWUga2luZCBvZiBlY29ub21pYwphY3Rpb24gdGhyaWxsZXIgcm9tYW5jZT8=,,,,,W3swfV0KTWFzIG8gcXVlIMOpIAppc3NvLCBhZmluYWw/CkFsZ3VtIHRpcG8gZGUgcm9tYW5jZQpkZSBzdXNwZW5zZSBlY29uw7RtaWNvPw==,,W3swfV0Kwr9RdcOpIHNlIHN1cG9uZQpxdWUgZXMgZXN0bz8Kwr9BbGdvIGFzw60gY29tbyB1bmEgbm92ZWxhIHJvbcOhbnRpY2EKZGUgYWNjacOzbiB5IHN1c3BlbnNvIHNvYnJlIGVjb25vbcOtYT8=
JMb7,,W3swfV0KTWF5YmUgSSBzaG91bGQKanVzdCBwdXQgdGhpcyBib29rCmJhY2sgd2hlcmUgSSBmb3VuZCBpdC4uLg==,,,,,W3swfV0KVGFsdmV6IGV1IGRldmEKY29sb2NhciBlc3RlIGxpdnJvCmRlIHZvbHRhIG9uZGUgcGVndWVpLi4u,,W3swfV0KVGFsIHZleiBkZWJlcsOtYQpkZWphciBlc3RlIGxpYnJvCmRvbmRlIGxvIGVuY29udHLDqS4uLg==
Jcb7,,XjMzNTVGRllvdSBmaW5kIGEgYm9vayBhbmQKZmluZCB0aGF0IHRoZSBhbGwgb2YgdGhlCnBhZ2VzIGFyZSBzbXVkZ2VkCndpdGggaW5rIG9uY2UgeW91IG9wZW4gaXQuXjAwMDAwMA==,,,,,XjMzNTVGRlZvY8OqIGVuY29udHJhIHVtIGxpdnJvIGUKZGVzY29icmUgcXVlIHRvZGFzIGFzCnDDoWdpbmFzIGVzdMOjbyBtYW5jaGFkYXMKY29tIHRpbnRhLl4wMDAwMDA=,,XjMzNTVGRkVuY3VlbnRyYXMgdW4gbGlicm8geQpub3RhcyBxdWUgdG9kYXMKbGFzIHDDoWdpbmFzIGVzdMOhbiBtYW5jaGFkYXMKY29uIHRpbnRhIGN1YW5kbyBsbyBhYnJlcy5eMDAwMDAw
Jsb7,,VHVybiB0aGUgcGFnZS4=,,,,,VmlyYXIgYSBww6FnaW5hLg==,,UGFzYXIgbGEgcMOhZ2luYS4=
J8b7,,UHV0IHRoZSBib29rIGF3YXku,,,,,R3VhcmRhciBvIGxpdnJvLg==,,R3VhcmRhciBlbCBsaWJyby4=
KMb7,,XjMzNTVGRlRoZSBwYWdlcyBhcmUgc3R1Y2sKdG9nZXRoZXIsIHByb2JhYmx5IGJlY2F1c2UKb2YgdGhlIGluayB0aGF0IHdhcyBzcGlsbGVkCmFuZCB0aGVuIGRyaWVkIG9uIHRoZW0uClVwb24gY2xvc2VyIGV4YW1pbmF0aW9uLAp0aGUgaW5rIHNlZW1zIHRvIGhhdmUgYQpzdXNwaWNpb3VzbHkgZGFyayByZWQgY29sb3IuLi5eMDAwMDAw,,,,,XjMzNTVGRiBBcyBww6FnaW5hcyBlc3TDo28KY29sYWRhcywgdGFsdmV6IHBvciBjYXVzYQpkYSB0aW50YSBxdWUgZm9pIGRlcnJhbWFkYQpuZWxhcyBlIHNlY291LgpFeGFtaW5hbmRvIG1lbGhvciwKYSB0aW50YSBwYXJlY2UgdGVyCmNvciB2ZXJtZWxoby1lc2N1cmEsIHN1c3BlaXRhLi4uXjAwMDAwMA==,,XjMzNTVGRkxhcyBww6FnaW5hcyBlc3TDoW4gcGVnYWRhcywKcXVpesOhcyBsYSB0aW50YQpzZSBkZXJyYW3Dswp5IGx1ZWdvIHNlIHNlY8OzIHNvYnJlIGVsbGFzLgpUcmFzIHVuIGV4YW1lbiBtw6FzIGRldGFsbGFkbywKbGEgdGludGEgcGFyZWNlIHRlbmVyIHVuCmNvbG9yIHJvam8gc29zcGVjaG9zYW1lbnRlIG9zY3Vyby4uLl4wMDAwMDA=
Kcb7,,W3swfV0KSHVoLi4uPwpOLW5vIHdheSEKVGhpcyBpcyBqdXN0Li4uIQ==,,,,,W3swfV0KSMOjLi4uPwpTLXNlbSBlc3NhIQpJc3NvIMOpLi4uIQ==,,W3swfV0Kwr9FaC4uLj8KwqFOLW5vIHB1ZWRlIHNlciEKQWNhc28gZXMuLi4=
Ksb7,,W3swfV0KSSBzaG91bGRuJ3QgZXZlbgpib3RoZXIgdHJ5aW5nIHRvIHJlYWQKdGhpcy4gV2h5IHdvdWxkIHRoZSBsaWJyYXJ5CmtlZXAgc3VjaCBhIGRhbWFnZWQgYm9vaz8=,,,,,W3swfV0KRXUgbmVtIGRldmVyaWEKdGVudGFyIGxlcgppc3RvLiBQb3IgcXVlIGEgYmlibGlvdGVjYQpndWFyZGFyaWEgdW0gbGl2cm8gZXN0cmFnYWRvIGFzc2ltPw==,,W3swfV0KTmkgc2lxdWllcmEgZGViZXLDrWEKbW9sZXN0YXJtZSBlbiBsZWVyCmVzdG8uIMK/UG9yIHF1w6kgbGEgYmlibGlvdGVjYQpxdWVycsOtYSBjb25zZXJ2YXIgdW4gbGlicm8gdGFuIGRhw7FhZG8/
K8b7,,QnVuZGxlIG9mIEZpbGVz,,,,,TW9udGUgZGUgQXJxdWl2b3M=,,Q29uanVudG8gZGUgYXJjaGl2b3M=
LMb7,,XjhCNjkxNCpUaGVzaXM6IFRoZSBGYWxsIG9mIEp1cGVyb3MqCkJ5IEZheXJ1eiBLaHJoaXloYQpTYWdlIENhc3RsZSBSZXNlYXJjaGVyXjAwMDAwMA==,,,,,XjhCNjkxNCpUZXNlOiBBIFF1ZWRhIGRlIEp1cGVyb3MqCmRlIEZheXJ1eiBLaHJoaXloYQpQZXNxdWlzYWRvcmEgZG8gQ2FzdGVsbyBkb3MgU8OhYmlvc14wMDAwMDA=,,XjhCNjkxNCpUZXNpczogTGEgY2HDrWRhIGRlIEp1cGVyb3MqCkRlIEZheXJ1eiBLaHJoaXloYQpJbnZlc3RpZ2Fkb3JhIGRlbCBDYXN0aWxsbyBkZSBTYWJpb3NeMDAwMDAw
Lcb7,,VGFibGUgb2YgQ29udGVudHMu,,,,,w41uZGljZS4=,,w41uZGljZQ==
Lsb7,,Q2xvc2UgdGhlIGZpbGUu,,,,,RmVjaGFyIGEgdGVzZS4=,,Q2VycmFyIGVsIGFyY2hpdm8u
L8b7,,XjhCNjkxNFNjaG9sYXJzIGFyZSBjZXJ0YWluCnRoYXQgdGhlIEp1cGVyb3MgY2l2aWxpemF0aW9uCnVzZWQgdG8gYmUgbG9jYXRlZCBhYm92ZSB0aGUKZ3JvdW5kLCBidXQgaXQgaXMgbm93IGJ1cmllZApiZW5lYXRoIHRoZSBFbCBNZXMgUGxhdGVhdS4KVGhlIHJlYXNvbnMgZm9yIHRoZSBjaXR5J3MKcnVpbiBhcmUgc3RpbGwgbmVidWxvdXMuLi5eMDAwMDAw,,,,,XjhCNjkxNE9zIGFjYWTDqm1pY29zIGVzdMOjbyBjZXJ0b3MKZGUgcXVlIGEgY2l2aWxpemHDp8OjbyBkZSBKdXBlcm9zCmVyYSBsb2NhbGl6YWRhIGFjaW1hIGRhCnRlcnJhLCBtYXMgcXVlIGFnb3JhIGVzdMOhIGVudGVycmFkYQpzb2IgbyBQbGFuYWx0byBkZSBFbG1lcy4KQXMgcmF6w7VlcyBxdWUgbGV2YXJhbSBhIGNpZGFkZQrDoCBydcOtbmEgYWluZGEgbsOjbyBlc3TDo28gY2xhcmFzLi5eMDAwMDAw,,XjhCNjkxNExvcyBlcnVkaXRvcyBlc3TDoW4gc2VndXJvcwpkZSBxdWUgbGEgY2l2aWxpemFjacOzbiBkZSBKdXBlcm9zCnNvbMOtYSBzaXR1YXJzZSBwb3IgZW5jaW1hIGRlbApzdWVsbywgcGVybyBhaG9yYSBlc3TDoSBlbnRlcnJhZGEKYmFqbyBsYSBtZXNldGEgZGUgRWwgTWVzLgpMYXMgcmF6b25lcyBkZSBsYSBydWluYQpkZSBsYSBjaXVkYWQgc2lndWVuIHNpZW5kbyBjb25mdXNhcy4uLl4wMDAwMDA=
MMb7,,XjhCNjkxNFRoZXJlIGlzIG11Y2ggc3BlY3VsYXRpb24KYWJvdXQgdGhlIHJlYXNvbnMgZm9yIEp1cGVybydzCmRvd25mYWxsLCBidXQgYW55IGRvY3VtZW50YXRpb24KZnJvbSB0aGF0IHRpbWUgcGVyaW9kIGhhcyBiZWVuCmRpZmZpY3VsdCB0byBmaW5kLiBBcyBmb3Igbm93LCBhbnkgZXZpZGVuY2Ugd2UgaGF2ZSByZWdhcmRpbmcKSnVwZXJvcyBpcyBpbmNvbmNsdXNpdmUuXjAwMDAwMA==,,,,,XjhCNjkxNEjDoSBtdWl0YSBlc3BlY3VsYcOnw6NvCnNvYnJlIGFzIHJhesO1ZXMgZGEgcXVlZGEgZGUKSnVwZXJvcywgbWFzIHRlbSBzaWRvIGRpZsOtY2lsIGRlCmVuY29udHJhciBxdWFscXVlciBkb2N1bWVudGHDp8OjbwpkYSDDqXBvY2EuIFBvciBvcmEsIHF1YWxxdWVyIGV2aWTDqm5jaWEgcXVlIHRlbW9zIHNvYnJlCkp1cGVyb3Mgw6kgaW5jb25jbHVzaXZhLl4wMDAwMDA=,,XjhCNjkxNFNlIGVzcGVjdWxhIG11Y2hvCnNvYnJlIGxhcyByYXpvbmVzIGRlIGxhIGNhw61kYQpkZSBKdXBlcm9zLCBwZXJvIGVzIGRpZsOtY2lsIGVuY29udHJhcgphbGfDum4gdGlwbyBkZSBkb2N1bWVudG8KZGUgZXNlIHBlcsOtb2RvLiBQb3IgYWhvcmEsIGxhcyBwcnVlYmFzIHF1ZSB0ZW5lbW9zIHNvYnJlCkp1cGVyb3Mgbm8gc29uIGNvbmNsdXllbnRlcy5eMDAwMDAw
Mcb7,,XjhCNjkxNEluIHNwaXRlIG9mIHRoaXMgbGFjawpvZiBlbXBpcmljYWwgb3IgY29uY3JldGUKZGF0YSBvbiB0aGUgY2l2aWxpemF0aW9uIG9mCkp1cGVyb3MsIG91ciBtb2Rlcm4gd29ybGQKbWF5IGJlIGFibGUgdG8gbGVhcm4gbXVjaApmcm9tIHRoYXQgYW5jaWVudCBjaXR5J3MgcnVpbnMuCi4uLi4uLi4uLi4uLi4uLi4uLl4wMDAwMDA=,,,,,XjhCNjkxNEFwZXNhciBkZXNzYSBmYWx0YSBkZQpkYWRvcyBlbXDDrXJpY29zIG91IGNvbmNyZXRvcwpzb2JyZSBhIGNpdmlsaXphw6fDo28gZGUKSnVwZXJvcywgbm9zc28gbXVuZG8gbW9kZXJubwpwb2RlIGFwcmVuZGVyIG11aXRvIGNvbQphcyBydcOtbmFzIGRlc3NhIGNpZGFkZSBhbnRpZ2EuCi4uLi4uLi4uLi4uLi4uLi4uLl4wMDAwMDA=,,XjhCNjkxNEEgcGVzYXIgZGUgZXN0YSBmYWx0YQpkZSBkYXRvcyBlbXDDrXJpY29zIG8gY29uY3JldG9zCnNvYnJlIGxhIGNpdmlsaXphY2nDs24gZGUKSnVwZXJvcywgbnVlc3RybyBtdW5kbyBtb2Rlcm5vCnB1ZWRlIGFwcmVuZGVyIG11Y2hvCmRlIGxhcyBydWluYXMgZGUgZXNhIGFudGlndWEgY2l1ZGFkLgouLi4uLi4uLi4uLi4uLi4uLi5eMDAwMDAw
Msb7,,W3swfV0KVGhpcy4uLgpUaGlzIGlzIHN1cHBvc2VkIHRvCmJlIGEgcmVzZWFyY2ggdGhlc2lzPwpUaGVyZSdzIGJhcmVseSBhbnkKcmVzZWFyY2ggaW4gaXQuLi4=,,,,,W3swfV0KSXNzby4uLgpOw6NvIGRldmlhIHNlciB1bWEKdGVzZSBkZSBwZXNxdWlzYT8KUXVhc2UgbsOjbyBow6EgCnBlc3F1aXNhIGFxdWkuLi4=,,W3swfV0Kwr9TZS4uLj8Kwr9TZSBzdXBvbmUgcXVlCmVzdG8gZXMgdW5hIHRlc2lzIGRlIGludmVzdGlnYWNpw7NuPwpBcGVuYXMgaGF5CmludmVzdGlnYWNpw7NuIGVuIGVsbGEuLi4=
M8b7,,W3swfV0KSG1tLi4uClRoaXMgaXNuJ3QgaGVhdnkKZW5vdWdoIHRvIGJlIGEgcmVhbAphY2FkZW1pYyB3b3JrLiBJdCBtdXN0Cm5vdCBldmVuIGJlIGZpbmlzaGVkIHlldC4=,,,,,W3swfV0KSG1tLi4uCklzc28gbsOjbyDDqSBwZXNhZG8KbyBiYXN0YW50ZSBwYXJhIHNlciBtZXNtbwp1bSB0cmFiYWxobyBhY2Fkw6ptaWNvLiBBY2hvCnF1ZSBhaW5kYSBuw6NvIGVzdMOhIHRlcm1pbmFkby4=,,W3swfV0KTW1tLi4uCk5vIHRpZW5lIGVsIGNvbnRlbmlkbwpzdWZpY2llbnRlIHBhcmEgc2VyIHVuIHZlcmRhZGVybwp0cmFiYWpvIGFjYWTDqW1pY28uIE5pIHNpcXVpZXJhCmRlYmUgaGFiZXIgdGVybWluYWRvIGHDum4u
