YP8vAg,,QmFyZA==,,,,,QmFyZG8=,,QmFyZA==
mAIwAg,,XjMzNTVGRllvdSBzY3JhdGNoIGF3YXkgdGhlIG1vc3MgYW5kIGZlZWwgdGhhdCB0aGUgc3VyZmFjZSBvZiB0aGUgcm9jayBoYXMgYSBmbGF0IHN1cmZhY2Uu,,,,,XjMzNTVGRlZvY8OqIHJhc3BhIG8gbXVzZ28sIGUgc2VudGUgcXVlIGEgc3VwZXJmw61jaWUgZGEgcm9jaGEgdGVtIHJlZW50csOibmNpYXMgaWd1YWlzLg==,,XjMzNTVGRiBSYXNjYXMgZWwgbXVzZ28geSBub3RhcyBxdWUgbGEgc3VwZXJmaWNpZSBkZSBsYSByb2NhIGVzIHBsYW5hLg==
mQIwAg,,XjMzNTVGRkFmdGVyIHBlZWxpbmcgb2ZmIHRoZSBtb3NzLCBhIHNlcmllcyBvZiB0aWxlcyBldGNoZWQgd2l0aCBmYWludCB3b3JkcyBhcmUgcmV2ZWFsZWQgb24gdG9wIG9mIHRoZSByb2NrLl4wMDAwMDA=,,,,,XjMzNTVGRkRlcG9pcyBkZSB0aXJhciBvIG11c2dvLCB1bWEgc8OpcmllIGRlIGxhZHJpbGhvcywgbGV2ZW1lbnRlIGdyYXZhZG9zIGNvbSBwYWxhdnJhcywgc8OjbyByZXZlbGFkb3Mgc29icmUgYSByb2NoYS5eMDAwMDAw,,XjMzNTVGRkRlc3B1w6lzIGRlIGRlc3BlZ2FyIGVsIG11c2dvLCB1bmEgc2VyaWUgZGUgYXp1bGVqb3MgZ3JhYmFkb3MgY29uIHBhbGFicmFzIHRlbnVlcyBzZSByZXZlbGFuIGVuIGxhIHBhcnRlIHN1cGVyaW9yIGRlIGxhIHJvY2EuXjAwMDAwMA==
mgIwAg,,XjMzNTVGRlRoZXNlIHRpbGVzIGNhbiBiZSBtb3ZlZCBhcm91bmQgbGlrZSBhIHB1enpsZS5eMDAwMDAw,,,,,XjMzNTVGRkVzc2VzIGxhZHJpbGhvcyBwb2RlbSBzZXIgbW92aW1lbnRhZG9zLCBjb21vIG51bSBxdWVicmEtY2FiZcOnYS5eMDAwMDAw,,XjMzNTVGRkVzdGFzIGZpY2hhcyBzZSBwdWVkZW4gbW92ZXIgY29tbyB1biByb21wZWNhYmV6YXMuXjAwMDAwMA==
mwIwAg,,W3swfV0KQW5vdGhlciBwdXp6bGU/ClRoaXMgd2FzIGp1c3QgbGlrZSB3aGVuIEkgaGFkIHRvIGdpdmUgQWxmcmlrJ3MgcGFzc3dvcmQuIE9rYXksIGxldCBtZSBzZWUuLi4=,,,,,W3swfV0KT3V0cm8gcXVlYnJhLWNhYmXDp2E/CsOJIGNvbW8gcXVhbmRvIGV1IHRpdmUgZGUgZGFyIGEgc2VuaGEgZGUgQWxmcmlrLiBDZXJ0bywgZGVpeGUgbWUgdmVyLi4u,,W3swfV0Kwr9PdHJvIHJvbXBlY2FiZXphcz8KRXN0byBmdWUgY29tbyBjdWFuZG8gdHV2ZSBxdWUgZGFyIGxhIGNvbnRyYXNlw7FhIGRlIEFsZnJpay4gQmllbiwgZMOpamFtZSB2ZXIuLi4=
nAIwAg,,VG8gdGhlIHRlYXIgZHJvcHMgZHJpcHBpbmcgb24gdGhlIHdheQ==,,,,,w6BzIGzDoWdyaW1hcyBjYWluZG8gbm8gY2FtaW5obw==,,QSBsYXMgZ290YXMgZGUgbMOhZ3JpbWFzIHF1ZSBnb3RlYW4gZW4gZWwgY2FtaW5v
nQIwAg,,SGVyIGxvdmVseSBzY2VudA==,,,,,U2V1IGFkb3LDoXZlbCBhcm9tYQ==,,U3UgZW5jYW50YWRvciBhcm9tYQ==
ngIwAg,,VG8gdGhlIHNlZHVjaW5nIHJlZCBsaXBz,,,,,YW9zIGzDoWJpb3MgdmVybWVsaG9zIGUgc2VkdXRvcmVz,,QSBsb3Mgc2VkdWN0b3JlcyBsYWJpb3Mgcm9qb3M=
nwIwAg,,T3VyIGhlYXJ0cyBpbg==,,,,,bm9zc29zIGNvcmHDp8O1ZXM=,,TnVlc3Ryb3MgY29yYXpvbmVzIGVu
oAIwAg,,W3swfV0KVG8gdGhlIHRlYXIgZHJvcHMgZHJpcHBpbmcgb24gdGhlIHdheQ==,,,,,W3swfV0Kw6BzIGzDoWdyaW1hcyBjYWluZG8gbm8gY2FtaW5obw==,,W3swfV0KQSBsYXMgZ290YXMgZGUgbMOhZ3JpbWFzIHF1ZSBnb3RlYW4gZW4gZWwgY2FtaW5v
oQIwAg,,W3swfV0KSGVyIGxvdmVseSBzY2VudA==,,,,,W3swfV0KU2V1IGFkb3LDoXZlbCBhcm9tYQ==,,W3swfV0KU3UgZW5jYW50YWRvciBhcm9tYQ==
ogIwAg,,W3swfV0KV2UgZ2F2ZQ==,,,,,W3swfV0KZGVtb3M=,,W3swfV0KRGltb3M=
owIwAg,,W3swfV0KVG8gdGhlIHNlZHVjdGl2ZSByZWQgbGlwcw==,,,,,W3swfV0KYW9zIGzDoWJpb3MgdmVybWVsaG9zIGUgc2VkdXRvcmVz,,W3swfV0KQSBsb3Mgc2VkdWN0b3JlcyBsYWJpb3Mgcm9qb3M=
pAIwAg,,W3swfV0KT3VyIGhlYXJ0cyBpbg==,,,,,W3swfV0Kbm9zc29zIGNvcmHDp8O1ZXM=,,W3swfV0KTnVlc3Ryb3MgY29yYXpvbmVzIGVu
pQIwAg,,U3RpbGwgbGluZ2VycyBpbiB0aGUgd2luZC4=,,,,,QWluZGEgcmVzaXN0ZSBubyB2ZW50by4=,,QcO6biBwZXJkdXJhIGVuIGVsIHZpZW50by4=
pgIwAg,,VG8gdGhlIHNjZW50IGRyaWZ0ZWQgaW4gdGhlIHdpbmQ=,,,,,QW8gYXJvbWEgc29sdG8gYW8gdmVudG8=,,QWwgYXJvbWEgcXVlIGZsb3RhIGVuIGVsIHZpZW50bw==
pwIwAg,,U3RpbGwgbGluZ2VycyBpbiB0aGUgd2luZC4=,,,,,QWluZGEgcmVzaXN0ZSBubyB2ZW50by4=,,QcO6biBwZXJkdXJhIGVuIGVsIHZpZW50by4=
qAIwAg,,VG8gdGhlIHNjZW50IHRoYXQgZHJpZnRlZCBpbiB0aGUgd2luZA==,,,,,QW8gYXJvbWEgc29sdG8gYW8gdmVudG8=,,QWwgYXJvbWEgcXVlIGZsb3RhYmEgZW4gZWwgdmllbnRv
qQIwAg,,V2UgZ2F2ZQ==,,,,,RGVtb3M=,,RGltb3M=
qgIwAg,,VG8gdGhlIHNlZHVjdGl2ZSByZWQgbGlwcw==,,,,,QW9zIGzDoWJpb3MgdmVybWVsaG9zIGUgc2VkdXRvcmVz,,QSBsb3Mgc2VkdWN0b3JlcyBsYWJpb3Mgcm9qb3M=
qwIwAg,,T3VyIGhlYXJ0cyBpbg==,,,,,Tm9zc29zIGNvcmHDp8O1ZXM=,,TnVlc3Ryb3MgY29yYXpvbmVzIGVu
rAIwAg,,V2Ugc3VycmVuZGVyZWQgb3VyIGhlYXJ0cw==,,,,,UmVuZGVtb3Mgbm9zc29zIGNvcmHDp8O1ZXM=,,RW50cmVnYW1vcyBudWVzdHJvcyBjb3Jhem9uZXM=
rQIwAg,,VG8gdGhlIHRlYXIgZHJvcHMgZHJpcHBpbmcgb24gdGhlIHdheQ==,,,,,w4BzIGzDoWdyaW1hcyBjYWluZG8gbm8gY2FtaW5obw==,,QSBsYXMgZ290YXMgZGUgbMOhZ3JpbWFzIHF1ZSBnb3RlYW4gZW4gZWwgY2FtaW5v
rgIwAg,,V2Ugc3VycmVuZGVyZWQgb3VyIGhlYXJ0cw==,,,,,UmVuZGVtb3Mgbm9zc29zIGNvcmHDp8O1ZXM=,,RW50cmVnYW1vcyBudWVzdHJvcyBjb3Jhem9uZXM=
rwIwAg,,VG8gdGhvc2UgdGVuZGVyIHRlYXJkcm9wcw==,,,,,w4BxdWVsYXMgdGVybmFzIGzDoWdyaW1hcw==,,QSBlc2FzIHRpZXJuYXMgbMOhZ3JpbWFz
sAIwAg,,VG8gdGhvc2UgdGVuZGVyIHRlYXJkcm9wcw==,,,,,w4BxdWVsYXMgdGVybmFzIGzDoWdyaW1hcw==,,QSBlc2FzIHRpZXJuYXMgbMOhZ3JpbWFz
sQIwAg,,VGhvc2Ugc2VkdWN0aXZlIHJlZCBsaXBz,,,,,w4BxdWVsZXMgbMOhYmlvcyB2ZXJtZWxob3MgZSBzZWR1dG9yZXM=,,RXNvcyBzZWR1Y3RvcmVzIGxhYmlvcyByb2pvcw==
sgIwAg,,VGhvc2Ugc2VkdWN0aXZlIHJlZCBsaXBz,,,,,w4BxdWVsZXMgbMOhYmlvcyB2ZXJtZWxob3MgZSBzZWR1dG9yZXM=,,RXNvcyBzZWR1Y3RvcmVzIGxhYmlvcyByb2pvcw==
swIwAg,,W0R2YWxpbl0KSHVoPwpBbGZyaWs/CklzIHRoYXQgeW91Pw==,,,,,W0R2YWxpbl0KLi4uPwpBbGZyaWs/CsOJIHZvY8OqPw==,,W0R2YWxpbl0Kwr9FaD8Kwr9BbGZyaWs/CsK/RXJlcyB0w7o/
tAIwAg,,W3swfV0KXjMzMzMzM0NvdWdoIGNvdWdoIQpBYWFhY2shCkl0J3Mgc28gZHVzdHkh,,,,,W3swfV0KXjMzMzMzMypjb2YgY29mISoKQWFhZ2ghClF1YW50YSBwb2VpcmEh,,W3swfV0KXjMzMzMzM8KhVG9zZSwgdG9zZSEKwqFBYWFhY2shCsKhRXN0w6EgdGFuIHBvbHZvcmllbnRvIQ==
tQIwAg,,XjMzNTVGRkp1c3QgYSBub3JtYWwKcm9jaywgY292ZXJlZCBpbiBtb3NzLl4wMDAwMDA=,,,,,XjMzNTVGRkFwZW5hcyB1bWEgcm9jaGEKY29tdW0sIGNvYmVydGEgZGUgbXVzZ28uXjAwMDAwMA==,,XjMzNTVGRlPDs2xvIHVuYSByb2NhCmN1YmllcnRhIGRlIG11c2dvLl4wMDAwMDA=
tgIwAg,,RHZhbGlu,,,,,RHZhbGlu,,RHZhbGlu
twIwAg,,W0R2YWxpbl0KQSBodW1hbj8KWW91IHdva2UgbWUgdXA/,,,,,W0R2YWxpbl0KVW0gaHVtYW5vPwpWb2PDqiBtZSBhY29yZG91Pw==,,W0R2YWxpbl0Kwr9VbiBodW1hbm8/CsK/TWUgaGFzIGRlc3BlcnRhZG8/
uAIwAg,,W0R2YWxpbl0KSG1tLi4uCllvdSdkIGJlIGFjdGluZyBwcmV0dHkgcHVzaHkgcmlnaHQgYWJvdXQgbm93IGlmIHlvdSB3ZXJlIGFjdGluZyBvbiBiZWhhbGYgb2YgYSBnb2QuIFdoYXQgZG8geW91IHdhbnQ/,,,,,W0R2YWxpbl0KSG1tLi4uCkUgdm9jw6ogZXN0YXJpYSBiZW0gY29udmVuY2lkbyBhZ29yYSBzZSBlc3RpdmVzc2UgYWdpbmRvIGVtIG5vbWUgZGUgdW0gZGV1cy4gTyBxdWUgdm9jw6ogcXVlci4uLj8=,,W0R2YWxpbl0KSG1tLi4uCkVzdGFyw61hcyBhY3R1YW5kbyBiYXN0YW50ZSBwcmVwb3RlbnRlIGFob3JhIG1pc21vIHNpIGVzdHV2aWVyYXMgYWN0dWFuZG8gZW4gbm9tYnJlIGRlIHVuIGRpb3MuIMK/UXXDqSBlcyBsbyBxdWUgcXVpZXJlcz8=
uQIwAg,,W0R2YWxpbl0KSXQgbWFrZXMgc2Vuc2UgdGhhdCB5b3UnZCB3YW50IGEgcmVwbGljYSBvZiBCcmlzaW5nYW1lbiBmb3IgaXRzIHBvd2VyLiBSZW1lbWJlciwgd2Ugb3JpZ2luYWxseSBtYWRlIEJyaXNpbmdhbWVuIGFzIGEgbmVja2xhY2UgZml0IGZvciBhIGdvZGRlc3Mu,,,,,W0R2YWxpbl0KRmF6IHNlbnRpZG8gcXVlIHZvY8OqIHF1ZWlyYSB1bWEgcsOpcGxpY2EgZG8gQnJpc2luZ2FtZW4sIGRhZG8gbyBzZXUgcG9kZXIuIE1hcyBsZW1icmUtc2UsIGZpemVtb3MgbyBCcmlzaW5nYW1lbiBwcmltZWlyYW1lbnRlIGNvbW8gdW0gY29sYXIgZmVpdG8gcGFyYSB1bWEgZGV1c2Eu,,W0R2YWxpbl0KVGllbmUgc2VudGlkbyBxdWUgcXVpZXJhcyB1bmEgcsOpcGxpY2EgZGUgQnJpc2luZ2FtZW4gcG9yIHN1IHBvZGVyLiBSZWN1ZXJkYSwgb3JpZ2luYWxtZW50ZSBoaWNpbW9zIEJyaXNpbmdhbWVuIGNvbW8gdW4gY29sbGFyIGRpZ25vIGRlIHVuYSBkaW9zYS4=
ugIwAg,,W0R2YWxpbl0KU29tZSBtaWdodCBzYXkgdGhhdCB3ZSBzZWR1Y2VkIEZyZXlhIHdpdGggdGhlIG5lY2tsYWNlLCBidXQgd2UgcmVhbGx5IGxvdmVkIGhlciB3aXRoIGFsbCBvdXIgaGVhcnRzLg==,,,,,W0R2YWxpbl0KUG9kZW0gZGl6ZXIgcXVlIHNlZHV6aW1vcyBGcmV5YSBjb20gbyBjb2xhciwgbWFzIGEgdmVyZGFkZSDDqSBxdWUgYSBhbcOhdmFtb3MgZGUgdG9kbyBjb3Jhw6fDo28u,,W0R2YWxpbl0KQWxndW5vcyBkaXLDoW4gcXVlIHNlZHVqaW1vcyBhIEZyZXlhIGNvbiBlbCBjb2xsYXIsIHBlcm8gZW4gcmVhbGlkYWQgbGEgYW3DoWJhbW9zIGNvbiB0b2RvIG51ZXN0cm8gY29yYXrDs24u
uwIwAg,,W0R2YWxpbl0KR2FoISBZb3UncmUgbm90IEFsZnJpayEKV2hvIGFyZSB5b3UgdG8gd2FrZSBEdmFsaW4/ClRlbGwgbWUgcmlnaHQgbm93LCBvciBJJ20gZ29ubmEga2ljayB5b3VyIGFzcyE=,,,,,W0R2YWxpbl0KUXXDqiwgbsOjbyDDqSBvIEFsZnJpaz8KUXVlbSDDqSB2b2PDqiBwYXJhIGFjb3JkYXIgRHZhbGluPwpNZSBjb250ZSBhZ29yYSBvdSBsaGUgZG91IHVtYSBzdXJyYSE=,,W0R2YWxpbl0KwqFHYWghIMKhVMO6IG5vIGVyZXMgQWxmcmlrIQrCv1F1acOpbiBlcmVzIHBhcmEgZGVzcGVydGFyIGEgRHZhbGluPwrCoUTDrW1lbG8gYWhvcmEgbWlzbW8sIG8gdGUgcGF0ZWFyw6kgZWwgY3VsbyE=
vAIwAg,,SGVscCE=,,,,,U29jb3JybyE=,,wqFBeXVkYSE=
vQIwAg,,QWxmcmlrIHNlbnQgbWUgdG8gd2FrZSB5b3UgdXAh,,,,,QWxmcmlrIG1lIG1hbmRvdSBwYXJhIHRlIGFjb3JkYXIh,,wqFBbGZyaWsgbWUgZW52acOzIGEgZGVzcGVydGFydGUh
vgIwAg,,W0R2YWxpbl0KSSBkb24ndCBrbm93IHdoYXQgdGhlIGhlbGwgeW91J3JlIGRvaW5nIGhlcmUsCmJ1dCBsZWF2ZSE=,,,,,W0R2YWxpbl0KTsOjbyBzZWkgcXVlIGRpYWJvcyB2b2PDqiBlc3TDoSBmYXplbmRvIGFxdWksCm1hcyBzYWlhIQ==,,W0R2YWxpbl0KTm8gc8OpIHF1w6kgZGVtb25pb3MgZXN0w6FzIGhhY2llbmRvIGFxdcOtLArCoXBlcm8gdmV0ZSE=
vwIwAg,,W0R2YWxpbl0KRGlkIHlvdSBqdXN0IHNheSBBbGZyaWsgc2VudCB5b3U/IEhvdyBkbyB5b3Uga25vdyBteSBicm90aGVyPyE=,,,,,W0R2YWxpbl0KVm9jw6ogZGlzc2UgcXVlIEFsZnJpayBtYW5kb3Ugdm9jw6o/IENvbW8gdm9jw6ogY29uaGVjZSBtZXUgaXJtw6NvPyE=,,W0R2YWxpbl0Kwr9BY2FiYXMgZGUgZGVjaXIgcXVlIEFsZnJpayB0ZSBlbnZpw7M/IMKhwr9Dw7NtbyBjb25vY2VzIGEgbWkgaGVybWFubz8h
wAIwAg,,W0R2YWxpbl0KQnJpc2luZ2FtZW4/IQpUaGF0IG1lYW5zIHdlIGNvdWxkIG1lZXQgRnJleWEgYWdhaW4/IQ==,,,,,W0R2YWxpbl0KQnJpc2luZ2FtZW4/IQpFbnTDo28sIHF1ZXIgZGl6ZXIgcXVlIHBvZGVtb3Mgdm9sdGFyIGEgdmVyIEZyZXlhPyE=,,W0R2YWxpbl0KwqHCv0JyaXNpbmdhbWVuPyEKwqHCv0VzbyBzaWduaWZpY2EgcXVlIHBvZHLDrWFtb3MgZW5jb250cmFybm9zIGNvbiBGcmV5YSBkZSBudWV2bz8h
wQIwAg,,W3swfV0KVW1tLi4uCkknbSBhZnJhaWQgbm90LgpBdCBsZWFzdCwgdGhhdCdzCm5vdCB3aHkgSSdtIGhlcmUu,,,,,W3swfV0KVW1tLi4uClRlbW8gcXVlIG7Do28uCk91LCBwZWxvIG1lbm9zLApuw6NvIMOpIHBvciBpc3NvIHF1ZSBlc3RvdSBhcXVpLg==,,W3swfV0KVW1tLi4uCk1lIHRlbW8gcXVlIG5vLgpBbCBtZW5vcywgZXNvCm5vIGVzIHBvciBsbyBxdWUgZXN0b3kgYXF1w60u
wgIwAg,,W0R2YWxpbl0KT2theS4gSSB1bmRlcnN0YW5kLiBJIHdhcyBqdXN0IGhvcGluZyB5b3Ugd2VyZSBhIGhlcmFsZCBvZiBGcmV5YS4=,,,,,W0R2YWxpbl0KVHVkbyBiZW0uIEVudGVuZG8uIERlc2N1bHBlLCBlc3BlcmF2YSBxdWUgdm9jw6ogZm9zc2UgdW0gYXJhdXRvIGRlIEZyZXlhLg==,,W0R2YWxpbl0KQmllbi4gRW50aWVuZG8uIFNvbG8gZXNwZXJhYmEgcXVlIGZ1ZXJhcyB1biBoZXJhbGRvIGRlIEZyZXlhLg==
wwIwAg,,W0R2YWxpbl0KQW4gaW1pdGF0aW9uIG9mIEJyaXNpbmdhbWVuPyBFdmVuIGlmIGl0J3Mgbm90IHRoZSBvcmlnaW5hbCwgSSdtIHN1cmUgaXQgY291bGQgcG9zc2VzcyBwb3dlciBjb21wYXJhYmxlIHRvIHRoZSBvcmlnaW5hbC4=,,,,,W0R2YWxpbl0KVW1hIGltaXRhw6fDo28gZG8gQnJpc2luZ2FtZW4sIGVudMOjby4gTWVzbW8gcXVlIG7Do28gc2VqYSBvIG9yaWdpbmFsLCB0ZW5obyBjZXJ0ZXphIHF1ZSBwb2RlIHBvc3N1aXIgdW0gcG9kZXIgY29tcGFyw6F2ZWwuIFNpbS4uLg==,,W0R2YWxpbl0Kwr9VbmEgaW1pdGFjacOzbiBkZSBCcmlzaW5nYW1lbj8gQXVucXVlIG5vIHNlYSBlbCBvcmlnaW5hbCwgZXN0b3kgc2VndXJvIGRlIHF1ZSBwb2Ryw61hIHBvc2VlciB1biBwb2RlciBjb21wYXJhYmxlIGFsIG9yaWdpbmFsLg==
xAIwAg,,W0R2YWxpbl0KSXQncyBubyB1c2UgdHJ5aW5nIHRvIHByZWRpY3QgdGhlIGZ1dHVyZS4gSSBjYW4ndCBoZWxwIGJ1dCB3b25kZXIgd2hhdCBtYW5raW5kIHdvdWxkIGRvIHdpdGggdGhlIHBvd2VyIG9mIHRoZSBnb2RzPw==,,,,,W0R2YWxpbl0KTsOjbyBhZGlhbnRhIHRlbnRhciBwcmV2ZXIgbyBmdXR1cm8sIG1hcyBldSBmaWNvIGltYWdpbmFuZG8gbyBxdWUgc2Vyw6EgcXVlIGEgaHVtYW5pZGFkZSBmYXLDoSBjb20gbyBwb2RlciBkb3MgZGV1c2VzPw==,,W0R2YWxpbl0KRXMgaW7DunRpbCBpbnRlbnRhciBwcmVkZWNpciBlbCBmdXR1cm8uIE5vIHB1ZWRvIGV2aXRhciBwcmVndW50YXJtZSBxdcOpIGhhcsOtYSBsYSBodW1hbmlkYWQgY29uIGVsIHBvZGVyIGRlIGxvcyBkaW9zZXMu
xQIwAg,,W0R2YWxpbl0KSWYgbXkgYnJvdGhlciBBbGZyaWsgYWxyZWFkeSBhcHByb3ZlZCBvZiB5b3UsIHRoZW4gSSdsbCBoZWxwIHlvdSBvdXQuIEknbGwgdGVsbCB5b3UgaG93IHRvIHdha2UgbXkgYnJvdGhlciBCZXJsaW5nLg==,,,,,W0R2YWxpbl0KU2UgbWV1IGlybcOjbyBBbGZyaWsgasOhIG8gYXByb3ZvdSwgZW50w6NvIGlyZWkgYWp1ZMOhLWxvLiBWb3UgbGhlIGRpemVyIGNvbW8gYWNvcmRhciBvIG1ldSBpcm3Do28gQmVybGluZy4=,,W0R2YWxpbl0KU2kgbWkgaGVybWFubyBBbGZyaWsgeWEgdGUgYXByb2LDsywgZW50b25jZXMgdGUgYXl1ZGFyw6kuIFRlIGRpcsOpIGPDs21vIGRlc3BlcnRhciBhIG1pIGhlcm1hbm8gQmVybGluZy4=
xgIwAg,,W0R2YWxpbl0KV2UgaGlkIG91cnNlbHZlcyBuZWFyIHRyYWNlcyBvZiBGcmV5YS4gVGhlIHBhdGggd2hlcmUgSSBhbSBzdGF5aW5nIGlzIG9uZSB0aGF0IG15IGdvZGRlc3MgaGFzIGZvbGxvd2VkLg==,,,,,W0R2YWxpbl0KTm9zIGVzY29uZGVtb3MgcGVydG8gZG9zIHRyYcOnb3MgZGUgRnJleWEuIEVzc2UgY2FtaW5obyBvbmRlIGVzdG91IMOpIHVtIHBlbG8gcXVhbCBhIGRldXNhIGFuZGF2YS4=,,W0R2YWxpbl0KTm9zIGVzY29uZGltb3MgY2VyY2EgZGUgbG9zIHJhc3Ryb3MgZGUgRnJleWEuIEVsIGNhbWlubyBkb25kZSBlc3RveSBlcyB1bm8gcXVlIG1pIGRpb3NhIGhhIHNlZ3VpZG8u
xwIwAg,,W0R2YWxpbl0KVGhlIGFpciB0aGF0IGRyaWZ0cyBoZXJlIGhvbGRzIGhlciBmcmFncmFudCBzY2VudC4gWW91IGNhbiB1c2UgdGhpcyB3aW5kIHRvIGJvcnJvdyBoZXIgcG93ZXIu,,,,,W0R2YWxpbl0KTyBhciBxdWUgcGFzc2EgcXVpZXRhbWVudGUgcG9yIGFxdWkgZ3VhcmRhIHNldSBtYXJhdmlsaG9zbyBhcm9tYS4gVm9jw6ogcG9kZSB1c2FyIGVzc2UgdmVuZG8gcGFyYSBkZXRlciBvIHNldSBwb2Rlci4=,,W0R2YWxpbl0KRWwgYWlyZSBxdWUgZmxvdGEgYXF1w60gY29udGllbmUgc3UgZnJhZ2FudGUgYXJvbWEuIFB1ZWRlcyB1c2FyIGVzdGUgdmllbnRvIHBhcmEgdG9tYXIgcHJlc3RhZG8gc3UgcG9kZXIu
yAIwAg,,W0R2YWxpbl0KQXNpZGUgZnJvbSBGcmV5YSwgSSBoYXZlIG5vIHNwZWNpYWwgbG92ZSBmb3IgdGhlIGdvZHMgb3IgZ2lhbnRzLiBCdXQgSSBhbSBpbnRyaWd1ZWQgYnkgeW91IGh1bWFucy4gWW91ciByYWNlIGlzIG9uZSBvZiBib3RoIGxvdmUgYW5kIGhhdHJlZCwgbGlmZSBhbmQgZGVzdHJ1Y3Rpb24u,,,,,W0R2YWxpbl0KRXhjZXRvIHBvciBGcmV5YSwgbsOjbyB0ZW5obyBuZW5odW0gYW1vciBlbSBlc3BlY2lhbCBwZWxvcyBkZXVzZXMgb3UgZ2lnYW50ZXMuIE1hcyBmaWNvIGludHJpZ2FkbyBjb20gdm9jw6pzLCBodW1hbm9zLiBTdWEgcmHDp2Egw6kgdGFudG8gZGUgYW1vciBxdWFudG8gZGUgw7NkaW8sIGRlIHZpZGEgZSBkZXN0cnVpw6fDo28u,,W0R2YWxpbl0KQXBhcnRlIGRlIEZyZXlhLCBubyBzaWVudG8gbmluZ8O6biBhbW9yIGVzcGVjaWFsIHBvciBsb3MgZGlvc2VzIG8gbG9zIGdpZ2FudGVzLiBQZXJvIGVzdG95IGludHJpZ2FkbyBwb3IgdXN0ZWRlcyBsb3MgaHVtYW5vcy4gU3UgcmF6YSBlcyB1bmEgZGUgYW1vciB5IG9kaW8sIHZpZGEgeSBkZXN0cnVjY2nDs24u
yQIwAg,,W0R2YWxpbl0KR28gbm93IGFuZCBzZWVrIEJlcmxpbmcuIEhlIGlzIHNsZWVwaW5nIG5lYXIgYSByaXZlciB0aGF0IGZsb3dzIGJ5IE1vdW50IE1qb2xuaXIuIFRyYXZlbCB3ZXN0IHRvIGZpbmQgdGhlIHJpdmVyIHdoZXJlIEZyZXlhJ3MgVGVhcmRyb3BzIGZlbGwu,,,,,W0R2YWxpbl0KQWdvcmEgdsOhIHByb2N1cmFyIEJlcmxpbmcuIEVsZSBlc3TDoSBkb3JtaW5kbyBwZXJ0byBkZSB1bSByaW8gcXVlIGxldmEgYW8gTW9udGUgTWpvbG5pci4gVmlhamUgYSBvZXN0ZSBwYXJhIGVuY29udHJhciBvIHJpbyBvbmRlIGFzIEzDoWdyaW1hcyBkZSBGcmV5YSBjYcOtcmFtLg==,,W0R2YWxpbl0KVmUgYWhvcmEgeSBidXNjYSBhIEJlcmxpbmcuIEVzdMOhIGR1cm1pZW5kbyBjZXJjYSBkZSB1biByw61vIHF1ZSBmbHV5ZSBqdW50byBhbCBNb250ZSBNam9sbmlyLiBWaWFqYSBoYWNpYSBlbCBvZXN0ZSBwYXJhIGVuY29udHJhciBlbCByw61vIGRvbmRlIGNheWVyb24gbGFzIEzDoWdyaW1hcyBkZSBGcmV5YS4=
ygIwAg,,W0R2YWxpbl0KSWYgdGhlIHBoYW50b20gb2Ygd2F0ZXIgZ2l2ZXMgeW91IGEgcXVlc3Rpb24sIGFuc3dlciBpdC4gVGhlIGFuc3dlciBpcyB0aGUgcHVuaXNobWVudCB0aGF0IE9kaW4gZ2F2ZSBvdXIgZ29kZGVzcy4=,,,,,W0R2YWxpbl0KU2UgbyBmYW50YXNtYSBkYSDDoWd1YSBsaGUgZml6ZXIgdW1hIHBlcmd1bnRhLCByZXNwb25kYS1hLiBBIHJlc3Bvc3RhIMOpIGEgcHVuacOnw6NvIHF1ZSBPZGluIGRldSDDoCBub3NzYSBkZXVzYS4=,,W0R2YWxpbl0KU2kgZWwgZmFudGFzbWEgZGVsIGFndWEgdGUgaGFjZSB1bmEgcHJlZ3VudGEsIHJlc3DDs25kZWxhLiBMYSByZXNwdWVzdGEgZXMgZWwgY2FzdGlnbyBxdWUgT2RpbiBsZSBkaW8gYSBudWVzdHJhIGRpb3NhLg==
ywIwAg,,W0R2YWxpbl0KVW50aWwgdGhvdXNhbmRzIG9mIFZhbGt5cmllcyBmaWxsZWQgdXAgVmFsaGFsYSwgdGhleSBoYWQgdG8gcmVwZWF0ZWRseSBsaXZlLCBkaWUsIHRoZW4gYmUgcmVib3JuIHRoZSBuZXh0IGRheSBvbmx5IHRvIGRpZSBhZ2Fpbi4=,,,,,W0R2YWxpbl0KQXTDqSBxdWUgbWlsaGFyZXMgZGUgVmFscXXDrXJpYXMgZW5jaGVzc2VtIG8gVmFsaGFsbGEsIGVsYXMgdGluaGFtIHNlbXByZSBkZSB2aXZlciwgbW9ycmVyIGUsIGVudMOjbywgcmVuYXNjZXIgbm8gZGlhIHNlZ3VpbnRlLCBzb21lbnRlIHBhcmEgbW9ycmVyIGRlIG5vdm8u,,W0R2YWxpbl0KSGFzdGEgcXVlIG1pbGVzIGRlIHZhbHF1aXJpYXMgbGxlbmFyb24gVmFsaGFsYSwgdHV2aWVyb24gcXVlIHZpdmlyIHJlcGV0aWRhbWVudGUsIG1vcmlyIHkgcmVuYWNlciBhbCBkw61hIHNpZ3VpZW50ZSBzw7NsbyBwYXJhIG1vcmlyIGRlIG51ZXZvLg==
