gGNQAw,,SWxzdW5n,,,,,SWxzdW5n,,SWxzdW5n
PGRQAw,,W1NhaG1zdW5nXQpZb3UgbmVlZCB0byBnZXQgc3Ryb25nZXIKaWYgeW91IHdhbnQgdG8gYmVjb21lIHBvd2VyZnVsIGZvciB0aGUgZ3VpbGQuClRoYXQgbWVhbnMKeW91IGhhdmUgdG8gbGV2ZWwgdXAu,,,,,W1NhaG1zdW5nXQpWb2PDqiBwcmVjaXNhIGZpY2FyIG1haXMgZm9ydGUKc2UgcXVpc2VyIHNlIHRvcm5hciBwb2Rlcm9zbyBwYXJhIGEgZ3VpbGRhLgpJc3NvIHNpZ25pZmljYSBxdWUKcXVlIHZvY8OqIHByZWNpc2Egc3ViaXIgZGUgbsOtdmVsLg==,,W1NhaG1zdW5nXQogTmVjZXNpdGFzIGhhY2VydGUgbcOhcyBmdWVydGUKIHNpIHF1aWVyZXMgbGxlZ2FyIGEgc2VyIHBvZGVyb3NvIHBhcmEgZWwgZ3JlbWlvLgogRXN0byBzaWduaWZpY2EgcXVlCiBxdWUgbmVjZXNpdGFzIHBhcmEgc3ViaXIgZGUgbml2ZWwu
PWRQAw,,W1NhaG1zdW5nXQpIZXksezB9LAppZiB5b3UgcmVhbGx5IGxvdmUgeW91ciBndWlsZCBhbmQgd2FudCB0byBwcm90ZWN0IGl0LApZb3UgbmVlZCB0byBnZXQgc3Ryb25nZXIuClBsZWFzZSBjb21lIGFnYWluIG9uY2UgeW91IGhhdmUgZ2FpbmVkIHNvbWUgbGV2ZWxzLg==,,,,,W1NhaG1zdW5nXQpPbMOhLCB7MH0sCnNlIHZvY8OqIHJlYWxtZW50ZSBhbWEgc3VhIGd1aWxkYSBlIHF1ZXIgcHJvdGVnw6otbGEsCnZvY8OqIHByZWNpc2EgZmljYXIgbWFpcyBmb3J0ZS4KUG9yIGZhdm9yLCB2b2x0ZSBxdWFuZG8gdGl2ZXIgZ2FuaGFkbyBhbGd1bnMgbsOtdmVpcy4=,,W1NhaG1zdW5nXQogSG9sYSwgezB9LAogc2kgcmVhbG1lbnRlIGFtYXMgYSB0dSBncmVtaW8geSBxdWllcmVzIHByb3RlZ2VybG8sCiBuZWNlc2l0YXMgaGFjZXJ0ZSBtw6FzIGZ1ZXJ0ZS4KIFBvciBmYXZvciwgdnVlbHZlIGN1YW5kbyBoYXlhcyBzdWJpZG8gdW5vcyBjdWFudG9zIG5pdmVsZXMu
PmRQAw,,W1NhaG1zdW5nXQpPbmx5IHdoZW4geW91IGFuZCB5b3VyCmd1aWxkbWF0ZXMgc3RpY2sgdG9nZXRoZXIsCndpbGwgeW91IGJlIGFibGUgdG8gc3RyZW5ndGhlbgp5b3VyIGd1aWxkLiBQbGVhc2UgZG8gc29tZXRoaW5nCnBvc2l0aXZlIGluIHRoaXMgcmVnYXJkLg==,,,,,W1NhaG1zdW5nXQpTb21lbnRlIHF1YW5kbyB2b2PDqiBlIHNldXMKY29tcGFuaGVpcm9zIGRlIGd1aWxkYSBzZSBtYW50aXZlcmVtIHVuaWRvcywKdm9jw6ogY29uc2VndWlyw6EgZm9ydGFsZWNlcgpzdWEgZ3VpbGRhLiBQb3IgZmF2b3IsIGZhw6dhIGFsZ28KcG9zaXRpdm8gbmVzc2Ugc2VudGlkby4=,,W1NhaG1zdW5nXQogU8OzbG8gY3VhbmRvIHVzdGVkIHkgc3UKIGxvcyBjb21wYcOxZXJvcyBkZSBncmVtaW8gc2UgbWFudGllbmVuIHVuaWRvcywKIHBvZHLDoXMgZm9ydGFsZWNlcgogdHUgZ3JlbWlvLiBQb3IgZmF2b3IsIGhhZ2EgYWxnbwogcG9zaXRpdm8gZW4gZXNlIHNlbnRpZG8u
P2RQAw,,SSB3aWxsIGdpdmUgeW91IHRoZSBxdWVzdCBsYXRlci4KQ29tZSBiYWNrIGFnYWluCm9uY2UgeW91IGhhdmUgXkZGMDAwMGdhaW5lZCAzIGxldmVsc14wMDAwMDAu,,,,,RXUgbGhlIGRhcmVpIGEgbWlzc8OjbyBtYWlzIHRhcmRlLgpWb2x0ZSBub3ZhbWVudGUKcXVhbmRvIHZvY8OqIHRpdmVyIF5GRjAwMDBnYW5oYWRvIDMgbsOtdmVpc14wMDAwMDAu,,VGUgZGFyw6kgbGEgbWlzacOzbiBtw6FzIHRhcmRlLgogVnVlbHZlIG90cmEgdmV6CiBjdWFuZG8gaGF5YSBeRkYwMDAwZ2FuYWRvIDMgbml2ZWxlc14wMDAwMDAu
QGRQAw,,SSB3aWxsIGdpdmUgeW91IHRoZSBxdWVzdCBsYXRlci4KQ29tZSBiYWNrIGFnYWluCmFmdGVyIHlvdSBoYXZlIF5GRjAwMDBnYWluZWQgMiBsZXZlbHNeMDAwMDAwLg==,,,,,RXUgbGhlIGRhcmVpIGEgbWlzc8OjbyBtYWlzIHRhcmRlLgpWb2x0ZSBub3ZhbWVudGUKZGVwb2lzIHF1ZSB2b2PDqiB0aXZlciBeRkYwMDAwZ2FuaGFkbyAyIG7DrXZlaXNeMDAwMDAwLg==,,VGUgZGFyw6kgbGEgbWlzacOzbiBtw6FzIHRhcmRlLgogVnVlbHZlIG90cmEgdmV6CiBkZXNwdcOpcyBkZSBoYWJlciBeRkYwMDAwZ2FuYWRvIDIgbml2ZWxlc14wMDAwMDAu
QWRQAw,,SSB3aWxsIGdpdmUgeW91IHRoZSBxdWVzdCBsYXRlci4KQ29tZSBiYWNrIGFnYWluCm9uY2UgeW91IGhhdmUgXkZGMDAwMGdhaW5lZCAxIGxldmVsXjAwMDAwMC4=,,,,,RXUgbGhlIGRhcmVpIGEgbWlzc8OjbyBtYWlzIHRhcmRlLgpWb2x0ZSBub3ZhbWVudGUKcXVhbmRvIHZvY8OqIHRpdmVyIF5GRjAwMDBnYW5oYWRvIDEgbsOtdmVsXjAwMDAwMC4=,,VGUgZGFyw6kgbGEgbWlzacOzbiBtw6FzIHRhcmRlLgogVnVlbHZlIG90cmEgdmV6CiBjdWFuZG8gaGF5YSBeRkYwMDAwZ2FuYWRvIDEgbml2ZWxeMDAwMDAwLg==
QmRQAw,,W1NhaG1zdW5nXQpIbW0sIHlvdSBhcmUgc3Ryb25nZXIgdGhhbgpJIGV4cGVjdGVkLgpZb3UgZG9uJ3QgbmVlZCBhbnkgbW9yZSBxdWVzdHMKd2hpY2ggZm9jdXMgb24gYmVjb21pbmcgc3Ryb25nZXIu,,,,,W1NhaG1zdW5nXQpIbW0sIHZvY8OqIMOpIG1haXMgZm9ydGUgZG8gcXVlCmRvIHF1ZSBldSBlc3BlcmF2YS4KVm9jw6ogbsOjbyBwcmVjaXNhIGRlIG1haXMgbWlzc8O1ZXMKcXVlIHNlIGNvbmNlbnRyZW0gZW0gc2UgdG9ybmFyIG1haXMgZm9ydGUu,,W1NhaG1zdW5nXQogSG1tLCBlcmVzIG3DoXMgZnVlcnRlIHF1ZQogZGUgbG8gcXVlIGVzcGVyYWJhLgogTm8gbmVjZXNpdGFzIG3DoXMgbWlzaW9uZXMKIHBhcmEgY2VudHJhcm5vcyBlbiBoYWNlcm5vcyBtw6FzIGZ1ZXJ0ZXMu
Q2RQAw,,W1NhaG1zdW5nXQpCdXQga2VlcCB0aGlzIGluIG1pbmQ6CkkgYWNjZXB0IHlvdSBhcmUgc3Ryb25nLApidXQgaWYgeW91IGFyZSBmdWxsIG9mIGNvbmNlaXQsCnlvdSBtYXkgbm90IGV2ZXIgYmUgYWJsZSB0byByZWFjaAp5b3VyIGZ1bGwgc3RyZW5ndGgu,,,,,W1NhaG1zdW5nXQpNYXMgdGVuaGEgaXNzbyBlbSBtZW50ZToKRXUgYWNlaXRvIHF1ZSB2b2PDqiDDqSBmb3J0ZSwKbWFzIHNlIHZvY8OqIGVzdGl2ZXIgY2hlaW8gZGUgcHJlc3Vuw6fDo28sCnRhbHZleiB2b2PDqiBudW5jYSBjb25zaWdhIGFsY2Fuw6dhcgpzdWEgZm9yw6dhIHRvdGFsLg==,,W1NhaG1zdW5nXQogUGVybyB0ZW5sbyBlbiBjdWVudGE6CiBBY2VwdG8gcXVlIHNlYXMgZnVlcnRlLAogcGVybyBzaSBlc3TDoXMgbGxlbm8gZGUgcHJlc3VuY2nDs24sCiBxdWUgbnVuY2EgcG9kcsOhcyBhbGNhbnphcgogdG9kYSBzdSBmdWVyemEu
RGRQAw,,W1NhaG1zdW5nXQpBbGwgcmlnaHQsIEkgd2lsbCB0cnVzdCB5b3Ugd2l0aCBpdC4KUGxlYXNlIGdpdmUgaXQgdG8gdGhlIF5GRjAwMDBNYXN0ZXJeMDAwMDAwLgpvZiBvdXIgZ3VpbGQuCk9rYXksIHlvdSBhcmUgZG9uZSBmb3Igbm93LgpBbGwgdGhlc2UgcXVlc3RzIGFyZSBmb3IgdGhlIGd1aWxkLAp5b3Uga25vdyB0aGF0LApyaWdodD8=,,,,,W1NhaG1zdW5nXQpUdWRvIGJlbSwgdm91IGNvbmZpYXIgaXNzbyBhIHZvY8OqLgpQb3IgZmF2b3IsIGVudHJlZ3VlLW8gYW8gXkZGMDAwME1lc3RyZV4wMDAwMDAuCmRhIG5vc3NhIGd1aWxkYS4KTXVpdG8gYmVtLCBwb3IgZW5xdWFudG8gdm9jw6ogdGVybWlub3UuClRvZGFzIGVzc2FzIG1pc3PDtWVzIHPDo28gcGFyYSBhIGd1aWxkYSwKdm9jw6ogc2FiZSBkaXNzbywKY2VydG8/,,W1NhaG1zdW5nXQogRGUgYWN1ZXJkbywgdGUgbG8gY29uZmlhcsOpLgogUG9yIGZhdm9yLCBkw6FzZWxvIGEgXkZGMDAwME1hZXN0cm9eMDAwMDAwLgogZGUgbnVlc3RybyBncmVtaW8uCiBNdXkgYmllbiwgaGFzIHRlcm1pbmFkbyBwb3IgYWhvcmEuCiBUb2RhcyBlc3RhcyBtaXNpb25lcyBzb24gcGFyYSBlbCBncmVtaW8sCiB5YSBsbyBzYWJlcywKIMK/VmVyZGFkPw==
RWRQAw,,W1NhaG1zdW5nXQpIbW0sIFlvdSBzZWVtIHRvIGhhdmUKY29tcGxldGVkIHRoZSBxdWVzdHMgcmF0aGVyIHdlbGwuCkknbSBzdXJlCnlvdSB3aWxsIGdyb3cgdG8gYmVjb21lIHF1aXRlIGFuIGltcG9ydGFudCBwZXJzb24Kb2YgeW91ciBndWlsZC4=,,,,,W1NhaG1zdW5nXQpIbW0sIHZvY8OqIHBhcmVjZSB0ZXIKY29uY2x1w61kbyBhcyBtaXNzw7VlcyBtdWl0byBiZW0uClRlbmhvIGNlcnRlemEgZGUgcXVlCnF1ZSB2b2PDqiBzZSB0b3JuYXLDoSB1bWEgcGVzc29hIG11aXRvIGltcG9ydGFudGUKZGEgc3VhIGd1aWxkYS4=,,W1NhaG1zdW5nXQogSG1tLCBwYXJlY2UgcXVlIHRpZW5lcwogY29tcGxldGFyb24gbXV5IGJpZW4gbGFzIG1pc2lvbmVzLgogRXN0b3kgc2VndXJvIGRlIHF1ZQogcXVlIHRlIGNvbnZlcnRpcsOhcyBlbiB1bmEgcGVyc29uYSBtdXkgaW1wb3J0YW50ZQogZGUgc3UgZ3JlbWlvLg==
RmRQAw,,W1NhaG1zdW5nXQpQbGVhc2UgdGFrZSB0aGlzIGFuZApnaXZlIGl0IHRvIHRoZSBeRkYwMDAwTWFzdGVyXjAwMDAwMC4KWW91IGhhdmUgZG9uZSB3aGF0IHlvdSBoYWQgdG8gZG8gZm9yIG5vdy4KVGhhbmsgeW91Lg==,,,,,W1NhaG1zdW5nXQpQb3IgZmF2b3IsIHBlZ3VlIGlzc28gZQplbnRyZWd1ZSBhbyBeRkYwMDAwTWVzdHJlXjAwMDAwMC4KUG9yIGVucXVhbnRvLCB2b2PDqiBqw6EgZmV6IG8gcXVlIHRpbmhhIGRlIGZhemVyLgpPYnJpZ2Fkby4=,,W1NhaG1zdW5nXQogUG9yIGZhdm9yIHRvbWUgZXN0byB5CiBlbnRyZWdhZG8gYSBeRkYwMDAwTWFzdGVyXjAwMDAwMC4KIFBvciBhaG9yYSwgaGFzIGhlY2hvIGxvIHF1ZSB0ZW7DrWFzIHF1ZSBoYWNlci4KIEdyYWNpYXMsIHNlw7Fvci4=
R2RQAw,,W1NhaG1zdW5nXQpZb3UgYXJlIG5vdCBzdHJvbmcgZW5vdWdoIHlldC4KWW91IG5lZWQgdG8gZ2FpbiBtb3JlIHN0cmVuZ3RoLgpMZXZlbCB1cCE=,,,,,W1NhaG1zdW5nXQpWb2PDqiBhaW5kYSBuw6NvIMOpIGZvcnRlIG8gc3VmaWNpZW50ZS4KVm9jw6ogcHJlY2lzYSBnYW5oYXIgbWFpcyBmb3LDp2EuClN1YmEgZGUgbsOtdmVsIQ==,,W1NhaG1zdW5nXQogQcO6biBubyBlcmVzIGxvIHN1ZmljaWVudGVtZW50ZSBmdWVydGUuCiBOZWNlc2l0YXMgZ2FuYXIgbcOhcyBmdWVyemEuCiDCoVN1YmUgZGUgbml2ZWwh
SGRQAw,,W1NhaG1zdW5nXQpBbmQgeW91IGFyZT8KT2gsIHlvdSBhcmUgYSBndWlsZCBtYXN0ZXIgdG9vPwpJIGRvbid0IGNhcmUgd2hpY2ggZ3VpbGQgeW91IGFyZSBmcm9tLApidXQgeW91IGFyZSBub3Qgb3VyIGd1aWxkIG1lbWJlci4KUGxlYXNlIGdldCBvdXQgb2YgaGVyZS4=,,,,,W1NhaG1zdW5nXQpFIHZvY8OqIMOpPwpBaCwgdm9jw6ogdGFtYsOpbSDDqSB1bSBtZXN0cmUgZGUgZ3VpbGRhPwpOw6NvIG1lIGltcG9ydGEgZGUgcXVhbCBndWlsZGEgdm9jw6ogw6ksCm1hcyB2b2PDqiBuw6NvIMOpIG1lbWJybyBkYSBub3NzYSBndWlsZGEuClBvciBmYXZvciwgc2FpYSBkYXF1aS4=,,W1NhaG1zdW5nXQogwr9EZSB2ZXJkYWQ/CiBBaCwgwr90YW1iacOpbiBlcmVzIG1hZXN0cm8gZGUgZ3JlbWlvPwogTm8gbWUgaW1wb3J0YSBkZSBxdcOpIGdyZW1pbyBzZWFzLAogcGVybyBubyBlcmVzIG1pZW1icm8gZGUgbnVlc3RybyBncmVtaW8uCiBQb3IgZmF2b3IsIHZldGUgZGUgYXF1w60u
SWRQAw,,W1NhaG1zdW5nXQpXaG8gYXJlIHlvdT8/CldoeSBhcmUgeW91IGhlcmU/ClBsZWFzZSBnbyBmcm9tIHRoaXMgQWdpdC4KXkZGMDAwMEtpbmRseSBsZWF2ZS4uLl4wMDAwMDA=,,,,,W1NhaG1zdW5nXQpRdWVtIMOpIHZvY8OqPwpQb3IgcXVlIGVzdMOhIGFxdWk/ClBvciBmYXZvciwgc2FpYSBkZXN0ZSBBZ2l0LgpeRkYwMDAwUG9yIGdlbnRpbGV6YSwgc2FpYS4uLl4wMDAwMDA=,,W1NhaG1zdW5nXQogwr9RdWnDqW4gZXMgdXN0ZWQ/CiDCv1BvciBxdcOpIGVzdMOhcyBhcXXDrT8KIFBvciBmYXZvciwgc2FsIGRlIGVzdGUgQWdpdC4KIF5GRjAwMDBQb3IgZmF2b3IsIHZldGUuLi5eMDAwMDAw
SmRQAw,,W1NhaG1zdW5nXQpZb3UgZG9uJ3QgbmVlZCB0aGUKU3Bpcml0IG9mIFVuaW9uLgpQbGVhc2UgZ2l2ZSBpdCB0byBhIEJhcmQgb3IgRGFuY2VyLgpHb3QgaXQ/,,,,,W1NhaG1zdW5nXQpWb2PDqiBuw6NvIHByZWNpc2EgZG8KRXNww61yaXRvIGRlIFVuacOjby4KUG9yIGZhdm9yLCBlbnRyZWd1ZS1vIGEgdW0gQmFyZG8gb3UgRGFuw6dhcmluby4KRW50ZW5kZXU/,,W1NhaG1zdW5nXQogTm8gbmVjZXNpdGFzCiBFc3DDrXJpdHUgc2luZGljYWwuCiBQb3IgZmF2b3IsIGTDoXNlbG8gYSB1biBCYXJkbyBvIGEgdW4gQmFpbGFyw61uLgogwr9FbnRlbmRpZG8/
S2RQAw,,W1NhaG1zdW5nXQpBbHdheXMgZGV2b3RlIHlvdXJzZWxmIHRvIHRoZSBndWlsZC4KVGhpcyBpcyBzdWNoIGEgd29ydGh5IHVuZGVydGFraW5nCnRvIGltcHJvdmUgeW91cnNlbGYgYW5kIGFsc28gdGhlIGd1aWxkLgpQbGVhc2UgbWFrZSBzdGVhZHkgZWZmb3J0cyBhbmQgCnByb3ZpZGUgc3RyZW5ndGggZm9yIHRoZSBndWlsZC4=,,,,,W1NhaG1zdW5nXQpTZW1wcmUgc2UgZGVkaXF1ZSDDoCBndWlsZGEuCkVzc2Ugw6kgdW0gZW1wcmVlbmRpbWVudG8gcXVlIHZhbGUgYSBwZW5hCnBhcmEgbWVsaG9yYXIgYSBzaSBtZXNtbyBlIHRhbWLDqW0gYSBndWlsZGEuClBvciBmYXZvciwgZmHDp2EgZXNmb3LDp29zIGNvbnN0YW50ZXMgZSAKZSBmb3JuZcOnYSBmb3LDp2EgcGFyYSBhIGd1aWxkYS4=,,W1NhaG1zdW5nXQogRGVkw61jYXRlIHNpZW1wcmUgYWwgZ3JlbWlvLgogRXMgdW4gZXNmdWVyem8gcXVlIG1lcmVjZSBsYSBwZW5hCiBwYXJhIG1lam9yYXJzZSBhIHPDrSBtaXNtbyB5IGFsIGdyZW1pby4KIFBvciBmYXZvciwgaGFnYSBlc2Z1ZXJ6b3MgY29uc3RhbnRlcyB5IAogeSBkYXIgZnVlcnphIGFsIGdyZW1pby4=
TGRQAw,,W1NhaG1zdW5nXQpJIGd1ZXNzCnlvdSBkb24ndCBuZWVkIG1lIGFueSBsb25nZXI=,,,,,W1NhaG1zdW5nXQpBY2hvIHF1ZQp2b2PDqiBuw6NvIHByZWNpc2EgbWFpcyBkZSBtaW0=,,W1NhaG1zdW5nXQogQ3JlbyBxdWUKIHlhIG5vIG1lIG5lY2VzaXRhcw==
TWRQAw,,W1NhaG1zdW5nXQpZb3UgZG9uJ3QgbmVlZCB0aGUKU3Bpcml0IG9mIENvbWJpbmF0aW9uLgpQbGVhc2UgZ2l2ZSBpdCB0byBhbiBBc3Nhc3Npbi4KR290IGl0Pw==,,,,,W1NhaG1zdW5nXQpWb2PDqiBuw6NvIHByZWNpc2EgZG8KRXNww61yaXRvIGRlIENvbWJpbmHDp8Ojby4KUG9yIGZhdm9yLCBlbnRyZWd1ZS1vIGEgdW0gTWVyY2Vuw6FyaW8uCkVudGVuZGV1Pw==,,W1NhaG1zdW5nXQogTm8gbmVjZXNpdGFzCiBFc3DDrXJpdHUgZGUgY29tYmluYWNpw7NuLgogUG9yIGZhdm9yLCBkw6FzZWxvIGEgdW4gTWVyY2VuYXJpby4KIMK/RW50ZW5kaWRvPw==
TmRQAw,,W1NhaG1zdW5nXQpBbGwgZ3VpbGQgbWVtYmVycyB3aWxsIHJlbWVtYmVyCnlvdSBwbGF5aW5nIG11c2ljYWwgaW5zdHJ1bWVudHMKYW5kIHJlY2l0aW5nIHBvZW1zCnRvIHRoZW0uClBsZWFzZSBtYWtlIHN0ZWFkeSBlZmZvcnRzIGFuZCAKcHJvdmlkZSBzdHJlbmd0aCBmb3IgdGhlIGd1aWxkLg==,,,,,W1NhaG1zdW5nXQpUb2RvcyBvcyBtZW1icm9zIGRhIGd1aWxkYSBzZSBsZW1icmFyw6NvIGRlCmRlIHZvY8OqIHRvY2FuZG8gaW5zdHJ1bWVudG9zIG11c2ljYWlzCmUgcmVjaXRhbmRvIHBvZW1hcwpwYXJhIGVsZXMuClBvciBmYXZvciwgZXNmb3JjZS1zZSBjb20gZmlybWV6YSBlIAplIGZvcm5lw6dhIGZvcsOnYSBwYXJhIGEgZ3VpbGRhLg==,,W1NhaG1zdW5nXQogVG9kb3MgbG9zIG1pZW1icm9zIGRlbCBncmVtaW8gcmVjb3JkYXLDoW4KIGRlIHVzdGVkIHRvY2FuZG8gaW5zdHJ1bWVudG9zIG11c2ljYWxlcwogeSByZWNpdGFuZG8gcG9lbWFzCiBwYXJhIGVsbG9zLgogUG9yIGZhdm9yLCBoYWdhIHVuIGVzZnVlcnpvIGZpcm1lIHkgCiB5IGRhciBmdWVyemEgYWwgZ3JlbWlvLg==
T2RQAw,,W1NhaG1zdW5nXQpZb3VyIGdyYWNlZnVsIG1vdmVtZW50cyBhbmQgYmVhdXRpZnVsIHZvaWNlLAp3aWxsIGJvb3N0IHRoZSBtb3JhbGUgb2YgZ3VpbGQgbWVtYmVycy4KRXZlbiB0byB0aGUgcG9pbnQgd2hlcmUgeW91IG1ha2UgaGVhcnRzCl5GRjAwMDBmbHV0dGVyXjAwMDAwMC4KWW91IGFyZSB0aGUgZmxvd2VyIG9mIG91ciBndWlsZC4=,,,,,W1NhaG1zdW5nXQpTZXVzIG1vdmltZW50b3MgZ3JhY2lvc29zIGUgc3VhIGJlbGEgdm96LAplbGV2YW0gbyBtb3JhbCBkb3MgbWVtYnJvcyBkYSBndWlsZGEuCkF0w6kgbyBwb250byBlbSBxdWUgdm9jw6ogZmF6IG9zIGNvcmHDp8O1ZXMKXkZGMDAwMHZpYnJhcmVtXjAwMDAwMC4KVm9jw6ogw6kgYSBmbG9yIGRhIG5vc3NhIGd1aWxkYS4=,,W1NhaG1zdW5nXQogU3VzIGVsZWdhbnRlcyBtb3ZpbWllbnRvcyB5IHN1IGhlcm1vc2Egdm96LAogZWxldmFyIGxhIG1vcmFsIGRlIGxvcyBtaWVtYnJvcyBkZWwgZ3JlbWlvLgogSGFzdGEgZWwgcHVudG8gZGUgaGFjZXIgY29yYXpvbmVzCiBeRkYwMDAwdmlicmFyXjAwMDAwMC4KIEVyZXMgbGEgZmxvciBkZSBudWVzdHJvIGdyZW1pby4=
UGRQAw,,W1NhaG1zdW5nXQpQbGVhc2UgbWFrZSBzdGVhZHkgZWZmb3J0cyBhbmQgCnByb3ZpZGUgc3RyZW5ndGggZm9yIHRoZSBndWlsZC4KSSBndWVzcwp5b3UgZG9uJ3QgbmVlZCBtZSBhbnkgbG9uZ2Vy,,,,,W1NhaG1zdW5nXQpQb3IgZmF2b3IsIGZhw6dhIGVzZm9yw6dvcyBjb25zdGFudGVzIGUgCmUgZm9ybmXDp2EgZm9yw6dhIHBhcmEgYSBndWlsZGEuCkFjaG8gcXVlCnZvY8OqIG7Do28gcHJlY2lzYSBtYWlzIGRlIG1pbQ==,,W1NhaG1zdW5nXQogUG9yIGZhdm9yLCBoYWdhIGVzZnVlcnpvcyBjb25zdGFudGVzIHkgCiB5IGRhciBmdWVyemEgYWwgZ3JlbWlvLgogQ3JlbyBxdWUKIHlhIG5vIG1lIG5lY2VzaXRhcw==
UWRQAw,,W1NhaG1zdW5nXQpZb3UgZG9uJ3QgbmVlZCB0aGUKU3Bpcml0IG9mIFNvbGlkYXJpdHkKUGxlYXNlIGdpdmUgaXQgdG8gYSBXaXphcmQuCkdvdCBpdD8=,,,,,W1NhaG1zdW5nXQpWb2PDqiBuw6NvIHByZWNpc2EgZG8KRXNww61yaXRvIGRlIFNvbGlkYXJpZWRhZGUKUG9yIGZhdm9yLCBkw6otbyBhIHVtIE1hZ28uCkVudGVuZGV1Pw==,,W1NhaG1zdW5nXQogTm8gbmVjZXNpdGFzCiBFc3DDrXJpdHUgZGUgc29saWRhcmlkYWQKIFBvciBmYXZvciwgZMOhc2VsbyBhIHVuIG1hZ28uCiDCv0VudGVuZGlkbz8=
UmRQAw,,W1NhaG1zdW5nXQpJIGd1ZXNzCnlvdSBkb24ndCBuZWVkIG1lIGFueSBsb25nZXIKWW91IHNob3VsZCBmaW5kIG91dCAKd2hldGhlciBhbnlvbmUgc2VydmVzIGFzIGFuIG9ic3RydWN0aW9uIHRvIHRoZSBndWlsZC4KSWYgdGhlcmUgaXMgc29tZWJvZHkgd2hvIGJsb2NrcyBvdXIgd2F5Li4uCl44QzE3MTd5b3UgYmV0dGVyIHRha2UgYWN0aW9uIHdpdGhvdXQgaGVzaXRhdGlvbi5eMDAwMDAw,,,,,W1NhaG1zdW5nXQpBY2hvIHF1ZQp2b2PDqiBuw6NvIHByZWNpc2EgbWFpcyBkZSBtaW0KVm9jw6ogZGV2ZSBkZXNjb2JyaXIgCnNlIGFsZ3XDqW0gZXN0w6Egb2JzdHJ1aW5kbyBvIGNhbWluaG8gZGEgZ3VpbGRhLgpTZSBob3V2ZXIgYWxndcOpbSBxdWUgZXN0ZWphIGJsb3F1ZWFuZG8gbm9zc28gY2FtaW5oby4uLgpeOEMxNzE3w6kgbWVsaG9yIHZvY8OqIGFnaXIgc2VtIGhlc2l0YXIuXjAwMDAwMA==,,W1NhaG1zdW5nXQogQ3JlbyBxdWUKIHlhIG5vIG1lIG5lY2VzaXRhcwogRGViZXLDrWFzIGF2ZXJpZ3VhciAKIHNpIGFsZ3VpZW4gb2JzdHJ1eWUgZWwgY2FtaW5vIGRlbCBncmVtaW8uCiBTaSBoYXkgYWxndWllbiBibG9xdWVhbmRvIG51ZXN0cm8gY2FtaW5vLi4uCiBeOEMxNzE3c2Vyw6EgbWVqb3IgcXVlIGFjdMO6ZXMgc2luIHZhY2lsYXIuXjAwMDAwMA==
U2RQAw,,W1NhaG1zdW5nXQpZb3UgZG9uJ3QgbmVlZCB0aGUKU3Bpcml0IG9mIEZyaWVuZHNoaXAuClBsZWFzZSBnaXZlIGl0IHRvIE1hc3Rlci4KR290IGl0Pw==,,,,,W1NhaG1zdW5nXQpWb2PDqiBuw6NvIHByZWNpc2EgZG8KRXNww61yaXRvIGRlIEFtaXphZGUuClBvciBmYXZvciwgZW50cmVndWUtbyBhbyBNZXN0cmUuCkVudGVuZGV1Pw==,,W1NhaG1zdW5nXQogTm8gbmVjZXNpdGFzCiBFc3DDrXJpdHUgZGUgYW1pc3RhZC4KIFBvciBmYXZvciwgZW50csOpZ3VlbG8gYWwgTWFlc3Ryby4KIMK/RW50ZW5kaWRvPw==
VGRQAw,,W1NhaG1zdW5nXQpJIHNlZSB5b3UgdHJ5aW5nIHRvIGhlbHAgdGhlIGd1aWxkCmFsbCB0aGUgdGltZS4KSG9wZWZ1bGx5IHlvdSB3aWxsIGFsc28gaGVscCBvdXQKaW4gdGltZXMgb2YgdHJvdWJsZS4KUGxlYXNlIG1ha2Ugc3RlYWR5IGVmZm9ydHMgYW5kIGJlIHN0cm9uZyBmb3IgdGhlIGd1aWxkLiA=,,,,,W1NhaG1zdW5nXQpFdSBvIHZlam8gdGVudGFuZG8gYWp1ZGFyIGEgZ3VpbGRhCm8gdGVtcG8gdG9kby4KRXNwZXJvIHF1ZSB2b2PDqiB0YW1iw6ltIGFqdWRlCmVtIG1vbWVudG9zIGRlIGRpZmljdWxkYWRlLgpQb3IgZmF2b3IsIGZhw6dhIGVzZm9yw6dvcyBjb25zdGFudGVzIGUgc2VqYSBmb3J0ZSBwYXJhIGEgZ3VpbGRhLg==,,W1NhaG1zdW5nXQogTG8gdmVvIHRyYXRhbmRvIGRlIGF5dWRhciBhbCBncmVtaW8KIHRvZG8gZWwgdGllbXBvLgogRXNwZXJvIHF1ZSB0w7ogdGFtYmnDqW4gYXl1ZGVzCiBlbiB0aWVtcG9zIGRpZsOtY2lsZXMuCiBQb3IgZmF2b3IsIGVzZm9yemFvcyBjb25zdGFudGVtZW50ZSB5IHNlZCBmdWVydGVzIHBvciBlbCBncmVtaW8u
