ALoQDQ,,QWhpcg==,,,,,QWhpcg==,,QWhpcg==
yLoQDQ,,W0FoYWJdCldobyBpcyB0aGUgc3VwZXJpb3IsIHlvdSBhc2s/IFdoeSwgbmF0dXJhbGx5LCBpdCBpcyB0aGlzIGVsZGVyIEFoYWIuCldoeSwgSSBhbSBzb21lb25lIHdobyBldmVuIGF0dGVuZHMgdGhlIG1lZXRpbmdzIHdoZXJlIGFsbCB2aWxsYWdlIG1hdHRlcnMgYXJlIGRlY2lkZWQu,,,,,W0FoYWJdClBlc3NvYSBzdXBlcmlvciwgcXVlbT8gT3JhLCBuYXR1cmFsbWVudGUsIGVzdGUgdmVuZXLDoXZlbCBBaGFiLgpFc3RvdSBmYWxhbmRvIGRlIG1pbSwgcXVlIHNvdSBhbGd1w6ltIHF1ZSBhdMOpIHBhcnRpY2lwYSBkYXMgcmV1bmnDtWVzIG9uZGUgc2UgZGVjaWRlbSB0b2RvcyBvcyBhc3N1bnRvcyBkYSB2aWxhLg==,,W0FoYWJdCsK/UXVlIHF1acOpbiBlcyBlbCBzdXBlcmlvcj8gUHVlcyBuYXR1cmFsbWVudGUgZXN0ZSBzZcOxb3IgQWhhYi4KRXN0b3kgaGFibGFuZG8gZGUgYWxndWllbiBxdWUgaGFzdGEgYXNpc3RlIGEgbGEgcmV1bmnDs24gZG9uZGUgc2UgZGVjaWRlIHRvZG8gbG8gZGVsIHB1ZWJsby4=
yboQDQ,,W0FoYWJdCkhleSwgd2hhdCBpcyB0aGlzLiBBIGZhY2UgSSBoYXZlIG5vdCBzZWVuIGJlZm9yZS4gWW91IGFyZSBvbmUgb2YgdGhlIHJlc2lkZW50cyBoZXJlLCB5ZXM/CkhlaCBoZWggaGVoLiBOYXR1cmFsbHksIGl0IGlzIGRpZmZpY3VsdCBmb3IgYSBzdXBlcmlvciB0byByZW1lbWJlciBhbGwgb2YgaGlzIGluZmVyaW9ycy4gWW91IHVuZGVyc3RhbmQgdGhhdCwgSSB0cnVzdC4=,,,,,W0FoYWJdCk9yYSwgbyBxdWUgdGVtb3MgYXF1aT8gVW0gcm9zdG8gcXVlIG7Do28gY29uaGXDp28uIMOJIG1vcmFkb3IgZGFxdWk/CkhhaGFow6EuIMOJIG5hdHVyYWwgcXVlIHVtYSBwZXNzb2Egc3VwZXJpb3IgdGVuaGEgZGlmaWN1bGRhZGUgcGFyYSBsZW1icmFyIGRlIHRvZG9zIG9zIHNldXMgaW5mZXJpb3Jlcy4gVm9jw6ogZW50ZW5kZSwgbsOjbyDDqT8=,,W0FoYWJdCkVoLCDCv3F1w6kgcGFzYT8gTm8gdGUgaGFiw61hIHZpc3RvIGFudGVzLiDCv0VyZXMgZGUgYXF1w60/CkpvLCBqbywgam8uIFlhIHNhYmVzLCBhIHVuIHN1cGVyaW9yIGxlIGN1ZXN0YSByZWNvcmRhciBhIHRvZG9zIGxvcyBkZSBhYmFqby4gQ29tcHLDqW5kZWxvLg==
yroQDQ,,W0FoYWJdClJpZ2h0IHRoZW4sIHNpbmNlIHlvdSBhcmUgaGVyZSwgcnVuIGFuIGVycmFuZCBmb3IgbWUuCkl0IGlzIG5vdGhpbmcgZGlmZmljdWx0LiBBIHNpbXBsZSB0YXNrIGV2ZW4gYSBmb29sIGNvdWxkIGRvLg==,,,,,W0FoYWJdCkrDoSBxdWUgdmVpbywgZmHDp2EgdW0gc2VydmljaW5obyBwYXJhIG1pbS4KTsOjbyDDqSBuYWRhIGRpZsOtY2lsLiDDiSB1bSBzZXJ2acOnbyBzaW1wbGVzIHF1ZSBhdMOpIHVtIHRvbG8gY29uc2VndWUgZmF6ZXIu,,W0FoYWJdCkJ1ZW5vLCB5YSBxdWUgaGFzIHZlbmlkbywgaGF6bWUgdW4gdHJhYmFqaXRvLgpObyBlcyBuYWRhIGRpZsOtY2lsLiBVbmEgdGFyZWEgc2VuY2lsbGEgcXVlIGhhc3RhIHVuIHRvbnRvIHBvZHLDrWEgaGFjZXIu
y7oQDQ,,W0FoYWJdCkZvciBzb21lb25lIGxpa2UgbWUgdG8gZG8gc3VjaCBhIHRoaW5nLCB5b3Ugc2VlLCB0aGUgdmFsdWUgb2YgYSBwZXJzb24ncyBhdmFpbGFibGUgdGltZSBkaWZmZXJzIGZyb20gb25lIHRvIGFub3RoZXIuCk5hdHVyYWxseSwgbWluZSBpcyBleHBlbnNpdmUuIEhhaGFoYSE=,,,,,W0FoYWJdClBhcmEgYWxndcOpbSBjb21vIGV1IGZhemVyIHVtYSBjb2lzYSBkZXNzYXMsIHZlamEgYmVtLCBvIHZhbG9yIGRvIHRlbXBvIGRpc3BvbsOtdmVsIHZhcmlhIGRlIHBlc3NvYSBwYXJhIHBlc3NvYS4KQ2xhcm8gcXVlIG8gbWV1IHZhbGUgbXVpdG8uIEhhaGFow6Eh,,W0FoYWJdCkVzIHF1ZSB1bmEgcGVyc29uYSBjb21vIHlvIHRpZW5lIHVuIHZhbG9yIGRpc3RpbnRvIGRlbCB0aWVtcG8gZGlzcG9uaWJsZSBkZSBjYWRhIHVuby4KUG9yIHN1cHVlc3RvLCBlbCBtw61vIHZhbGUgbcOhcy4gwqFKYSwgamEsIGphIQ==
zLoQDQ,,SSB3aWxsIHJ1biB0aGUgZXJyYW5kIGZvciB5b3Uu,,,,,Vm91IGZhemVyIG8gc2VydmnDp28u,,SGFyw6kgZWwgdHJhYmFqby4=
zboQDQ,,SSBhbSBub3QgaGVyZSB0byBkbyB0aGF0IHNvcnQgb2YgdGhpbmcu,,,,,TsOjbyB2aW0gYXF1aSBwYXJhIGlzc28u,,Tm8gaGUgdmVuaWRvIHBhcmEgZXNvLg==
zroQDQ,,W0FoYWJdCk15LCBob3cgdmVyeSBvYmVkaX5lbnQuIEdvb2QuClllcy4gWW91bmcgcGVvcGxlIG91Z2h0IHRvIGhhdmUgc29tZSBvYmVkaWVuY2UgYWJvdXQgdGhlbS4=,,,,,W0FoYWJdCk9yYSwgcXVlIG9iZWRpZW50ZSEgT2JlZGllbnRlLCBpc3NvIMOpIGJvbS4KU2ltLiBVbWEgcGVzc29hIGpvdmVtIHByZWNpc2EgdGVyIHVtIHBvdWNvIGRlc3NhIGRvY2lsaWRhZGUu,,W0FoYWJdCkF5LCBxdcOpIGJpZW4sIMKhdGFuIG9iZWRpZW50ZSEuCkVzbyBlcy4gTGEgZ2VudGUgam92ZW4gdGllbmUgcXVlIHRlbmVyIHVuIHBvY28gZGUgZG9jaWxpZGFkLg==
z7oQDQ,,W0FoYWJdCldoYXQ/IFRoYXQgc29ydCBvZiB0aGluZz8gQXJlIHRoZSB0YXNrcyBJIGdpdmUgbWVyZWx5IHRoYXQgc29ydCBvZiB0aGluZz8KV2VsbCwgd2VsbCwgaG93IGNhbiBhIHlvdW5nIHBlcnNvbiBiZSBzbyBpbGwtbWFubmVyZWQgYW5kIGxhY2tpbmcgaW4gY291cnRlc3kuLi4uLi4=,,,,,W0FoYWJdCk8gcXXDqj8gSXNzbz8gTyB0cmFiYWxobyBxdWUgZXUgbWFuZG8gZmF6ZXIgw6kgaXNzbz8KT3JhLCB2ZWphbSBzw7MgY29tbyB1bSBqb3ZlbSBwb2RlIHNlciB0w6NvIG1hbGNyaWFkbyBlIHNlbSBlZHVjYcOnw6NvLi4uLi4u,,W0FoYWJdCsK/Q8OzbW8/IMK/RXNvPyDCv0VzbyBlcyBsbyBxdWUgbGxhbWFzIGEgbG8gcXVlIHlvIHRlIG1hbmRvIGhhY2VyPwpWYXlhLCB2YXlhLCBjw7NtbyBwdWVkZSBzZXIgcXVlIHVuYSBwZXJzb25hIGpvdmVuIHNlYSB0YW4gbWFsZWR1Y2FkYSB5IHRhbiBmYWx0YSBkZSBtb2RhbGVzLi4uLi4uLg==
0LoQDQ,,W0FoYWJdCllvdSBhcmUganVzdCBsaWtlIGEgd2lja2VkIEZpcmV3aW5kIEtpdGUsIGFsd2F5cyB3YXRjaGluZyBmb3IgYSBjaGFuY2UgdG8gc2V0IHRoZSByb29mIG9uIGZpcmUsIHRydWx5IQpJZiBhIHBlcnNvbiwgeWVzLCB1c2VzIHRoZWlyIGhlYXJ0IHNvIGNydWVsbHksIHRoZXkgd2lsbCBiZSBwdW5pc2hlZCBsYXRlci4=,,,,,W0FoYWJdClZvY8OqIMOpIGlndWFsemluaG8gYSB1bSBHYXZpw6NvIEFyZGVudGUsIHNlbXByZSDDoCBlc3ByZWl0YSBwYXJhIHDDtHIgZm9nbyBubyB0ZWxoYWRvLCBleGF0YW1lbnRlIGFzc2ltIQpTZSBhbGd1w6ltIHVzYSBvIGNvcmHDp8OjbyBkZSBtYW5laXJhIHTDo28gbcOhLCBkZXBvaXMgYWNhYmEgc2VuZG8gcHVuaWRvLg==,,W0FoYWJdCsKhRXJlcyBpZ3VhbCBxdWUgdW4gSGFsY8OzbiBBcmRpZW50ZSBtYWxpZ25vLCBhY2VjaGFuZG8gZW4gdG9kbyBtb21lbnRvIGxhIG9wb3J0dW5pZGFkIGRlIHByZW5kZXJsZSBmdWVnbyBhbCB0ZWphZG8hClNpIHVuYSBwZXJzb25hIHVzYSBhc8OtIGVsIGNvcmF6w7NuLCBtbW0sIGNvbiB0YW50YSBtYWxkYWQsIGx1ZWdvIGFjYWJhIHJlY2liaWVuZG8gY2FzdGlnby4=
0boQDQ,,W0FoYWJdClB1bmlzaGVkIGJ5IGhlYXZlbiwgYnkgaGVhdmVuIGl0c2VsZiEgVGhpcyB3aWxsIG5vdCBkbywgaWYgeW91IGhhdmUgbm8gbWFubmVycyBhbmQgZG8gbm90IGtub3cgaG93IHRvIHJlc3BlY3QgeW91ciBlbGRlcnMuClNvIHJ1biB0aGUgZXJyYW5kISBXaGVyZSBkbyB5b3UgdGhpbmsgeW91IGFyZSBydW5uaW5nIG9mZiB0byE=,,,,,W0FoYWJdClZhaSByZWNlYmVyIGNhc3RpZ28gZGl2aW5vLCBjYXN0aWdvIGRpdmlubyEgTsOjbyBwb2RlIHNlciBhc3NpbSwgc2VtIGVkdWNhw6fDo28gZSBzZW0gc2FiZXIgcmVzcGVpdGFyIG9zIG1haXMgdmVsaG9zLgpQb3IgaXNzbywgdsOhIGZhemVyIG8gc2VydmljaW5obyEgQW9uZGUgcGVuc2EgcXVlIHZhaSBmdWdpciBhc3NpbT8=,,W0FoYWJdCsKhVGUgY2FlcsOhIHVuIGNhc3RpZ28gZGVsIGNpZWxvLCB1biBjYXN0aWdvIGRlbCBjaWVsbyEgTm8gcHVlZGUgc2VyIHF1ZSBubyB0ZW5nYXMgZWR1Y2FjacOzbiBuaSBzZXBhcyByZXNwZXRhciBhIHR1cyBtYXlvcmVzLgrCoUFzw60gcXVlIGhheiBlbCByZWNhZG8hIMK/QSBkw7NuZGUgY3JlZXMgcXVlIHZhcyBhIGVzY2FwYXJ0ZT8=
0roQDQ,,W0FoYWJdCkFzIGl0IGhhcHBlbnMsIHRoZXJlIGlzIGEgZGVsaWNpb3VzIHNhdWNlIEkgYWJzb2x1dGVseSBtdXN0IGhhdmUgd2l0aCBteSBtZWFscy4KV2l0aG91dCBpdCwgZXZlbiB3aGVuIEkgZWF0LCBpdCBuZXZlciBmZWVscyBhcyB0aG91Z2ggSSB0cnVseSBoYXZlLg==,,,,,W0FoYWJdCsOJIHF1ZSBow6EgdW0gbW9saG8gZGVsaWNpb3NvIHF1ZSBldSBwcmVjaXNvIGNvbWVyIGp1bnRvIGNvbSBhIHJlZmVpw6fDo28uClNlbSBlbGUsIG1lc21vIHF1ZSBldSBjb21hLCBwYXJlY2UgcXVlIG7Do28gY29taSBkaXJlaXRvLi4uLi4u,,W0FoYWJdClZlcsOhcywgcmVzdWx0YSBxdWUgaGF5IHVuYSBzYWxzYSBkZWxpY2lvc2EgcXVlIHNpZW1wcmUgdGVuZ28gcXVlIHRvbWFyIGNvbiBsYSBjb21pZGEuClNpIG5vIGxhIHRlbmdvLCBhdW5xdWUgY29tYSwgc2llbnRvIHF1ZSBubyBoZSBjb21pZG8gZGUgdmVyZGFkLi4uLi4u
07oQDQ,,W0FoYWJdClNvLCBnbyB0byBSYWNoZWwgYW5kIGJ1eSBtZSBzb21lIG9mIHRoYXQgc2F1Y2UuCklmIHlvdSBnbyB0byBNZXJub21hdCBhbmQgYXNrIGZvciBPaWd1cnQgU2F1Y2UsIHRoZXkgd2lsbCBrbm93IHdoYXQgeW91IG1lYW4u,,,,,W0FoYWJdClBvcnRhbnRvLCB2w6EgYXTDqSBSYWNoZWwgZSBjb21wcmUgdW0gcG91Y28gZGVzc2UgbW9saG8gcGFyYSBtaW0uClNlIGRpc3NlcmVtIE1vbGhvIE9pZ3VydCBlbSBNZXJub21hdCwgdsOjbyBlbnRlbmRlci4=,,W0FoYWJdCkFzw60gcXVlIHZlIGEgUmFjaGVsIHkgY8OzbXByYW1lIHVuIHBvY28gZGUgc2Fsc2EuClNpIHZhcyBhIE1lcm5vbWF0IHkgcGlkZXMgc2Fsc2EgZGUgT2lndXIgY29uIHBlcGlubywgc2FicsOhbiBhIHF1w6kgdGUgcmVmaWVyZXMu
1LoQDQ,,W0FoYWJdCklmIGl0IGlzIG5vdCBlYXRlbiBxdWlja2x5LCBpdCB3aWxsIHNwb2lsLCBzbyBnbyB0byA8TkFWST5bTWVybm9tYXRdPElORk8+cmFjaGVsLDEzNSw2NCwwLDEwMSwwPC9JTkZPPjwvTkFWST4gYW5kIGJ1eSBleGFjdGx5IG9uZSBib3R0bGUuCkZyZXNoIGlzIHdoYXQgbWFrZXMgaXQgdGFzdGUgZ29vZCwgeW91IHNlZS4=,,,,,W0FoYWJdClNlIG7Do28gY29tZXIgbG9nbywgZXN0cmFnYSwgZW50w6NvIHbDoSBhIDxOQVZJPltNZXJub21hdF08SU5GTz5yYWNoZWwsMTM1LDY0LDAsMTAxLDA8L0lORk8+PC9OQVZJPiBlIHRyYWdhIGV4YXRhbWVudGUgdW1hIGdhcnJhZmEuClRlbSBxdWUgc2VyIGZyZXNjbyBwYXJhIHRlciBzYWJvci4=,,W0FoYWJdCkNvbW8gc2UgZXN0cm9wZWEgc2kgbm8gc2UgdG9tYSBwcm9udG8sIHZlIGEgPE5BVkk+W01lcm5vbWF0XTxJTkZPPnJhY2hlbCwxMzUsNjQsMCwxMDEsMDwvSU5GTz48L05BVkk+IHkgY8OzbXByYW1lIHVuYSBzb2xhIGJvdGVsbGEuCkVzdMOhIHJpY2Egc29sbyBzaSBzZSB0b21hIGZyZXNjYS4=
1boQDQ,,W0FoYWJdCldoeSBhcmUgeW91IG5vdCBnb2luZyBhbHJlYWR5ISBEbyBteSB3b3JkcyBub3Qgc291bmQgbGlrZSB3b3JkcyB0byB5b3U/Ckdvb2QgZ3JpZWYsIHRydWx5LCB0aGUgeW91bmcgb25lcyBoZXJlIGhhdmUgbGVhcm5lZCBub3RoaW5nIGF0IGFsbC4=,,,,,W0FoYWJdClBvciBxdWUgYWluZGEgZXN0w6EgYcOtPyBNaW5oYSBwYWxhdnJhIG7Do28gdmFsZSBuYWRhPwpBaSwgc2luY2VyYW1lbnRlLCBlc3NlcyBqb3ZlbnMgZGFxdWkgcmVhbG1lbnRlIG7Do28gc2FiZW0gc2UgY29tcG9ydGFyLg==,,W0FoYWJdCsK/QSBxdcOpIGVzcGVyYXMgcGFyYSBpcj8gwr9FcyBxdWUgbWlzIHBhbGFicmFzIG5vIHRlIHBhcmVjZW4gcGFsYWJyYXM/CkF5LCBkZSB2ZXJkYWQsIGxvcyBqw7N2ZW5lcyBkZSBhcXXDrSBubyBoYW4gYXByZW5kaWRvIG5hZGEu
1roQDQ,,W0FoYWJdCkdvIGF0IG9uY2UgdG8gPE5BVkk+W01lcm5vbWF0XTxJTkZPPnJhY2hlbCwxMzUsNjQsMCwxMDEsMDwvSU5GTz48L05BVkk+IGFuZCBidXkgT2lndXJ0IFNhdWNlLCBJIHNheSEKV2hhdCwgZG8gSSBoYXZlIHRvIGdpdmUgeW91IG1vbmV5IHRvbz8gSHVycnkgdXAgYW5kIGdvIQ==,,,,,W0FoYWJdClbDoSBsb2dvIGF0w6kgPE5BVkk+W01lcm5vbWF0XTxJTkZPPnJhY2hlbCwxMzUsNjQsMCwxMDEsMDwvSU5GTz48L05BVkk+IGNvbXByYXIgTW9saG8gT2lndXJ0IQpPIHF1w6osIGV1IGFpbmRhIHRlbmhvIHF1ZSB0ZSBkYXIgZGluaGVpcm8/IFbDoSBlIHZvbHRlIGxvZ28h,,W0FoYWJdCsKhVmUgZW5zZWd1aWRhIGEgPE5BVkk+W01lcm5vbWF0XTxJTkZPPnJhY2hlbCwxMzUsNjQsMCwxMDEsMDwvSU5GTz48L05BVkk+IHkgY29tcHJhIFNhbHNhIGRlIE9pZ3VyIQrCv1F1w6kgcGFzYSwgcXVlIHRhbWJpw6luIHRlbmdvIHF1ZSBkYXJ0ZSBkaW5lcm8/IMKhRGF0ZSBwcmlzYSB5IHZ1ZWx2ZSE=
17oQDQ,,W0FoYWJdCk9oLCBkaWQgeW91IGJ1eSB0aGUgT2lndXJ0IFNhdWNlPyBMZXQgbWUgc2VlLgpZZXMsIHlvdSBib3VnaHQgdGhlIGNvcnJlY3Qgb25lLg==,,,,,W0FoYWJdCk9oLCBlbnTDo28gdHJvdXhlIE1vbGhvIE9pZ3VydD8gRGVpeGUtbWUgdmVyLgpWb2PDqiBjb21wcm91IGNvcnJldGFtZW50ZS4=,,W0FoYWJdCk9oLCDCv2hhcyB0cmHDrWRvIFNhbHNhIGRlIE9pZ3VyPyBBIHZlci4KU8OtLCBsYSBoYXMgY29tcHJhZG8gYmllbi4=
2LoQDQ,,W0FoYWJdClRoZW4gbGV0IG1lIGhhdmUgbXkgbWVhbC4KSSBoYXZlIG5vdCBoYWQgYSBwcm9wZXIgbWVhbCBpbiB0aGlzIHVuZmFtaWxpYXIgcGxhY2UgZm9yIHF1aXRlIHNvbWUgdGltZSwgc28gSSBoYXZlIGJlZW4gdGVycmlibHkgaHVuZ3J5Lg==,,,,,W0FoYWJdCkVudMOjbywgcXVlIHRhbCBldSBmaW5hbG1lbnRlIGZhemVyIGEgcmVmZWnDp8Ojbz8KTmVzc2UgbHVnYXIgZXN0cmFuaG8sIGF0w6kgYWdvcmEgZXUgbsOjbyBjb25zZWd1aSBmYXplciB1bWEgcmVmZWnDp8OjbyBkZWNlbnRlLCBlbnTDo28gZXN0b3UgY29tIG11aXRhIGZvbWUu,,W0FoYWJdCkVudG9uY2VzLCDCv3F1w6kgdGFsIHNpIG1lIHBvbmdvIGEgY29tZXI/CkxsZXZvIHRhbnRvIHRpZW1wbyBzaW4gcG9kZXIgY29tZXIgY29tbyBlcyBkZWJpZG8gZW4gZXN0ZSBzaXRpbyB0YW4gYWplbm8gcXVlIGVzdG95IG11ZXJ0byBkZSBoYW1icmUu
2boQDQ,,QmVmb3JlIHRoYXQsIGxldCB1cyB0YWxrIGEgYml0Li4uLi4u,,,,,QW50ZXMgZGlzc28sIHByZWNpc28gY29udmVyc2FyLi4uLi4u,,QW50ZXMgZGUgZXNvLCBxdWVyw61hIGhhYmxhciBjb24gdXN0ZWQuLi4uLi4=
2roQDQ,,W0FoYWJdCk9oLCB5b3UgcnVkZSB5b3VuZyB0aGluZyB3aXRoIG5vIG1hbm5lcnMhCldoZW4gYW4gZWxkZXIgaXMgZWF0aW5nLCB5b3Ugc2hvdWxkIHdhaXQgcG9saXRlbHkgdW50aWwgaGUgaXMgZmluaXNoZWQh,,,,,W0FoYWJdCk9yYSBlc3NhLCBzZXUgam92ZW0gc2VtIGVkdWNhw6fDo28hClNlIHVtIGFuY2nDo28gdmFpIGZhemVyIGEgcmVmZWnDp8Ojbywgdm9jw6ogZGV2ZSBlc3BlcmFyIHJlc3BlaXRvc2FtZW50ZSBhdMOpIGVsZSB0ZXJtaW5hciE=,,W0FoYWJdCsKhQXksIGF5LCBheSwgcXXDqSBqb3ZlbiBtw6FzIG1hbGVkdWNhZG8hClNpIHVuIG1heW9yIHZhIGEgY29tZXIsIMKhaGF5IHF1ZSBlc3BlcmFyIGVkdWNhZGFtZW50ZSBoYXN0YSBxdWUgdGVybWluZSE=
27oQDQ,,W0FoYWJdCkJhY2sgaW4gUmFjaGVsLCBpZiBzb21lb25lIGxpa2UgeW91IGV4aXN0ZWQsIGV2ZXJ5b25lIHdvdWxkIHBvaW50IGFuZCBzYXkgeW91IHdlcmUgbm90IHByb3Blcmx5IHJhaXNlZCE=,,,,,W0FoYWJdClNlIGhvdXZlc3NlIHVtIHN1amVpdG8gY29tbyB2b2PDqiBlbSBSYWNoZWwsIHRvZG8gbXVuZG8gYXBvbnRhcmlhIGUgZGlyaWEgcXVlIG7Do28gdGV2ZSBlZHVjYcOnw6NvIQ==,,W0FoYWJdCsKhRW4gUmFjaGVsLCBzaSBodWJpZXJhIGhhYmlkbyB1biB0aXBvIGNvbW8gdMO6LCB0b2RvcyBoYWJyw61hbiBzZcOxYWxhZG8gY29uIGVsIGRlZG8gZGljaWVuZG8gcXVlIG5vIHRlbsOtYSBlZHVjYWNpw7NuIQ==
3LoQDQ,,SXQgaXMgYWJvdXQgTXIuIEFoYWIncyBtYW5uZXJzLg==,,,,,w4kgc29icmUgYSBlZHVjYcOnw6NvIGRvIFNyLiBBaGFiLg==,,RXMgc29icmUgbG9zIG1vZGFsZXMgZGVsIHNlw7FvciBBaGFiLg==
3boQDQ,,W0FoYWJdCk1yLiBBaGFiPyBNci4gQWhhYj8gV2h5LCBqdXN0IGJlY2F1c2UgeW91IHJhbiBhIGxpdHRsZSBlcnJhbmQsIG5vdyB5b3UgYXJlIHB1dHRpbmcgb24gYWlycyEKUnVuIHR3byBlcnJhbmRzIGFuZCBuZXh0IHRoaW5nIEkga25vdywgeW91IHdpbGwgYmUgdGhyb3dpbmcgeW91ciBhcm0gYXJvdW5kIG1lIGFuZCBjYWxsaW5nIG1lIHlvdXIgZnJpZW5kIQ==,,,,,W0FoYWJdClNyLiBBaGFiPyBTci4gQWhhYj8gTsOjw6PDo28sIGFnb3JhIHPDsyBwb3JxdWUgZmV6IHVtIHNlcnZpY2luaG8gZXN0w6Egc2UgYWNoYW5kbyEKU2UgZml6ZXIgZG9pcyBzZXJ2acOnb3MsIGRhcXVpIGEgcG91Y28gdmFpIHF1ZXJlciBhbmRhciBkZSBicmHDp28gZGFkbyBlIG1lIGNoYW1hciBkZSBhbWlnbyE=,,W0FoYWJdCsK/RWwgU2XDsW9yIEFoYWI/IMK/RWwgU2XDsW9yIEFoYWLDrcOtw60/IMK/TyBzZWEgcXVlIGFob3JhIHZpZW5lcyBhIGRhcnRlIGFpcmVzIHBvcnF1ZSBtZSBoYXMgaGVjaG8gdW4gc2ltcGxlIHJlY2Fkbz8KwqFTaSBtZSBoYWNlcyBkb3MgcmVjYWRvcyBtw6FzLCBtbW0sIGFjYWJhcsOhcyBlY2jDoW5kb21lIGVsIGJyYXpvIHBvciBlbmNpbWEgeSBoYWNpw6luZG90ZSBtaSBhbWlnbyE=
3roQDQ,,W0FoYWJdCkZpbmUsIGxldCBtZSBoZWFyIHRoZXNlIHByZWNpb3VzIHdvcmRzIG9mIHlvdXJzIQouLi4uLi5JIHdpbGwgbGlzdGVuIHdoaWxlIEkgZWF0IQ==,,,,,W0FoYWJdCk11aXRvIGJlbSwgZW50w6NvIHZhbW9zIG91dmlyIGVzc2UgZGlzY3Vyc28gdMOjbyBwcmVjaW9zbyEKLi4uLi4uVm91IG91dmlyIGVucXVhbnRvIGNvbW8h,,W0FoYWJdCkJpZW4sIMKhYSB2ZXIgcXXDqSBncmFuIGRpc2N1cnNvIHRpZW5lcyBxdWUgZGVjaXIhCi4uLi4uLsKhVGUgZXNjdWNoYXLDqSBtaWVudHJhcyBjb21vIQ==
37oQDQ,,W0FoYWJdCk11bmNoIG11bmNoLCB0aGVuIGdvIG9uLCBzcGVhayBvZiBNci4gQWhhYidzIG1hbm5lcnMuCklmIHlvdSBwcmF0dGxlIG9uIGFib3V0IG5vbnNlbnNlLCBJIHNoYWxsIG5vdCBmb3JnaXZlIHlvdSE=,,,,,W0FoYWJdCk5oYWMgbmhhYywgdsOhLCBkaWdhIGVudMOjbyBvIHF1ZSDDqSBlc3NhIGhpc3TDs3JpYSBzb2JyZSBhIGVkdWNhw6fDo28gZG8gU3IuIEFoYWIuClNlIGRpc3NlciBiZXN0ZWlyYXMsIG7Do28gdm91IHBlcmRvYXIh,,W0FoYWJdCsORYW0sIMOxYW0sIGJpZW4sIGEgdmVyLCBoYWJsYSBkZSBlc29zIG1vZGFsZXMgZGVsIHNlw7FvciBBaGFiLgrCoVNpIHRlIHBvbmVzIGEgc29sdGFyIHRvbnRlcsOtYXMsIG5vIHRlIGxvIHBlcmRvbmFyw6kh
4LoQDQ,,RG8geW91IGtub3cgcGVvcGxlIGRpc2xpa2UgeW91LCBNci4gQWhhYj8=,,,,,Vm9jw6ogc2FiZSBxdWUgYXMgcGVzc29hcyBuw6NvIGdvc3RhbSBkbyBTci4gQWhhYj8=,,wr9TYWJlIHF1ZSBsYSBnZW50ZSBubyBzb3BvcnRhIGFsIHNlw7FvciBBaGFiPw==
4boQDQ,,W0FoYWJdCkFoLi4uIEkga25vdyEgQW5kIHdoYXQgb2YgaXQhCklzIHRoYXQgbXkgZmF1bHQ/IEl0IGlzIHRob3NlIHlvdW5nIG9uZXMgc2h1bm5pbmcgbWUgYmVjYXVzZSBJIGFtIG9sZCE=,,,,,W0FoYWJdCkFoLi4uIHNlaSEgRSBkYcOtPwpBIGN1bHBhIMOpIG1pbmhhPyBTw6NvIGVzc2VzIGpvdmVucyBxdWUgZXhjbHVlbSBvcyB2ZWxob3Mh,,W0FoYWJdCkFoLi4uIMKhTG8gc8OpISDCv1kgcXXDqT8Kwr9FcyBjdWxwYSBtw61hPyDCoVNvbiBsb3MgasOzdmVuZXMgbG9zIHF1ZSBhcGFydGFuIGEgbG9zIHZpZWpvcyE=
4roQDQ,,VGhhdCBpcyBub3QgdGhlIGlzc3VlLg==,,,,,TsOjbyDDqSBlc3NlIG8gcHJvYmxlbWEu,,Tm8gc2UgdHJhdGEgZGUgZXNvLg==
47oQDQ,,VGhlIGlzc3VlIGlzIHlvdSwgTXIuIEFoYWIu,,,,,TyBwcm9ibGVtYSDDqSBvIFNyLiBBaGFiLg==,,RWwgcHJvYmxlbWEgZXMgdXN0ZWQsIHNlw7FvciBBaGFiLg==
5LoQDQ,,W0FoYWJdCldoYXQgaXNzdWUgY291bGQgdGhlcmUgcG9zc2libHkgYmUgd2l0aCBtZSEKVGhlcmUgaXMgbm90aGluZyB3cm9uZyB3aXRoIG1lIQ==,,,,,W0FoYWJdClF1ZSBwcm9ibGVtYSBldSB0ZW5obz8KRXUgbsOjbyB0ZW5obyBwcm9ibGVtYSBuZW5odW0h,,W0FoYWJdCsKhwr9RdcOpIHByb2JsZW1hIHZveSBhIHRlbmVyIHlvPyEKwqFZbyBubyB0ZW5nbyBuaW5nw7puIHByb2JsZW1hIQ==
5boQDQ,,VGhleSBhcmUgZXZlbiB0aGlua2luZyBvZiBkcml2aW5nIHlvdSBvdXQgb2YgaGVyZS4=,,,,,RXN0w6NvIHBlbnNhbmRvIGF0w6kgZW0gZXhwdWxzw6EtbG8gZGFxdWku,,RGljZW4gcXVlIGhhc3RhIGVzdMOhbiBwZW5zYW5kbyBlbiBlY2hhcmxvIGRlIGFxdcOtLg==
