ILTjAQ,,RWxpc2U=,,,,,TGlsaQ==,,RWxpc2U=
CbXjAQ,,W0Vkd2FyZF0KXjAwMDBDRDI0LWhvdXIgQnViYmxlIEd1bSBlZmZlY3ReMDAwMDAwIGNvc3RzIF4wMDAwQ0QxMCBOeWFuZ3ZpbmVeMDAwMDAwLCBeMDAwMENEMjQtaG91ciBKT0IgQ29tYmF0IE1hbnVhbF4wMDAwMDAgY29zdHMgXjAwMDBDRDEwIE55YW5ndmluZV4wMDAwMDAu,,,,,W0R1ZHVdCl4wMDAwQ0RFZmVpdG8gZGEgR29tYSBkZSBNYXNjYXIgKDI0aCleMDAwMDAwIGN1c3RhIF4wMDAwQ0QxMHggTWlhdU1pYXVeMDAwMDAww4DDjMK4w6csIF4wMDAwQ0RFZmVpdG8gZG8gTWFudWFsIGRlIENsYXNzZSAoMjRoKV4wMDAwMDAgY3VzdGEgXjAwMDBDRDEweCBNaWF1TWlhdV4wMDAwMDAu,,W0Vkd2FyZF0KXjAwMDBDREVsIGVmZWN0byBHb21hIGRlIG1hc2NhciBkZSAyNCBob3Jhc14wMDAwMDAgY3Vlc3RhIF4wMDAwQ0QxMCBNaWF1ZnJ1dG9zXjAwMDAwMCwgeSBeMDAwMENEZWwgZWZlY3RvIE1hbnVhbCBkZSBiYXRhbGxhIGRlIGxhIGNsYXNlIGRlIDI0IGhvcmFzXjAwMDAwMCBjdWVzdGEgXjAwMDBDRDEwIE1pYXVmcnV0b3NeMDAwMDAwLg==
CrXjAQ,,W0Vkd2FyZF0KQm90aCBzZXJ2aWNlcyB0YWtlIGVmZmVjdCBpbW1lZGlhdGVseSBhZnRlciBwdXJjaGFzaW5nLg==,,,,,W0R1ZHVdCkFzc2ltIHF1ZSByZXNnYXRhZG9zLCBeRUUwMDAwbyBlZmVpdG8gY29udGludWEgY29udGFuZG8gbWVzbW8gcXVhbmRvIHZvY8OqIG7Do28gZXN0aXZlciBkZW50cm8gZG8gam9nb14wMDAwMDAuIEZpcXVlIGNpZW50ZSBkaXNzby4=,,W0Vkd2FyZF0KQW1ib3Mgc2VydmljaW9zIHNlIGFjdGl2YW4gZGUgaW5tZWRpYXRvIHRyYXMgbGEgY29tcHJhLg==
C7XjAQ,,W0Vkd2FyZF0KV2hpY2ggc2VydmljZSB3b3VsZCB5b3UgbGlrZSB0byBwdXJjaGFzZT8=,,,,,W0R1ZHVdCkVudMOjbywgcXVlIHNlcnZpw6dvIHZvY8OqIHF1ZXI/,,W0Vkd2FyZF0Kwr9DdcOhbCBzZXJ2aWNpbyB0ZSBndXN0YXLDrWEgY29tcHJhcj8=
DLXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCBtYXN0ZXI/IFlvdSdyZSBjdXJyZW50bHkgdXNpbmcgXjAwMDBDRDEtZGF5IEJ1YmJsZSBHdW1eMDAwMDAwLg==,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRhIEdvbWEgZGUgTWFzY2FyICgyNGgpXjAwMDAwMC4=,,W0Vkd2FyZF0KwqFPeWUsIG95ZSEgQWN0dWFsbWVudGUgdGllbmVzIGFjdGl2byBlbCBeMDAwMENEZWZlY3RvIEdvbWEgZGUgbWFzY2FyIGRlIHVuIGTDrWFeMDAwMDAwLg==
DbXjAQ,,W0Vkd2FyZF0KVGhlcmUncyBzdGlsbCB0aW1lIGxlZnQsIHNvIHdoeSBkbyB5b3Ugd2FudCB0byBidXkgaXQgYWdhaW4/IE9oIG15LCB3aGF0IGEgd2FzdGV+IFNvLCBjYWxsIG1lIGFmdGVyIHRoZSB0aW1lIGlzIHVwLg==,,,,,W0R1ZHVdClJlY29tZWRvIGFndWFyZGFyIG8gZWZlaXRvIHRlcm1pbmFyIHBhcmEgc29saWNpw6EtbG8gbm92YW1lbnRlLg==,,W0Vkd2FyZF0KVG9kYXbDrWEgcXVlZGEgdGllbXBvLCDCv3BvciBxdcOpIHF1aWVyZXMgY29tcHJhcmxvIG90cmEgdmV6PyDCoU9oLCBxdcOpIGRlc3BlcmRpY2lvfiEgTGzDoW1hbWUgY3VhbmRvIGVsIHRpZW1wbyBzZSBhY2FiZS4=
DrXjAQ,,W0Vkd2FyZF0KV2VsbCB0aGVuLCBJJ2xsIGp1c3Qgc2F5IF4wMDAwQ0RjYXV0aW9uXjAwMDAwMCBhbmQgdGhlbiB3ZSdsbCBtb3ZlIG9uIQ==,,,,,W0R1ZHVdCkNlcnRvLiBEZWl4ZS1tZSBkYXIgdW0gXjAwMDBDRGF2aXNvXjAwMDAwMCBhbnRlcyBkZSBwcm9zc2VndWlyLg==,,W0Vkd2FyZF0KwqFBbnRlcyBkZSBjb250aW51YXIsIHNvbG8gdGUgZGFyw6kgdW5hIF4wMDAwQ0RhZHZlcnRlbmNpYV4wMDAwMDAh
D7XjAQ,,W0Vkd2FyZF0KXkVFMDAwMFB1cmNoYXNlIHRoZSAyNC1ob3VyIEJ1YmJsZSBHdW0gZWZmZWN0IHNlcnZpY2Ugd2l0aCAxMCBOeWFuZ3ZpbmUuXjAwMDAwMApeRUUwMDAwVGhlIGFib3ZlIGV4Y2hhbmdlZCBpdGVtcyBhcmUgbm90IHN1YmplY3QgdG8gc3Vic2NyaXB0aW9uIHdpdGhkcmF3YWwsIGFuZCByZWZ1bmQgaXMgYWxzbyBub3QgcG9zc2libGUuIERvIHlvdSB3YW50IHRvIGNvbnRpbnVlP14wMDAwMDA=,,,,,W0R1ZHVdCl5FRTAwMDBTZXLDoSBjb2JyYWRvIDEweCBNaWF1TWlhdSBwYXJhIGF0aXZhciBhIEdvbWEgZGUgTWFzY2FyICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLiBEZXNlamEgY29udGludWFyP14wMDAwMDA=,,W0Vkd2FyZF0KXkVFMDAwMENvbXByYXIgZWwgc2VydmljaW8gZGUgZWZlY3RvIEdvbWEgZGUgbWFzY2FyIGRlIDI0IGhvcmFzIGNvbiAxMCBNaWF1ZnJ1dG9zLl4wMDAwMDAKXkVFMDAwMExvcyBvYmpldG9zIHF1ZSB5YSBzZSBoYXlhbiBjYW5qZWFkbyBubyBhZG1pdGVuIGNhbmNlbGFjacOzbiBkZSBsYSBzdXNjcmlwY2nDs24gbmkgcmVlbWJvbHNvLiDCv1F1aWVyZXMgY29udGludWFyP14wMDAwMDA=
ELXjAQ,,W0Vkd2FyZF0KR2V0IGxvdHMgb2YgZ29vZCBpdGVtcyE=,,,,,W0R1ZHVdCkRlc2VqbyBxdWUgdm9jw6ogZGVycnViZSBpdGVucyB2YWxpb3NvcyE=,,W0Vkd2FyZF0KwqFDb25zaWd1ZSBtdWNob3Mgb2JqZXRvcyBnZW5pYWxlcyE=
EbXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCBtYXN0ZXI/IFlvdSdyZSBjdXJyZW50bHkgdW5kZXIgXjAwMDBDREJ1YmJsZSBHdW0gZWZmZWN0XjAwMDAwMC4=,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRhIEdvbWEgZGUgTWFzY2FyXjAwMDAwMC4gVm9jw6ogcXVlciByZWNlYmVyIG8gZWZlaXRvIGRlICgyNGgpIG1lc21vIGFzc2ltPw==,,W0Vkd2FyZF0KwqFPeWUsIG95ZSEgQWN0dWFsbWVudGUgdGllbmVzIGFjdGl2byBlbCBeMDAwMENEZWZlY3RvIEdvbWEgZGUgbWFzY2FyXjAwMDAwMC4=
ErXjAQ,,W0Vkd2FyZF0KV2UgY2FuIHByb3ZpZGUgYSBuZXcgc2VydmljZSwgYnV0IHRoZSBeMDAwMENEZXhpc3RpbmcgZWZmZWN0IGFuZCBkdXJhdGlvbiB3aWxsIGJlIGRlbGV0ZWReMDAwMDAwLiBJdCdzIGEgYml0IG9mIGEgd2FzdGUuIE5vLCBpdCdzIHN1Y2ggYSB3YXN0ZSE=,,,,,W0R1ZHVdCkV1IHBvc3NvIHByb3ZpZGVuY2lhciBvIGVmZWl0byBkZSAoMjRoKSwgbWFzIG8gYsO0bnVzIGF0dWFsIF4wMDAwQ0RzZXLDoSBwZXJkaWRvXjAwMDAwMCBwb3IgY29udGEgZGEgbm92YSBkdXJhw6fDo28u,,W0Vkd2FyZF0KUG9kZW1vcyBhY3RpdmFyIHVuIG51ZXZvIHNlcnZpY2lvLCBwZXJvIGVsIF4wMDAwQ0RlZmVjdG8geSBsYSBkdXJhY2nDs24gYWN0dWFsZXMgc2UgZWxpbWluYXLDoW5eMDAwMDAwLiBDcmVvIHF1ZSBlcyB1biBkZXNwZXJkaWNpby4gTm8sIMKhZXMgdW4gZ3JhbiBkZXNwZXJkaWNpbyE=
E7XjAQ,,W0Vkd2FyZF0KXkVFMDAwMFB1cmNoYXNlIHRoZSAyNC1ob3VyIEJ1YmJsZSBHdW0gZWZmZWN0IHNlcnZpY2Ugd2l0aCAxMCBOeWFuZ3ZpbmUuXjAwMDAwMApeRUUwMDAwVGhlIGFib3ZlIGV4Y2hhbmdlZCBpdGVtcyBhcmUgbm90IHN1YmplY3QgdG8gc3Vic2NyaXB0aW9uIHdpdGhkcmF3YWwsIGFuZCByZWZ1bmQgaXMgYWxzbyBub3QgcG9zc2libGUuIERvIHlvdSB3YW50IHRvIGNvbnRpbnVlP14wMDAwMDA=,,,,,W0R1ZHVdCl5FRTAwMDBTZXLDoSBjb2JyYWRvIDEweCBNaWF1TWlhdSBwYXJhIGF0aXZhciBhIEdvbWEgZGUgTWFzY2FyICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLl4wMDAwMDA=,,W0Vkd2FyZF0KXkVFMDAwMENvbXByYXIgZWwgc2VydmljaW8gZGUgZWZlY3RvIEdvbWEgZGUgbWFzY2FyIGRlIDI0IGhvcmFzIGNvbiAxMCBNaWF1ZnJ1dG9zLl4wMDAwMDAKXkVFMDAwMExvcyBvYmpldG9zIHF1ZSB5YSBzZSBoYXlhbiBjYW5qZWFkbyBubyBhZG1pdGVuIGNhbmNlbGFjacOzbiBkZSBsYSBzdXNjcmlwY2nDs24gbmkgcmVlbWJvbHNvLiDCv1F1aWVyZXMgY29udGludWFyP14wMDAwMDA=
FLXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCB0aGUgXjAwMDBDRE55YW5ndmluZXMgeW91IGN1cnJlbnRseSBoYXZlIGlzIG5vdCBlbm91Z2heMDAwMDAwLiBQbGVhc2UgY2hlY2sgdGhlIHF1YW50aXR5IGFuZCBjb21lIGJhY2sgdG8gbWUu,,,,,W0R1ZHVdCk1lc3RyZSwgdm9jw6ogZXN0w6Egc2VtIF4wMDAwQ0RNaWF1TWlhdV4wMDAwMDAuIFBvciBmYXZvciwgcmV2ZWphIHNldSBpbnZlbnTDoXJpbyBlIHRlbnRlIG5vdmFtZW50ZS4=,,W0Vkd2FyZF0KQXksIF4wMDAwQ0RubyB0aWVuZXMgc3VmaWNpZW50ZXMgTWlhdWZydXRvc14wMDAwMDAuIFJldmlzYSBsYSBjYW50aWRhZCB5IHZ1ZWx2ZS4=
FbXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCBtYXN0ZXI/IFlvdSdyZSBjdXJyZW50bHkgdXNpbmcgXjAwMDBDRDEtZGF5IEpPQiBNYW51YWwgZWZmZWN0XjAwMDAwMC4=,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRvIE1hbnVhbCBkZSBDbGFzc2UgKDI0aCleMDAwMDAwLg==,,W0Vkd2FyZF0KwqFPeWUsIG95ZSEgQWN0dWFsbWVudGUgdGllbmVzIGFjdGl2byBlbCBeMDAwMENEZWZlY3RvIE1hbnVhbCBkZSBsYSBjbGFzZSBkZSB1biBkw61hXjAwMDAwMC4=
FrXjAQ,,W0Vkd2FyZF0KXkVFMDAwMFB1cmNoYXNlIHRoZSAyNC1ob3VyIEpPQiBDb21iYXQgTWFudWFsIGVmZmVjdCBzZXJ2aWNlIHdpdGggMTAgTnlhbmd2aW5lLl4wMDAwMDAKXkVFMDAwMFRoZSBhYm92ZSBleGNoYW5nZWQgaXRlbXMgYXJlIG5vdCBzdWJqZWN0IHRvIHN1YnNjcmlwdGlvbiB3aXRoZHJhd2FsLCBhbmQgcmVmdW5kIGlzIGFsc28gbm90IHBvc3NpYmxlLiBEbyB5b3Ugd2FudCB0byBjb250aW51ZT9eMDAwMDAw,,,,,W0R1ZHVdCl5FRTAwMDAwU2Vyw6EgY29icmFkbyAxMHggTWlhdU1pYXUgcGFyYSBhdGl2YXIgbyBNYW51YWwgZGUgQ2xhc3NlICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLiBEZXNlamEgY29udGludWFyP14wMDAwMDA=,,W0Vkd2FyZF0KXkVFMDAwMENvbXByYXIgZWwgc2VydmljaW8gZGUgZWZlY3RvIE1hbnVhbCBkZSBiYXRhbGxhIGRlIGxhIGNsYXNlIGRlIDI0IGhvcmFzIGNvbiAxMCBNaWF1ZnJ1dG9zLl4wMDAwMDAKXkVFMDAwMExvcyBvYmpldG9zIHF1ZSB5YSBzZSBoYXlhbiBjYW5qZWFkbyBubyBhZG1pdGVuIGNhbmNlbGFjacOzbiBkZSBsYSBzdXNjcmlwY2nDs24gbmkgcmVlbWJvbHNvLiDCv1F1aWVyZXMgY29udGludWFyP14wMDAwMDA=
F7XjAQ,,W0Vkd2FyZF0KWWVzfn4gVGhlbiwgSSB3aWxsIHByb3ZpZGUgeW91IHdpdGggdGhlIEpPQiBjb21iYXQgbWFudWFsIGVmZmVjdCBzZXJ2aWNlLiB5YXAhISE=,,,,,W0R1ZHVdCkNlcnRlemE/IEVudMOjbywgaXJlaSBhcGxpY2FyIG8gZWZlaXRvIGRvIE1hbnVhbCBkZSBDbGFzc2UgKDI0aCku,,W0Vkd2FyZF0KwqFTw61+ISBUZSBkYXLDqSB1biBzZXJ2aWNpbyBkZSBlZmVjdG8gTWFudWFsIGRlIGJhdGFsbGEgZGUgbGEgY2xhc2UuIMKhWWFwIQ==
GLXjAQ,,W0Vkd2FyZF0KSGF2ZSBhIGdyZWF0IGV4cGVyaWVuY2UgYW5kIHBsZWFzZSB0ZWxsIG1lIGxhdGVyIQ==,,,,,W0R1ZHVdCkJvYSBjYcOnYWRhLg==,,W0Vkd2FyZF0KwqFEaXNmcsO6dGFsbyB5IGRpbWUgZGVzcHXDqXMgcXXDqSB0ZSBwYXJlY2nDsyE=
GbXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCBtYXN0ZXI/IFlvdSdyZSBjdXJyZW50bHkgdW5kZXIgXjAwMDBDREpPQiBNYW51YWwgZWZmZWN0XjAwMDAwMC4=,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRvIE1hbnVhbCBkZSBDbGFzc2VeMDAwMDAwLiBWb2PDqiBxdWVyIHJlY2ViZXIgbyBlZmVpdG8gZGUgKDI0aCkgbWVzbW8gYXNzaW0/,,W0Vkd2FyZF0KwqFPeWUsIG95ZSEgQWN0dWFsbWVudGUgdGllbmVzIGFjdGl2byBlbCBeMDAwMENEZWZlY3RvIE1hbnVhbCBkZSBsYSBjbGFzZV4wMDAwMDAu
GrXjAQ,,W0Vkd2FyZF0KXkVFMDAwMFB1cmNoYXNlIHRoZSAyNC1ob3VyIEpPQiBDb21iYXQgTWFudWFsIGVmZmVjdCBzZXJ2aWNlIHdpdGggMTAgTnlhbmd2aW5lLl4wMDAwMDAKXkVFMDAwMFRoZSBhYm92ZSBleGNoYW5nZWQgaXRlbXMgYXJlIG5vdCBzdWJqZWN0IHRvIHN1YnNjcmlwdGlvbiB3aXRoZHJhd2FsLCBhbmQgcmVmdW5kIGlzIGFsc28gbm90IHBvc3NpYmxlLiBEbyB5b3Ugd2FudCB0byBjb250aW51ZT9eMDAwMDAw,,,,,W0R1ZHVdCl5FRTAwMDAwU2Vyw6EgY29icmFkbyAxMHggTWlhdU1pYXUgcGFyYSBhdGl2YXIgbyBNYW51YWwgZGUgQ2xhc3NlICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLl4wMDAwMDA=,,W0Vkd2FyZF0KXkVFMDAwMENvbXByYXIgZWwgc2VydmljaW8gZGUgZWZlY3RvIE1hbnVhbCBkZSBiYXRhbGxhIGRlIGxhIGNsYXNlIGRlIDI0IGhvcmFzIGNvbiAxMCBNaWF1ZnJ1dG9zLl4wMDAwMDAKXkVFMDAwMExvcyBvYmpldG9zIHF1ZSB5YSBzZSBoYXlhbiBjYW5qZWFkbyBubyBhZG1pdGVuIGNhbmNlbGFjacOzbiBkZSBsYSBzdXNjcmlwY2nDs24gbmkgcmVlbWJvbHNvLiDCv1F1aWVyZXMgY29udGludWFyP14wMDAwMDA=
G7XjAQ,,W0Vkd2FyZF0KVGhpcyBpcyBhIHNlcnZpY2UgdGhhdCBhbGxvd3MgeW91IHRvIHJlc2V0IHlvdXIgc2tpbGwgdHJlZSBvciBzdGF0dXMgd2l0aCBhIHNtYWxsIGFtb3VudCBvZiBOeWFuZ3ZpbmUu,,,,,W0R1ZHVdClZvY8OqIHBvZGUgcmVpbmljaWFyIHNldXMgYXRyaWJ1dG9zIGUgaGFiaWxpZGFkZXMgYW8gY3VzdG8gZGUgTWlhdU1pYXUu,,W0Vkd2FyZF0KRXN0ZSBzZXJ2aWNpbyB0ZSBwZXJtaXRlIHJlc3RhYmxlY2VyIHR1IGJhcnJhIGRlIGhhYmlsaWRhZGVzIG8gYXRyaWJ1dG9zIHBvciB1bmEgcGVxdWXDsWEgY2FudGlkYWQgZGUgTWlhdWZydXRvcy4=
HLXjAQ,,W0Vkd2FyZF0KVGhlIHByaWNlIG9mIF4wMDAwQ0RTa2lsbCBUcmVlIFJlc2V0XjAwMDAwMCBpcyBeMDAwMENENDAgTnlhbmd2aW5lXjAwMDAwMCwgdGhlIHByaWNlIG9mIF4wMDAwQ0RTdGF0dXMgUmVzZXReMDAwMDAwIGlzIF4wMDAwQ0Q0NiBOeWFuZ3ZpbmVeMDAwMDAwLg==,,,,,W0R1ZHVdCl4wMDAwQ0RSZXNldGFyIGFzIEhhYmlsaWRhZGVzXjAwMDAwMCBjdXN0YSBeMDAwMENENDB4IE1pYXVNaWF1XjAwMDAwMCBlIG8gXjAwMDBDRFJlc2V0IGRlIEF0cmlidXRvc14wMDAwMDAgY3VzdGEgXjAwMDBDRDQ2eCBNaWF1TWlhdV4wMDAwMDAu,,W0Vkd2FyZF0KRWwgXjAwMDBDRHJlc3RhYmxlY2ltaWVudG8gZGUgbGEgYmFycmEgZGUgaGFiaWxpZGFkXjAwMDAwMCBjdWVzdGEgXjAwMDBDRDQwIE1pYXVmcnV0b3NeMDAwMDAwLCB5IGVsIF4wMDAwQ0RyZXN0YWJsZWNpbWllbnRvIGRlIGF0cmlidXRvc14wMDAwMDAgY3Vlc3RhIF4wMDAwQ0Q0NiBNaWF1ZnJ1dG9zXjAwMDAwMC4=
HbXjAQ,,W0Vkd2FyZF0KXkVFMDAwMFJlc2V0IG9jY3VycyBpbW1lZGlhdGVseSBhZnRlciBwdXJjaGFzZSwgYW5kIG9ubHkgb25lIHNlcnZpY2UgaXMgcHJvdmlkZWQgYXQgYSB0aW1lXjAwMDAwMC4=,,,,,W0R1ZHVdCk9zIGRvaXMgc2VydmnDp29zIF5FRTAwMDBhdGl2YW0gYXNzaW0gcXVlIHVzYWRvc14wMDAwMDAuIFBvciBpc3NvLCByZWNvbWVuZGFtb3MgYXRlbsOnw6NvIG5vcyBhdmlzb3MgYSBzZWd1aXIu,,W0Vkd2FyZF0KXkVFMDAwMEVsIHJlc3RhYmxlY2ltaWVudG8gc2UgYXBsaWNhIGRlIGlubWVkaWF0byB0cmFzIGxhIGNvbXByYSB5IHNvbG8gc2UgcHVlZGUgdXNhciB1biBzZXJ2aWNpbyBhIGxhIHZlei5eMDAwMDAwLg==
HrXjAQ,,W0Vkd2FyZF0KWW91IG5lZWQgdG8gcmVvcmdhbml6ZSB5b3VyIGJlbG9uZ2luZ3MgdW50aWwgeW91IGhhdmUgXjAwMDBDRDAgV2VpZ2h0XjAwMDAwMCBhbmQgXjAwMDBDRENhcnQsIEZhbGNvbiwgV2FyZywgTWFkb2dlYXIsIERyYWdvbiwgb3Igb3RoZXIgbW91bnReMDAwMDAwIG5lZWQgdG8gYmUgcmVtb3ZlZC4=,,,,,W0R1ZHVdCl4wMDAwQ0RSZW1vdmEgc3VhIE1vbnRhcmlhLCBDYXJyaW5obywgRmFsY8OjbywgV29yZyBvdSBIb211bmN1bHVzXjAwMDAwMCBlIHRlbmhhIF4wMDAwQ0R6ZXJvIGRlIHBlc29eMDAwMDAwLg==,,W0Vkd2FyZF0KRGViZXMgcmVvcmdhbml6YXIgdHVzIHBlcnRlbmVuY2lhcyBoYXN0YSBhbGNhbnphciBeMDAwMENEMCBkZSBwZXNvLl4wMDAwMDAgXjAwMDBDRFRhbWJpw6luIGRlYmVzIHF1aXRhciBjdWFscXVpZXIgQ2FycmV0YSwgSGFsY8OzbiwgV2FyZywgTWVjYSBtw6FnaWNvLCBEcmFnw7NuIHUgb3RyYSBtb250dXJhLl4wMDAwMDA=
H7XjAQ,,W0Vkd2FyZF0KVG8gcmVzZXQgc2tpbGwsIHlvdSBuZWVkIHRvIHJlb3JnYW5pemUgeW91ciBiZWxvbmdpbmdzIHVudGlsIHlvdSBoYXZlIF4wMDAwQ0QwIFdlaWdodF4wMDAwMDAu,,,,,W0R1ZHVdClBhcmEgcmVpbmljaWFsaXphciBzdWEgw4Fydm9yZSBkZSBIYWJpbGlkYWRlcywgXjAwMDBDRHZvY8OqIHByZWNpc2EgdGVyIFpFUk8gZGUgcGVzb14wMDAwMDAgbm8gc2V1IGludmVudMOhcmlvIGUgZXF1aXBhbWVudG9zLg==,,W0Vkd2FyZF0KUGFyYSByZXN0YWJsZWNlciBsYSBoYWJpbGlkYWQsIGRlYmVzIHJlb3JnYW5pemFyIHR1cyBwZXJ0ZW5lbmNpYXMgaGFzdGEgYWxjYW56YXIgXjAwMDBDRDAgZGUgcGVzb14wMDAwMDAu
ILXjAQ,,W0Vkd2FyZF0KVGhlbiwgYmVmb3JlIHByb2NlZWRpbmcgd2l0aCByZXNldHRpbmcgdGhlIHNraWxsIHRyZWUsIEkgd2lsbCBjaGVjayB0aGUgb3duZXIncyBpbnZlbnRvcnkgYW5kIHByb2NlZWQgaW1tZWRpYXRlbHkh,,,,,W0R1ZHVdClZvdSB2ZXJpZmljYXIgc2Ugdm9jw6ogcHJlZW5jaGV1IHRvZG9zIG9zIHJlcXVpc2l0b3Mu,,W0Vkd2FyZF0KQW50ZXMgZGUgY29udGludWFyIGNvbiBlbCByZXN0YWJsZWNpbWllbnRvIGRlIGxhIGJhcnJhIGRlIGhhYmlsaWRhZCwgwqFyZXZpc2Fyw6kgdHUgaW52ZW50YXJpbyB5IHByb2NlZGVyw6kgZGUgaW5tZWRpYXRvIQ==
IbXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCB5b3UgY2FuIG9ubHkgcHJvY2VlZCBpZiB0aGUgd2VpZ2h0IG9mIHRoZSBeMDAwMENEaXRlbSBpbiB5b3VyIGludmVudG9yeSBvciBlcXVpcHBlZCBpcyAwXjAwMDAwMC4gUGxlYXNlIG9yZ2FuaXplIGV2ZXJ5dGhpbmcgYW5kIGNvbWUgYmFjayB0byBtZS4=,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHZvY8OqIHByZWNpc2EgdGVyIFpFUk8gZGUgcGVzb14wMDAwMDAgcGFyYSByZXNldGFyLiBQb3IgZmF2b3IsIGxpbXBlIHNldSBpbnZlbnTDoXJpbyBlIHRlbnRlIG5vdmFtZW50ZS4=,,W0Vkd2FyZF0KU29sbyBwdWVkZXMgY29udGludWFyIHNpIGVsIHBlc28gZGUgbG9zIF4wMDAwQ0RvYmpldG9zIGVuIHR1IGludmVudGFyaW8gbyBlcXVpcGFkb3MgZXMgMF4wMDAwMDAuIE9yZ2FuaXphIHRvZG8geSByZWdyZXNhIGNvbm1pZ28u
IrXjAQ,,W0Vkd2FyZF0KTWFzdGVyLCB0aGUgd2VpZ2h0IG9mIHRoZSBiZWxvbmdpbmdzIGluIHRoZSBeMDAwMENEY2FydCBtdXN0IGJlIHVuZGVyIDgwMDBeMDAwMDAwLg==,,,,,W0R1ZHVdCk1lc3RyZSwgXjAwMDBDRHNldSBjYXJyaW5obyBkZXZlIHBlc2FyIG1lbm9zIHF1ZSA4LjAwMF4wMDAwMDAsIHRlbnRlIHJlb3JnYW5pesOhLWxvIGUgdm9sdGUgbWFpcyB0YXJkZS4=,,W0Vkd2FyZF0KRWwgcGVzbyBkZSBsb3Mgb2JqZXRvcyBlbiBlbCBeMDAwMENEY2Fycm8gZGViZSBzZXIgbWVub3IgYSA4MDAwXjAwMDAwMC4=
I7XjAQ,,W0Vkd2FyZF0KTWFzdGVyLCBpbiBvcmRlciB0byByZXNldCBza2lsbCwgeW91IG5lZWQgdG8gcmVtb3ZlIF4wMDAwQ0RDYXJ0LCBGYWxjb24sIFdhcmcsIE1hZG9nZWFyLCBEcmFnb24sIG9yIG90aGVyIG1vdW50XjAwMDAwMCBmaXJzdC4=,,,,,W0R1ZHVdCk1lc3RyZSwgcGFyYSByZXNldGFyIHN1YXMgaGFiaWxpZGFkZXMsIF4wMDAwQ0RyZW1vdmEgbyBDYXJyaW5obywgUGVjb1BlY28sIEZhbGPDo28sIFdhcmcsIE0uRS5DLkguQSwgRHJhZ8OjbywgTW9udGFyaWFeMDAwMDAwIG91IG8gcXVlIGZvci4=,,W0Vkd2FyZF0KUGFyYSByZXN0YWJsZWNlciBsYSBoYWJpbGlkYWQsIHByaW1lcm8gZGViZXMgcXVpdGFyIGVsIF4wMDAwQ0RDYXJybywgSGFsY8OzbiwgV2FyZywgTWVjYSBtw6FnaWNvLCBEcmFnw7NuIHUgb3RyYSBtb250dXJhLl4wMDAwMDA=
JLXjAQ,,W0Vkd2FyZF0KVGhlbiwgY29tZSBiYWNrIHRvIG1lIGFmdGVyIHlvdSd2ZSByZW1vdmVkIGV2ZXJ5dGhpbmch,,,,,W0R1ZHVdCkVudMOjbywgcG9yIGZhdm9yLCB0ZW50ZSBub3ZhbWVudGUu,,W0Vkd2FyZF0KUmVncmVzYSBjb25taWdvIGN1YW5kbyBoYXlhcyBlbGltaW5hZG8gdG9kby4=
