YCMkAw,,S2VsbGFzdXM=,,,,,S2VsbGFzdXM=,,S2VsbGFzdXM=
FCQkAw,,W0JlbmluZV0KSGF2ZSB5b3UgYmVlbiBvdXRzaWRlIHRvIG1lZXQgcGVvcGxlPyBIZSdzIHN0dWJib3JuLCBhbiBvYnN0aW5hdGUgcGVyc29uIHdobyBkb2Vzbid0IHlpZWxkIGhpcyBjbGFpbXMsCmJ1dCBvcmlnaW5hbGx5IGhlJ3MgaG9uZXN0IGFuZCBoYXMgdGhlIGNvdXJhZ2UgdG8gY29ycmVjdCBoaXMgbWlzdGFrZXMgaW1tZWRpYXRlbHkgb25jZSBoZSByZWFsaXplcyB0aGVtLg==,,,,,W0JlbmluZV0KVm9jw6ogasOhIHNhaXUgcGFyYSBlbmNvbnRyYXIgcGVzc29hcz8gRWxlIMOpIHRlaW1vc28sIHVtYSBwZXNzb2Egb2JzdGluYWRhIHF1ZSBuw6NvIGNlZGUgZW0gc3VhcyByZWl2aW5kaWNhw6fDtWVzLAptYXMgb3JpZ2luYWxtZW50ZSBlbGUgw6kgaG9uZXN0byBlIHRlbSBhIGNvcmFnZW0gZGUgY29ycmlnaXIgc2V1cyBlcnJvcyBpbWVkaWF0YW1lbnRlIGFzc2ltIHF1ZSBvcyBwZXJjZWJlLg==,,W0JlbmluZV0Kwr9IYXMgc2FsaWRvIGEgY29ub2NlciBnZW50ZT8gw4lsIGVzIHRlcmNvLCB1bmEgcGVyc29uYSBvYnN0aW5hZGEgcXVlIG5vIGNlZGUgZW4gc3VzIGFmaXJtYWNpb25lcywKcGVybyBvcmlnaW5hbG1lbnRlIGVzIGhvbmVzdG8geSB0aWVuZSBlbCBjb3JhamUgZGUgY29ycmVnaXIgc3VzIGVycm9yZXMgaW5tZWRpYXRhbWVudGUgdW5hIHZleiBxdWUgbG9zIHJlY29ub2NlLg==
FSQkAw,,W0JlbmluZV0KQnV0IHdoZW4gc3VjaCBhIHBlcnNvbiBjb21lcyBob21lLCBoZSdzIHNvIGNoaWxkaXNobHkgcHJvdWQgb2YgaGlzIGZhbWlseS4uLiBoZSdzIHJlYWxseSBhbWF6aW5nLg==,,,,,W0JlbmluZV0KTWFzIHF1YW5kbyBlc3NhIHBlc3NvYSBjaGVnYSBlbSBjYXNhLCBmaWNhIHTDo28gaW5mYW50aWxtZW50ZSBvcmd1bGhvc28gZGUgc3VhIGZhbcOtbGlhLi4uIGVsZSDDqSByZWFsbWVudGUgaW5jcsOtdmVsLg==,,W0JlbmluZV0KUGVybyBjdWFuZG8gZXNhIHBlcnNvbmEgbGxlZ2EgYSBjYXNhLCBzZSBwb25lIHRhbiBpbmZhbnRpbG1lbnRlIG9yZ3VsbG9zbyBkZSBzdSBmYW1pbGlhLi4uIGVzIHJlYWxtZW50ZSBpbmNyZcOtYmxlLg==
FiQkAw,,W0JlbmluZV0KV29yayBpcyBpbXBvcnRhbnQsIGJ1dCBmYW1pbHkgaXMgZXZlbiBtb3JlIGltcG9ydGFudCwgdGhleSBzYXk/IEhlJ3MgdHJ1bHkuLi4gdW5zdG9wcGFibGUuCkJ1dC4uLiBvdXIgZmFtaWx5IGFsd2F5cyBsb3ZlcyB0aGF0IEtlbGxhc3VzLg==,,,,,W0JlbmluZV0KTyB0cmFiYWxobyDDqSBpbXBvcnRhbnRlLCBtYXMgYSBmYW3DrWxpYSDDqSBhaW5kYSBtYWlzIGltcG9ydGFudGUsIGRpemVtPyBFbGUgw6kgdmVyZGFkZWlyYW1lbnRlLi4uIGltcGFyw6F2ZWwuCk1hcy4uLiBub3NzYSBmYW3DrWxpYSBzZW1wcmUgYW1hIGVzc2UgS2VsbGFzdXMu,,W0JlbmluZV0KRWwgdHJhYmFqbyBlcyBpbXBvcnRhbnRlLCBwZXJvIGxhIGZhbWlsaWEgZXMgYcO6biBtw6FzIGltcG9ydGFudGUsIMK/ZGljZW4/IMOJbCBlcyB2ZXJkYWRlcmFtZW50ZS4uLiBpbXBhcmFibGUuClBlcm8uLi4gbnVlc3RyYSBmYW1pbGlhIHNpZW1wcmUgYW1hIGEgZXNlIEtlbGxhc3VzLg==
FyQkAw,,W0JlbmluZV0KT3RoZXJzIHNheSBpdCdzIGhhcmQgYmVpbmcgYW4gYWxjaGVtaXN0J3Mgd2lmZSwgYnV0IHRoZSB0cnV0aCBpcyB0aGUgb3Bwb3NpdGUuCkhlIGNhbid0IGhlbHAgdGhhdCBtdWNoIHdpdGggaG91c2V3b3JrLg==,,,,,W0JlbmluZV0KT3V0cm9zIGRpemVtIHF1ZSDDqSBkaWbDrWNpbCBzZXIgZXNwb3NhIGRlIHVtIGFscXVpbWlzdGEsIG1hcyBhIHZlcmRhZGUgw6kgbyBvcG9zdG8uCkVsZSBuw6NvIHBvZGUgYWp1ZGFyIG11aXRvIGNvbSBhcyB0YXJlZmFzIGRvbcOpc3RpY2FzLg==,,W0JlbmluZV0KT3Ryb3MgZGljZW4gcXVlIGVzIGRpZsOtY2lsIHNlciBsYSBlc3Bvc2EgZGUgdW4gYWxxdWltaXN0YSwgcGVybyBsYSB2ZXJkYWQgZXMgbG8gY29udHJhcmlvLgrDiWwgbm8gcHVlZGUgYXl1ZGFyIG11Y2hvIGNvbiBsYXMgdGFyZWFzIGRvbcOpc3RpY2FzLg==
GCQkAw,,VmlsbGFnZXI=,,,,,QWxkZcOjbw==,,QWxkZWFubw==
GSQkAw,,W1ZpbGxhZ2VyXQpJIHRob3VnaHQgYWxsIGFsY2hlbWlzdHMgd2VyZSBkaWxpZ2VudCBhbmQgb25seSBzdHVkaWVkLCBidXQgaXQgc2VlbXMgdGhhdCdzIG5vdCBuZWNlc3NhcmlseSB0aGUgY2FzZS4=,,,,,W0FsZGXDo29dCkV1IHBlbnNhdmEgcXVlIHRvZG9zIG9zIGFscXVpbWlzdGFzIGVyYW0gZGlsaWdlbnRlcyBlIHPDsyBlc3R1ZGF2YW0sIG1hcyBwYXJlY2UgcXVlIG7Do28gw6kgbmVjZXNzYXJpYW1lbnRlIG8gY2Fzby4=,,W0FsZGVhbm9dClBlbnNhYmEgcXVlIHRvZG9zIGxvcyBhbHF1aW1pc3RhcyBlcmFuIGRpbGlnZW50ZXMgeSBzb2xvIGVzdHVkaWFiYW4sIHBlcm8gcGFyZWNlIHF1ZSBubyBlcyBuZWNlc2FyaWFtZW50ZSBlbCBjYXNvLg==
GiQkAw,,W1ZpbGxhZ2VyXQpUaGVyZSdzIGEgc3RyYW5nZSBhbGNoZW1pc3Qgd2hvIGRvZXNuJ3Qgc3R1ZHkgYWxsIHRoZSB0aW1lIGJ1dCBzcGVuZHMgaGlzIHRpbWUgZHJpbmtpbmcuCkkgdGhpbmsgaGlzIG5hbWUgd2FzLi4uIEJydW5zY2hlcj8=,,,,,W0FsZGXDo29dCkjDoSB1bSBhbHF1aW1pc3RhIGVzdHJhbmhvIHF1ZSBuw6NvIGVzdHVkYSBvIHRlbXBvIHRvZG8sIG1hcyBwYXNzYSBvIHRlbXBvIGJlYmVuZG8uCkFjaG8gcXVlIG8gbm9tZSBkZWxlIGVyYS4uLiBCcnVuc2NoZXI/,,W0FsZGVhbm9dCkhheSB1biBhbHF1aW1pc3RhIGV4dHJhw7FvIHF1ZSBubyBlc3R1ZGlhIHRvZG8gZWwgdGllbXBvLCBzaW5vIHF1ZSBwYXNhIGVsIHRpZW1wbyBiZWJpZW5kby4KQ3JlbyBxdWUgc3Ugbm9tYnJlIGVyYS4uLiDCv0JydW5zY2hlcj8=
GyQkAw,,W1ZpbGxhZ2VyXQpIZSBjb21wbGV0ZWx5IGNoYW5nZWQgbXkgaWRlYSB0aGF0IGFsbCBhbGNoZW1pc3RzIGFyZSBkaWxpZ2VudCBhbmQgZm9jdXMgb24gc2VsZi1kaXNjaXBsaW5lLiBPaCBkZWFyLi4u,,,,,W0FsZGXDo29dCkVsZSBtdWRvdSBjb21wbGV0YW1lbnRlIG1pbmhhIGlkZWlhIGRlIHF1ZSB0b2RvcyBvcyBhbHF1aW1pc3RhcyBzw6NvIGRpbGlnZW50ZXMgZSBmb2NhbSBuYSBhdXRvZGlzY2lwbGluYS4gT2gsIGPDqXVzLi4u,,W0FsZGVhbm9dCkNhbWJpw7MgcG9yIGNvbXBsZXRvIG1pIGlkZWEgZGUgcXVlIHRvZG9zIGxvcyBhbHF1aW1pc3RhcyBzb24gZGlsaWdlbnRlcyB5IHNlIGVuZm9jYW4gZW4gbGEgYXV0b2Rpc2NpcGxpbmEuIE9oLCBjaWVsb3MuLi4=
HCQkAw,,QWxjaGVtaXN0,,,,,QWxxdWltaXN0YQ==,,QWxxdWltaXN0YQ==
HSQkAw,,W0FsY2hlbWlzdF0KSSB0aGluayBBbGNoZW1pc3QgS2VsbGFzdXMgaXMgdGhlIHBlcnNvbiBjbG9zZXN0IHRvIHRoZSB0cnV0aCBhbW9uZyB0aGUgbGl2aW5nLgpFdmVyeSB0aW1lIEkgaGVhciBhYm91dCBoaXMgZXhwZXJpZW5jZSBvciBsZXZlbCBvZiBrbm93bGVkZ2UsIEknbSB0cnVseSBhbWF6ZWQu,,,,,W0FscXVpbWlzdGFdCkFjaG8gcXVlIG8gQWxxdWltaXN0YSBLZWxsYXN1cyDDqSBhIHBlc3NvYSBtYWlzIHByw7N4aW1hIGRhIHZlcmRhZGUgZW50cmUgb3Mgdml2b3MuClRvZGEgdmV6IHF1ZSBvdcOnbyBzb2JyZSBzdWEgZXhwZXJpw6puY2lhIG91IG7DrXZlbCBkZSBjb25oZWNpbWVudG8sIGZpY28gcmVhbG1lbnRlIGltcHJlc3Npb25hZG8u,,W0FscXVpbWlzdGFdCkNyZW8gcXVlIGVsIEFscXVpbWlzdGEgS2VsbGFzdXMgZXMgbGEgcGVyc29uYSBtw6FzIGNlcmNhbmEgYSBsYSB2ZXJkYWQgZW50cmUgbG9zIHZpdm9zLgpDYWRhIHZleiBxdWUgZXNjdWNobyBzb2JyZSBzdSBleHBlcmllbmNpYSBvIG5pdmVsIGRlIGNvbm9jaW1pZW50bywgcXVlZG8gcmVhbG1lbnRlIGltcHJlc2lvbmFkby4=
HiQkAw,,W0FsY2hlbWlzdF0KVGhhdCBldmVuIHN1Y2ggYSBLZWxsYXN1cyBpcyBqdXN0IGEgc2ltcGxlIGZhdGhlciBhbmQgaHVzYmFuZCBpbiBmcm9udCBvZiBoaXMgZmFtaWx5LAppc24ndCB0aGF0IGFsc28gcXVpdGUgYW1hemluZz8gQSBncmVhdCBhbGNoZW1pc3QsIGJ1dCBhdCBob21lLCBqdXN0IGFuIG9yZGluYXJ5LCBjb21tb24gaGVhZCBvZiB0aGUgaG91c2Vob2xkIQ==,,,,,W0FscXVpbWlzdGFdClF1ZSBtZXNtbyB1bSB0YWwgS2VsbGFzdXMgc2VqYSBhcGVuYXMgdW0gc2ltcGxlcyBwYWkgZSBtYXJpZG8gbmEgZnJlbnRlIGRlIHN1YSBmYW3DrWxpYSwKaXNzbyBuw6NvIHRhbWLDqW0gw6kgYmFzdGFudGUgaW5jcsOtdmVsPyBVbSBncmFuZGUgYWxxdWltaXN0YSwgbWFzIGVtIGNhc2EsIGFwZW5hcyB1bSBjaGVmZSBkZSBmYW3DrWxpYSBjb211bSBlIG9yZGluw6FyaW8h,,W0FscXVpbWlzdGFdClF1ZSBpbmNsdXNvIHVuIHRhbCBLZWxsYXN1cyBzZWEgc29sbyB1biBzaW1wbGUgcGFkcmUgeSBlc3Bvc28gZnJlbnRlIGEgc3UgZmFtaWxpYSwKwr9ubyBlcyB0YW1iacOpbiBiYXN0YW50ZSBpbmNyZcOtYmxlPyDCoVVuIGdyYW4gYWxxdWltaXN0YSwgcGVybyBlbiBjYXNhLCBzb2xvIHVuIGplZmUgZGUgZmFtaWxpYSBjb23Dum4geSBjb3JyaWVudGUh
HyQkAw,,W0FsY2hlbWlzdF0KSSB0aGluayB0aGlzIHRvbyBtaWdodCBiZSBhIG15c3RlcnkgY29tcGFyYWJsZSB0byBhbGNoZW15Lg==,,,,,W0FscXVpbWlzdGFdCkFjaG8gcXVlIGlzc28gdGFtYsOpbSBwb2RlIHNlciB1bSBtaXN0w6lyaW8gY29tcGFyw6F2ZWwgw6AgYWxxdWltaWEu,,W0FscXVpbWlzdGFdCkNyZW8gcXVlIGVzdG8gdGFtYmnDqW4gcHVlZGUgc2VyIHVuIG1pc3RlcmlvIGNvbXBhcmFibGUgYSBsYSBhbHF1aW1pYS4=
